								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150701	

			期货公司会员	

名次		会员简称	成交量		增减		
1		国投期货	948		313		
2		兴证期货	872		82		
3		永安期货	597		-9		
4		东航期货	577		76		
5		南华期货	469		216		
6		徽商期货	448		10		
7		银河期货	447		34		
8		中信期货	372		178		
9		光大期货	363		271		
10		集成期货	338		-58		
11		中国国际	316		-82		
12		大连良运	254		140		
13		海航东银	247		22		
14		广发期货	235		131		
15		中融汇信	216		22		
16		华安期货	206		190		
17		一德期货	195		-97		
18		鲁证期货	181		82		
19		万达期货	174		-399		
20		上海中期	174		120		
21		方正中期	162		48		
22		中衍期货	160		66		
23		东海期货	152		8		
24		中辉期货	147		68		
25		新湖期货	146		-47		
26		国泰君安	135		8		
27		信达期货	125		23		
28		中粮期货	124		-4		
29		津投期货	124		-199		
30		上海大陆	115		61		
31		美尔雅期货	115		83		
32		格林大华	114		98		
33		国信期货	111		-6		
34		华泰期货	102		30		
35		平安期货	100		30		
36		金友期货	96		47		
37		国海良时	92		65		
38		浙商期货	89		36		
39		国贸期货	77		10		
40		广州期货	62		61		
41		中信建投	57		8		
42		申银万国	57		2		
43		华联期货	44		30		
44		海通期货	41		-29		
45		瑞达期货	41		27		
46		国元期货	38		35		
47		东证期货	36		-36		
48		东吴期货	36		30		
49		渤海期货	36		31		
50		金石期货	36		23		
51		弘业期货	36		-17		
52		大地期货	35		35		
53		东方汇金	35		-15		
54		新晟期货	35		35		
55		西部期货	34		32		
56		长江期货	34		-5		
57		中投期货	34		24		
58		招商期货	32		19		
59		英大期货	31		-43		
60		安信期货	28		-1		
61		汇鑫期货	26		5		
62		宏源期货	25		6		
63		深圳瑞龙	24		-35		
64		首创京都	24		-454		
65		宝城期货	22		-39		
66		安粮期货	22		-80		
67		国联期货	20		-2		
68		银建期货	18		5		
69		创元期货	17		13		
70		华西期货	17		-20		
71		浙江新世纪	17		16		
72		建信期货	17		3		
73		锦泰期货	16		16		
74		天富期货	15		-3		
75		金瑞期货	15		6		
76		中大期货	13		-3		
77		湖南金信	12		8		
78		长安期货	12		10		
79		中州期货	12		-13		
80		江西瑞奇	11		-24		
81		天风期货	11		-41		
82		北京首创	11		-28		
83		文峰期货	10		5		
84		华融期货	10		-30		
85		五矿期货	10		6		
86		神华期货	9		7		
87		招金期货	9		-6		
88		华龙期货	8		2		
89		冠通期货	7		4		
90		迈科期货	7		-9		
91		民生期货	7		1		
92		恒泰期货	7		-1		
93		海证期货	7		0		
94		华鑫期货	7		-6		
95		财达期货	6		4		
96		中航期货	6		-6		
97		北京金鹏	5		-25		
98		中钢期货	5		5		
99		大有期货	5		0		
100		中原期货	5		-25		
101		华创期货	4		2		
102		山西三立	4		-3		
103		上海中财	4		-36		
104		倍特期货	4		2		
105		金元期货	4		-13		
106		江信国盛	3		2		
107		晟鑫期货	3		2		
108		东兴期货	2		-38		
109		铜冠金源	2		0		
110		河北恒银	2		-10		
111		国金期货	2		-11		
112		和合期货	1		-5		
113		兴业期货	1		1		
114		南证期货	1		-3		
115		江苏新纪元	1		-2		
116		先融期货	1		-61		
117		德盛期货	1		-42		
118		江苏东华	1		1		
119		云晨期货	1		1		
总计				11,282		972		

名次		会员简称	持买单量	增减		
1		国投期货	3,726		-612		
2		中粮期货	3,287		101		
3		南华期货	1,952		-330		
4		摩根大通	1,740		0		
5		国信期货	1,421		2		
6		中信期货	811		147		
7		万达期货	768		13		
8		海航东银	620		13		
9		徽商期货	530		132		
10		江苏新纪元	513		1		
11		方正中期	372		-13		
12		光大期货	320		-17		
13		银河期货	303		47		
14		中国国际	266		7		
15		永安期货	210		-9		
16		瑞达期货	182		2		
17		东证期货	177		-7		
18		新湖期货	173		3		
19		鲁证期货	155		-21		
20		上海中期	149		-28		
21		中信建投	147		29		
22		北京首创	120		1		
