								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160601	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	26,598		-3,736		
2		华泰期货	25,668		258		
3		招商期货	22,581		-2,077		
4		方正中期	22,206		-749		
5		东航期货	21,060		-5,481		
6		广发期货	19,795		6,432		
7		光大期货	18,137		-9,585		
8		中信期货	17,440		-2,326		
9		安粮期货	16,407		3,278		
10		徽商期货	15,801		-6,107		
11		国泰君安	15,525		-1,638		
12		申银万国	12,942		-4,663		
13		永安期货	12,795		-5,797		
14		华信万达	12,185		-8,468		
15		新湖期货	11,314		4,699		
16		国投期货	11,194		-5,524		
17		兴证期货	11,156		-4,385		
18		南华期货	9,521		-4,756		
19		东证期货	8,980		-6,592		
20		中银国际	8,667		8,118		
21		广永期货	8,632		795		
22		中粮期货	8,370		129		
23		银河期货	7,843		-2,529		
24		上海中期	7,836		977		
25		中信建投	7,478		-5,865		
26		中辉期货	7,271		-1,214		
27		首创京都	6,721		4,981		
28		国海良时	6,680		-1,207		
29		同信久恒	6,506		-1,056		
30		北京首创	6,125		-193		
31		鲁证期货	6,114		-2,696		
32		五矿经易	6,010		-341		
33		一德期货	5,499		2,630		
34		国金期货	5,232		1,208		
35		弘业期货	5,156		877		
36		宝城期货	5,109		-365		
37		浙商期货	4,632		-352		
38		国都期货	4,381		3,114		
39		国信期货	4,303		-1,113		
40		华安期货	4,280		-16,199		
41		中国国际	4,254		-1,862		
42		中衍期货	4,208		-2,265		
43		长江期货	3,753		-685		
44		西部期货	3,697		842		
45		国元期货	3,674		-2,782		
46		华西期货	3,555		-1,457		
47		迈科期货	3,475		-1,055		
48		格林大华	3,208		513		
49		美尔雅期货	3,196		172		
50		中融汇信	3,062		-651		
51		东海期货	2,854		-2,481		
52		瑞达期货	2,748		-562		
53		宏源期货	2,642		-2,692		
54		创元期货	2,580		758		
55		大地期货	2,545		-7,392		
56		华鑫期货	2,405		430		
57		国联期货	2,188		-2,570		
58		建信期货	2,179		-7,670		
59		倍特期货	2,157		-808		
60		中投期货	2,096		449		
61		南证期货	2,073		-528		
62		江苏新纪元	2,037		701		
63		中大期货	1,902		-1,425		
64		金瑞期货	1,894		802		
65		英大期货	1,887		-499		
66		金元期货	1,850		-3,100		
67		汇鑫期货	1,741		552		
68		信达期货	1,722		-3,337		
69		东方汇金	1,675		-411		
70		先融期货	1,658		-1,161		
71		集成期货	1,651		-3,100		
72		江苏东华	1,589		771		
73		深圳瑞龙	1,532		-1,948		
74		平安期货	1,531		-446		
75		东吴期货	1,469		254		
76		锦泰期货	1,462		59		
77		上海大陆	1,370		-3,872		
78		冠通期货	1,368		-196		
79		上海中财	1,335		770		
80		福能期货	1,335		-1,115		
81		华联期货	1,256		-2,650		
82		恒泰期货	1,228		-3,632		
83		新晟期货	1,127		-104		
84		海航期货	1,124		-332		
85		华融期货	1,123		-392		
86		津投期货	1,061		214		
87		大越期货	962		-1,069		
88		混沌天成	953		-11		
89		渤海期货	944		-725		
90		云晨期货	915		-551		
91		大有期货	885		182		
92		国贸期货	823		-260		
93		神华期货	806		-245		
94		中原期货	779		-908		
95		中州期货	779		-265		
96		招金期货	723		-424		
97		德盛期货	720		-1,861		
98		铜冠金源	706		-1,499		
99		上海浙石	701		146		
100		大通期货	681		-121		
101		江西瑞奇	678		-828		
102		第一创业	665		485		
103		民生期货	640		-112		
104		华创期货	635		128		
105		东兴期货	628		-943		
106		金石期货	611		-882		
107		和合期货	610		90		
108		海证期货	593		-605		
109		西南期货	584		-301		
110		红塔期货	560		-580		
111		兴业期货	467		-3,621		
112		长安期货	450		-242		
113		中钢期货	439		308		
114		北京金鹏	430		-758		
115		中航期货	429		-545		
116		上海东亚	416		-19		
117		广州期货	405		-528		
118		天风期货	342		-2,323		
119		银建期货	338		-209		
120		浙江新世纪	326		-328		
121		财达期货	256		-96		
122		华龙期货	213		128		
123		晟鑫期货	211		-64		
124		大连良运	206		-188		
125		湖南金信	201		-344		
126		华闻期货	199		2		
127		深圳金汇	122		-206		
128		文峰期货	107		-202		
129		新疆天利	90		77		
130		国富期货	88		-60		
131		道通期货	85		-8,110		
132		鑫鼎盛期货	85		58		
133		通惠期货	69		23		
134		天鸿期货	54		-1,857		
135		山西三立	51		-23		
136		河北恒银	48		-183		
137		华金期货	46		-29		
138		天富期货	43		-268		
139		江信国盛	39		11		
140		和融期货	31		6		
141		黑龙江时代	27		27		
142		中金期货	25		-152		
143		九州期货	15		-30		
144		山金期货	12		-37		
145		盛达期货	12		-662		
总计				568,584		-155,014	

名次		会员简称	持买单量	增减		
1		中投期货	17,321		-496		
2		永安期货	16,675		2,559		
3		中信期货	16,211		4,088		
4		东航期货	13,486		1,233		
5		广发期货	10,871		646		
6		华泰期货	10,678		-882		
7		国投期货	8,107		1,147		
8		东证期货	8,071		1,150		
9		光大期货	6,730		-899		
10		华信万达	6,685		1,167		
11		银河期货	6,269		528		
12		北京首创	6,099		-1,953		
13		海通期货	5,945		40		
14		兴证期货	5,724		702		
15		方正中期	5,717		1,855		
16		西部期货	5,311		1,036		
17		国信期货	5,295		345		
18		大连良运	4,990		-83		
19		兴业期货	4,874		84		
20		中粮期货	4,858		95		
21		五矿经易	4,277		1,245		
22		申银万国	4,159		527		
23		大地期货	3,711		-20		
24		宏源期货	3,663		84		
25		鲁证期货	3,582		1,662		
26		平安期货	3,552		547		
27		国泰君安	3,545		595		
28		新湖期货	3,486		399		
29		中国国际	2,998		-13		
30		上海中期	2,744		-2,570		
31		中金期货	2,708		5		
32		徽商期货	2,677		424		
33		中大期货	2,658		222		
34		中银国际	2,634		-4,440		
35		海证期货	2,558		206		
36		国海良时	2,439		-108		
37		招商期货	2,268		120		
38		混沌天成	2,224		89		
39		南华期货	2,207		-154		
40		浙商期货	1,991		224		
41		中辉期货	1,897		-82		
42		信达期货	1,869		74		
43		金瑞期货	1,734		174		
44		英大期货	1,669		407		
45		东海期货	1,596		213		
46		长江期货	1,591		56		
47		迈科期货	1,568		1,147		
48		华安期货	1,529		148		
49		弘业期货	1,475		30		
50		中信建投	1,474		290		
51		建信期货	1,405		-677		
52		宝城期货	1,187		-708		
53		国联期货	1,175		189		
54		上海东亚	1,166		304		
55		瑞达期货	1,127		-170		
56		一德期货	1,119		575		
57		大越期货	1,093		114		
58		华西期货	1,005		15		
59		海航期货	986		186		
60		冠通期货	932		-15		
61		格林大华	929		335		
62		安粮期货	879		174		
63		福能期货	767		107		
64		美尔雅期货	736		186		
65		锦泰期货	731		-41		
66		倍特期货	706		-24		
67		江西瑞奇	683		-95		
68		招金期货	682		185		
69		新疆天利	663		-74		
70		国金期货	633		-316		
71		神华期货	566		-96		
72		江苏新纪元	555		284		
73		广永期货	553		187		
74		西南期货	544		28		
75		长安期货	524		113		
76		北京金鹏	516		-27		
77		国贸期货	488		175		
78		中衍期货	486		3		
79		华融期货	463		52		
80		深圳瑞龙	461		98		
81		铜冠金源	448		14		
82		先融期货	448		83		
83		新晟期货	439		40		
84		国元期货	410		-2		
85		天鸿期货	404		-6		
