								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160323	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	31,935		6,979		
2		南华期货	28,173		4,018		
3		方正中期	27,111		2,694		
4		安粮期货	24,715		-4,145		
5		华信万达	23,371		4,071		
6		华泰期货	22,053		-16,638		
7		兴证期货	20,176		-5,434		
8		广发期货	19,469		6,638		
9		国泰君安	17,072		4,844		
10		中信期货	16,689		4,138		
11		光大期货	15,656		1,775		
12		申银万国	14,944		2,094		
13		永安期货	13,866		2,507		
14		徽商期货	12,702		-1,064		
15		东航期货	11,635		-3,278		
16		东证期货	11,185		4,939		
17		鲁证期货	9,307		917		
18		宏源期货	7,562		-532		
19		广永期货	6,963		2,716		
20		中粮期货	5,917		-3,225		
21		宝城期货	5,347		-5,620		
22		五矿经易	4,870		2,550		
23		新湖期货	4,860		-897		
24		中信建投	4,845		-3,129		
25		美尔雅期货	4,656		-624		
26		招商期货	4,643		1,339		
27		华安期货	4,568		-298		
28		中国国际	4,473		-27		
29		银河期货	4,427		71		
30		弘业期货	4,362		2,633		
31		国金期货	4,128		-451		
32		北京首创	4,013		1,184		
33		国海良时	3,938		8		
34		中辉期货	3,886		252		
35		国投期货	3,739		-1,551		
36		中投期货	3,690		1,766		
37		中衍期货	3,672		1,198		
38		中融汇信	3,338		2,305		
39		东方汇金	3,266		988		
40		同信久恒	3,265		715		
41		创元期货	2,810		824		
42		信达期货	2,792		-512		
43		中金期货	2,420		-368		
44		渤海期货	2,283		1,414		
45		国都期货	2,222		-69		
46		集成期货	2,197		-3,116		
47		长江期货	2,168		-353		
48		深圳瑞龙	2,145		276		
49		瑞达期货	2,056		-1,071		
50		中大期货	2,055		70		
51		上海中期	1,903		174		
52		金瑞期货	1,901		266		
53		浙商期货	1,859		33		
54		恒泰期货	1,766		1,306		
55		国联期货	1,730		551		
56		英大期货	1,705		481		
57		冠通期货	1,667		-522		
58		国信期货	1,559		-656		
59		东海期货	1,517		-807		
60		建信期货	1,472		47		
61		格林大华	1,470		-55		
62		一德期货	1,441		213		
63		华鑫期货	1,382		400		
64		先融期货	1,378		210		
65		神华期货	1,376		305		
66		西部期货	1,325		172		
67		江信国盛	1,314		1,294		
68		迈科期货	1,258		-16		
69		华融期货	1,241		618		
70		北京金鹏	1,236		-663		
71		招金期货	1,180		713		
72		津投期货	1,113		434		
73		上海大陆	1,107		-605		
74		金元期货	1,077		-459		
75		倍特期货	1,063		-951		
76		江西瑞奇	1,063		477		
77		福能期货	1,041		590		
78		大越期货	1,033		732		
79		东吴期货	1,024		-577		
80		大通期货	997		-9		
81		上海中财	961		366		
82		大地期货	874		-59		
83		汇鑫期货	869		-48		
84		新晟期货	837		711		
85		天风期货	834		557		
86		江苏新纪元	825		-478		
87		国贸期货	803		55		
88		德盛期货	789		-18		
89		华联期货	757		354		
90		大有期货	658		-86		
91		锦泰期货	652		-456		
92		中航期货	641		176		
93		天鸿期货	630		255		
94		铜冠金源	609		-350		
95		海航东银	592		-91		
96		山西三立	578		493		
97		中州期货	543		-8		
98		金石期货	524		269		
99		中钢期货	504		384		
100		东兴期货	502		-3,998		
101		长安期货	455		142		
102		道通期货	445		312		
103		和合期货	435		213		
104		国元期货	429		-322		
105		大连良运	413		-536		
106		广州期货	385		-313		
107		中原期货	385		-320		
108		浙江新世纪	368		-2,320		
109		华西期货	362		-121		
110		上海东亚	336		29		
111		河北恒银	318		-53		
112		南证期货	305		154		
113		首创京都	296		-962		
114		云晨期货	277		-30		
115		山金期货	266		-903		
116		江苏东华	247		68		
117		海证期货	240		120		
118		财达期货	235		71		
119		民生期货	220		-2		
120		银建期货	219		89		
121		天富期货	218		52		
122		华龙期货	216		35		
123		湖南金信	195		-87		
124		华闻期货	182		48		
125		红塔期货	166		-135		
126		兴业期货	142		-6		
127		平安期货	135		-1,530		
128		混沌天成	121		-35		
129		晟鑫期货	117		10		
130		华创期货	87		-70		
131		通惠期货	82		60		
132		深圳金汇	77		-59		
133		中银国际	70		-87		
134		西南期货	68		-41		
135		新疆天利	67		1		
136		文峰期货	66		-15		
137		国富期货	31		-210		
138		东方期货	20		18		
139		鑫鼎盛期货	18		-11		
140		盛达期货	16		-12		
141		金谷期货	12		-43		
142		上海浙石	11		11		
143		和融期货	2		-3		
总计				511,570		8,452		

名次		会员简称	持买单量	增减		
1		中信期货	19,231		160		
2		中投期货	18,018		2,341		
3		华泰期货	17,375		1,153		
4		永安期货	17,338		-294		
5		华信万达	14,040		70		
6		方正中期	12,283		4,236		
7		国金期货	10,992		2,351		
8		海通期货	10,371		400		
9		东航期货	9,292		217		
10		兴证期货	8,162		514		
11		中粮期货	5,630		-1,835		
12		摩根大通	5,194		0		
13		国投期货	4,978		-19		
14		光大期货	4,126		-1,405		
