								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150206	

			期货公司会员	

名次		会员简称	成交量		增减		
1		徽商期货	1,411		-4,219		
2		东航期货	741		-2,898		
3		中国国际	645		-1,102		
4		永安期货	624		-344		
5		方正中期	593		-1,139		
6		中衍期货	563		-1,386		
7		安粮期货	558		-141		
8		光大期货	513		-1,083		
9		津投期货	494		-311		
10		新湖期货	438		184		
11		银河期货	418		-1,537		
12		国信期货	383		-283		
13		广发期货	359		-830		
14		中信期货	342		-1,117		
15		南华期货	294		-405		
16		海通期货	279		-915		
17		金元期货	255		-536		
18		宏源期货	253		-381		
19		浙商期货	252		-445		
20		鲁证期货	241		-476		
21		大有期货	237		157		
22		弘业期货	229		-490		
23		上海中期	227		-321		
24		长江期货	207		-413		
25		国泰君安	205		-1,168		
26		申银万国	200		-1,568		
27		一德期货	188		-680		
28		华安期货	183		-810		
29		华泰长城	175		-1,254		
30		宝城期货	174		-154		
31		渤海期货	171		-431		
32		美尔雅期货	166		-597		
33		安信期货	161		-324		
34		恒泰期货	159		-402		
35		国海良时	155		-460		
36		万达期货	151		-694		
37		招金期货	138		-182		
38		北京首创	134		-209		
39		中信建投	125		-578		
40		中辉期货	124		-282		
41		金石期货	112		-2		
42		金瑞期货	110		-1,286		
43		兴证期货	104		-506		
44		招商期货	102		-449		
45		中粮期货	102		-1,908		
46		东证期货	92		-159		
47		深圳瑞龙	84		-405		
48		英大期货	76		-489		
49		瑞达期货	71		-102		
50		混沌天成	66		-59		
51		锦泰期货	64		-234		
52		天风期货	64		-45		
53		文峰期货	62		48		
54		海航东银	61		-65		
55		格林大华	59		-221		
56		集成期货	58		-210		
57		中投期货	58		-102		
58		德盛期货	57		-75		
59		天富期货	56		-162		
60		先融期货	54		-856		
61		东方汇金	51		-194		
62		广永期货	50		-593		
63		东兴期货	50		-102		
64		浙江中大	49		-61		
65		江西瑞奇	49		-137		
66		倍特期货	47		-63		
67		汇鑫期货	45		-419		
68		南证期货	44		-53		
69		国联期货	44		-405		
70		华联期货	42		-189		
71		国贸期货	42		-532		
72		五矿期货	41		-78		
73		东吴期货	41		-106		
74		河北恒银	40		-47		
75		中原期货	39		-82		
76		晟鑫期货	38		-5		
77		建信期货	37		-196		
78		江苏新纪元	36		-327		
79		北京金鹏	35		-102		
80		国投期货	34		-360		
81		东海期货	33		-575		
82		民生期货	31		-145		
83		冠通期货	31		-203		
84		首创京都	30		-71		
85		平安期货	30		23		
86		信达期货	29		-150		
87		大地期货	29		-858		
88		国都期货	28		-83		
89		大连良运	27		-191		
90		山西三立	25		-1		
91		中航期货	24		-209		
92		同信久恒	24		-125		
93		华龙期货	22		-10		
94		广州期货	22		-50		
95		中州期货	22		-117		
96		上海中财	22		-17		
97		鑫鼎盛期货	21		16		
98		国元期货	20		-44		
99		上海浙石	19		-18		
100		和合期货	19		-93		
101		兴业期货	17		-22		
102		大越期货	17		-39		
103		华西期货	15		-128		
104		神华期货	14		-177		
105		深圳金汇	14		-4		
106		创元期货	13		-95		
107		江苏东华	12		-18		
108		金友期货	12		-188		
109		道通期货	12		-20		
110		国金期货	11		-59		
111		新疆天利	11		-10		
112		上海东亚	10		-152		
113		长安期货	10		-22		
114		华融期货	10		-27		
115		海证期货	10		-21		
116		铜冠金源	10		-20		
117		银建期货	8		-8		
118		中钢期货	7		0		
119		盛达期货	7		-20		
120		天鸿期货	6		-9		
121		新晟期货	6		-21		
122		湖南金信	6		-11		
123		华创期货	5		-25		
124		山金期货	5		-11		
125		红塔期货	5		-193		
126		西部期货	5		-12		
127		云晨期货	4		-1		
128		浙江新世纪	4		-427		
129		上海大陆	2		-48		
130		大通期货	1		-7		
131		华海期货	1		1		
132		中银国际	1		-23		
总计				16,310		-46,300		

名次		会员简称	持买单量	增减		
1		中粮期货	979		-3		
2		安粮期货	849		420		
3		一德期货	724		7		
4		永安期货	537		128		
5		方正中期	532		-205		
6		光大期货	456		-288		
7		东航期货	451		-8		
8		新湖期货	431		16		
9		国投期货	411		0		
10		浙商期货	351		-14		
11		银河期货	340		31		
12		上海中期	335		-55		
13		北京首创	309		73		
14		海航东银	279		15		
15		中国国际	272		-90		
16		广发期货	269		31		
17		万达期货	260		-32		
18		国海良时	254		10		
19		国信期货	239		205		
20		宝城期货	203		-21		
21		国泰君安	201		23		
22		申银万国	197		-21		
23		建信期货	173		11		
24		鲁证期货	158		-34		
25		徽商期货	157		19		
26		弘业期货	157		-20		
27		南华期货	155		-15		
28		中信期货	149		-115		
29		华泰长城	146		-100		
30		津投期货	126		-108		
31		江苏新纪元	124		0		
32		中信建投	123		48		
33		冠通期货	121		0		
34		国联期货	115		-8		
35		招商期货	111		-2		
36		中衍期货	105		-21		
37		金石期货	102		96		
38		海通期货	102		-48		
39		宏源期货	90		1		
40		大有期货	88		78		
41		东证期货	84		-3		
42		渤海期货	72		-94		
43		首创京都	60		0		
44		东吴期货	60		0		
45		金瑞期货	55		24		
46		中辉期货	54		8		
47		南证期货	53		-8		
48		国贸期货	52		-10		
49		招金期货	51		26		
50		广永期货	50		-10		
51		中航期货	50		-1		
52		混沌天成	50		10		
53		神华期货	47		5		
54		国金期货	42		1		
55		上海东亚	40		0		
56		安信期货	38		-8		
57		格林大华	35		-7		
58		华西期货	33		-6		
59		迈科期货	32		0		
60		锦泰期货	32		-3		
61		广州期货	31		-4		
62		长江期货	30		-73		
63		天富期货	29		0		
64		中投期货	28		1		
65		东海期货	27		8		
66		江西瑞奇	24		-26		
67		天风期货	24		20		
68		东兴期货	23		23		
69		东方汇金	21		0		
70		大地期货	20		-15		
71		大连良运	20		-16		
72		恒泰期货	18		-2		
73		五矿期货	18		-7		
74		上海浙石	17		8		
75		美尔雅期货	15		-3		
76		金元期货	12		0		
77		华安期货	12		0		
78		中融汇信	12		0		
79		道通期货	11		11		
80		金友期货	10		-1		
81		倍特期货	9		1		
82		兴业期货	8		6		
83		上海中财	8		6		
84		英大期货	7		-26		
85		深圳金汇	6		0		
86		河北恒银	6		-8		
87		深圳瑞龙	6		-2		
88		上海大陆	6		0		
89		中钢期货	6		0		
90		财达期货	6		0		
91		山西三立	5		0		
92		集成期货	5		0		
93		汇鑫期货	5		1		
94		西部期货	5		0		
95		新晟期货	4		-1		
96		信达期货	4		0		
97		兴证期货	4		-24		
98		长安期货	4		-4		
99		云晨期货	4		0		
100		天鸿期货	3		0		
101		民生期货	3		2		
102		晟鑫期货	2		-3		
103		瑞达期货	2		-1		
104		和合期货	2		1		
105		浙江中大	2		-4		
106		平安期货	2		0		
107		文峰期货	2		2		
108		上海通联	2		0		
109		中银国际	2		0		
110		湖南金信	2		0		
111		大通期货	2		-1		
112		江苏东华	2		0		
113		国元期货	2		-8		
114		国都期货	1		0		
115		大越期货	1		-1		
116		中原期货	1		0		
117		华联期货	1		-9		
118		盛达期货	0		-3		
119		同信久恒	0		-20		
120		海证期货	0		-6		
121		中州期货	0		-1		
122		铜冠金源	0		-10		
123		华创期货	0		-2		
总计				12,715		-263		

名次		会员简称	持卖单量	增减		
1		永安期货	1,397		26		
2		中信建投	866		21		
3		中粮期货	848		-11		
4		东航期货	724		7		
5		银河期货	686		-19		
6		光大期货	653		69		
7		国投期货	649		20		
8		华泰长城	510		9		
9		广发期货	302		6		
10		徽商期货	282		-50		
11		海航东银	280		2		
12		新湖期货	234		-358		
13		英大期货	219		-6		
14		海通期货	217		-5		
15		国泰君安	207		-14		
16		中信期货	204		9		
17		招商期货	197		4		
18		东证期货	181		61		
19		广州期货	156		6		
20		浙商期货	151		46		
21		中衍期货	148		-22		
22		华安期货	140		41		
23		万达期货	136		5		
24		上海中期	130		-62		
25		中辉期货	129		0		
26		鲁证期货	120		5		
27		建信期货	118		12		
28		北京首创	116		7		
29		方正中期	106		-18		
30		金友期货	98		-5		
31		中国国际	98		5		
32		五矿期货	92		8		
33		金瑞期货	90		20		
34		长安期货	89		2		
35		浙江新世纪	87		4		
36		长江期货	86		-16		
37		宝城期货	83		-5		
38		中投期货	82		1		
39		国海良时	81		31		
40		华联期货	66		9		
41		南华期货	66		41		
42		天富期货	64		32		
43		格林大华	62		0		
44		国信期货	55		-118		
45		美尔雅期货	53		15		
46		东方汇金	51		-11		
47		安信期货	49		-79		
48		弘业期货	47		13		
49		浙江中大	44		19		
50		安粮期货	42		6		
51		和合期货	41		-2		
52		大有期货	41		31		
53		深圳瑞龙	41		2		
54		大越期货	40		2		
55		民生期货	39		9		
56		冠通期货	39		-17		
57		锦泰期货	38		1		
58		国都期货	34		28		
59		申银万国	34		1		
60		中州期货	34		-1		
61		天风期货	33		28		
62		平安期货	31		10		
63		同信久恒	31		0		
64		上海中财	30		10		
65		神华期货	30		3		
66		一德期货	26		-33		
67		兴证期货	26		-10		
68		大地期货	26		-2		
69		汇鑫期货	22		2		
70		国元期货	22		-2		
71		中原期货	22		-23		
72		江西瑞奇	22		9		
73		河北恒银	20		20		
74		鑫鼎盛期货	20		19		
75		国贸期货	19		2		
76		东兴期货	18		17		
77		广永期货	16		6		
78		招金期货	16		-10		
79		上海浙石	16		5		
80		宏源期货	14		-6		
81		集成期货	14		0		
82		倍特期货	14		0		
83		津投期货	14		2		
84		华龙期货	12		6		
85		道通期货	12		-1		
86		金石期货	12		-4		
87		晟鑫期货	12		11		
88		东吴期货	11		3		
89		信达期货	11		1		
90		中银国际	11		1		
91		创元期货	10		1		
92		混沌天成	10		-40		
93		先融期货	9		0		
94		国联期货	9		-2		
95		德盛期货	9		-43		
96		华创期货	8		1		
97		大连良运	8		1		
98		西部期货	8		-5		
99		江苏新纪元	8		0		
100		东海期货	7		5		
101		华西期货	6		-5		
102		上海大陆	6		2		
103		西南期货	6		0		
104		首创京都	6		0		
105		渤海期货	6		-23		
106		恒泰期货	5		-7		
107		华鑫期货	4		0		
108		南证期货	4		0		
109		新晟期货	4		-1		
110		山金期货	4		1		
111		金元期货	3		-3		
112		国金期货	3		2		
113		瑞达期货	3		2		
114		文峰期货	2		0		
115		湖南金信	2		0		
116		红塔期货	2		-3		
117		江苏东华	2		-8		
118		兴业期货	1		-1		
119		华海期货	1		1		
120		中钢期货	1		-1		
121		山西三立	1		1		
122		云晨期货	1		-4		
123		中航期货	1		-1		
124		新疆天利	0		-11		
125		北京金鹏	0		-3		
总计				12,715		-263		



会员类别	总成交量	增减		
期货公司会员	16,310		-46,300		
非期货公司会员	0		0		

会员类别	总持买单量	增减		
期货公司会员	12,715		-263		
非期货公司会员	0		0		

会员类别	总持卖单量	增减		
期货公司会员	12,715		-263		
非期货公司会员	0		0		

