								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150513	

			期货公司会员	

名次		会员简称	成交量		增减		
1		广发期货	1,811		1,585		
2		永安期货	1,328		-349		
3		徽商期货	1,205		699		
4		新湖期货	1,029		258		
5		中粮期货	906		696		
6		中国国际	850		-54		
7		银河期货	844		399		
8		东航期货	843		-911		
9		申银万国	715		-30		
10		长江期货	680		595		
11		集成期货	520		185		
12		中融汇信	515		163		
13		国投期货	512		-6		
14		鲁证期货	413		49		
15		中大期货	397		169		
16		浙商期货	391		145		
17		国泰君安	388		165		
18		兴证期货	359		34		
19		方正中期	345		47		
20		安粮期货	332		-399		
21		瑞达期货	323		168		
22		海通期货	307		86		
23		国海良时	286		197		
24		弘业期货	263		-119		
25		江苏新纪元	256		-24		
26		迈科期货	248		224		
27		中信建投	247		54		
28		上海中期	247		55		
29		中衍期货	245		-34		
30		北京首创	242		-83		
31		万达期货	228		-201		
32		招金期货	228		-375		
33		中信期货	222		139		
34		首创京都	219		180		
35		大越期货	208		111		
36		中辉期货	200		26		
37		中州期货	189		159		
38		美尔雅期货	179		132		
39		国信期货	177		50		
40		华泰期货	175		74		
41		招商期货	150		-24		
42		南华期货	148		66		
43		信达期货	146		47		
44		津投期货	144		-296		
45		金元期货	133		110		
46		一德期货	126		-5		
47		东证期货	119		4		
48		宝城期货	113		83		
49		中投期货	107		-6		
50		中航期货	98		96		
51		倍特期货	89		56		
52		华联期货	88		62		
53		恒泰期货	86		18		
54		光大期货	85		-290		
55		天风期货	80		3		
56		安信期货	77		43		
57		国联期货	77		33		
58		五矿期货	74		52		
59		宏源期货	73		-12		
60		金友期货	73		-22		
61		红塔期货	71		-11		
62		东方汇金	67		-171		
63		神华期货	66		-31		
64		广州期货	66		33		
65		深圳瑞龙	62		-30		
66		建信期货	60		19		
67		铜冠金源	58		24		
68		平安期货	56		34		
69		华龙期货	55		38		
70		格林大华	55		3		
71		东吴期货	54		24		
72		海证期货	54		48		
73		锦泰期货	53		35		
74		华安期货	52		-32		
75		北京金鹏	45		11		
76		晟鑫期货	44		28		
77		英大期货	43		-9		
