								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150121	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	498		472		
2		中衍期货	496		182		
3		中国国际	473		247		
4		徽商期货	417		163		
5		中粮期货	376		205		
6		国联期货	339		254		
7		国泰君安	245		111		
8		长江期货	209		154		
9		一德期货	185		145		
10		招商期货	182		160		
11		广发期货	179		109		
12		浙江中大	176		157		
13		永安期货	174		117		
14		中辉期货	174		118		
15		华泰长城	173		99		
16		银河期货	169		64		
17		东航期货	165		50		
18		中信期货	164		103		
19		宝城期货	158		-26		
20		国海良时	145		117		
21		金瑞期货	130		122		
22		国投期货	120		11		
23		江西瑞奇	116		86		
24		南华期货	114		66		
25		广永期货	108		-115		
26		江苏新纪元	104		95		
27		华安期货	103		-9		
28		国信期货	98		54		
29		申银万国	98		-65		
30		格林大华	97		76		
31		方正中期	89		48		
32		神华期货	83		42		
33		北京首创	77		36		
34		上海中期	77		69		
35		鲁证期货	73		45		
36		宏源期货	69		-11		
37		铜冠金源	65		65		
38		中信建投	64		37		
39		金元期货	56		28		
40		上海东亚	54		24		
41		安粮期货	53		16		
42		津投期货	53		-64		
43		上海大陆	51		6		
44		先融期货	50		48		
45		建信期货	49		4		
46		弘业期货	47		-18		
47		倍特期货	47		42		
48		万达期货	44		32		
49		美尔雅期货	44		10		
50		英大期货	41		-1		
51		信达期货	39		29		
52		中州期货	37		22		
53		集成期货	35		3		
54		国贸期货	34		34		
55		光大期货	31		-28		
56		锦泰期货	25		16		
57		东海期货	25		16		
58		瑞达期货	24		20		
59		东证期货	23		9		
60		国都期货	21		17		
61		天风期货	21		-10		
62		安信期货	20		15		
63		新湖期货	20		-23		
64		中投期货	20		19		
65		国元期货	20		15		
66		渤海期货	20		10		
67		和合期货	19		-7		
68		深圳瑞龙	19		-15		
69		东吴期货	18		8		
70		金友期货	17		6		
71		华融期货	16		6		
72		广州期货	16		-27		
73		中航期货	16		16		
74		招金期货	13		-9		
75		东方汇金	13		12		
76		浙商期货	12		-30		
77		迈科期货	12		10		
78		大地期货	11		7		
79		恒泰期货	11		-37		
80		东兴期货	10		-13		
81		民生期货	10		1		
82		华西期货	10		9		
83		汇鑫期货	9		9		
84		兴证期货	9		-3		
85		华联期货	9		-10		
86		江信国盛	9		9		
87		海证期货	7		5		
88		中原期货	7		-4		
89		河北恒银	7		7		
90		西部期货	6		2		
91		南证期货	6		6		
92		文峰期货	5		3		
93		国金期货	5		5		
94		华鑫期货	5		-38		
95		大有期货	5		-22		
96		华龙期货	4		-4		
97		浙江新世纪	4		-6		
98		海航东银	4		0		
99		同信久恒	4		2		
100		云晨期货	4		4		
101		深圳金汇	4		2		
102		鑫鼎盛期货	4		-1		
103		财达期货	4		4		
104		长安期货	4		2		
105		上海中财	3		-27		
106		上海通联	3		3		
107		五矿期货	3		-12		
108		冠通期货	3		-1		
109		大连良运	3		1		
110		道通期货	2		2		
111		红塔期货	2		2		
112		华创期货	2		2		
113		山西三立	2		-1		
114		德盛期货	1		1		
115		新晟期货	1		0		
116		创元期货	1		-1		
总计				8,160		3,822		

名次		会员简称	持买单量	增减		
1		国投期货	791		76		
2		中粮期货	595		-314		
3		光大期货	474		-2		
4		安粮期货	406		-16		
5		广发期货	308		17		
6		广永期货	307		108		
7		海通期货	250		-29		
8		南华期货	202		73		
9		上海中期	184		48		
10		中国国际	181		-213		
11		国泰君安	178		86		
12		徽商期货	171		-93		
13		国海良时	169		-53		
14		东航期货	163		12		
15		宝城期货	151		1		
16		银河期货	147		31		
17		中信建投	116		12		
18		华泰长城	112		15		
19		中信期货	107		67		
20		浙商期货	104		-1		
21		渤海期货	100		10		
22		万达期货	99		16		
23		方正中期	97		4		
24		华安期货	91		65		
25		冠通期货	88		1		
26		永安期货	76		17		
27		申银万国	76		-11		
28		鲁证期货	64		44		
29		弘业期货	59		3		
30		一德期货	54		2		
31		新湖期货	53		-11		
32		中航期货	52		4		
33		北京首创	49		-7		
34		英大期货	46		1		
35		大连良运	45		0		
36		金瑞期货	41		27		
37		上海东亚	40		0		
38		长江期货	39		4		
39		中辉期货	39		3		
40		神华期货	39		29		
41		民生期货	35		0		
42		五矿期货	34		-1		
43		宏源期货	34		-32		
44		大地期货	30		0		
45		招商期货	28		12		
46		东方汇金	22		1		
47		信达期货	22		2		
48		上海大陆	22		19		
49		大有期货	21		0		
50		东海期货	21		3		
51		国金期货	20		5		
52		安信期货	20		-1		
53		锦泰期货	19		16		
54		金友期货	18		2		
55		国信期货	18		-4		
56		津投期货	17		8		
57		格林大华	16		10		
58		江西瑞奇	16		7		
