								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150410	

			期货公司会员	

名次		会员简称	成交量		增减		
1		新湖期货	2,173		473		
2		永安期货	2,076		-273		
3		东证期货	1,842		1,162		
4		光大期货	1,779		854		
5		海通期货	1,759		1,281		
6		申银万国	1,697		-145		
7		东航期货	1,660		753		
8		徽商期货	1,656		31		
9		津投期货	1,626		820		
10		方正中期	1,369		375		
11		弘业期货	1,331		1,019		
12		一德期货	1,254		397		
13		集成期货	1,113		230		
14		兴证期货	1,105		-117		
15		南华期货	1,083		117		
16		银河期货	1,044		24		
17		中衍期货	992		235		
18		中辉期货	902		543		
19		中国国际	854		-126		
20		中银国际	809		73		
21		东方汇金	800		527		
22		华泰长城	770		44		
23		安粮期货	765		-282		
24		万达期货	738		323		
25		中粮期货	719		227		
26		大有期货	700		651		
27		国信期货	640		324		
28		天风期货	627		360		
29		迈科期货	573		350		
30		宝城期货	570		323		
31		北京首创	557		379		
32		国泰君安	526		104		
33		广发期货	523		128		
34		长江期货	516		132		
35		国海良时	509		-245		
36		中信建投	483		83		
37		招商期货	462		394		
38		安信期货	449		291		
39		首创京都	441		426		
40		国投期货	437		242		
41		江苏新纪元	433		-332		
42		中信期货	425		83		
43		浙商期货	420		-23		
44		英大期货	384		-119		
45		宏源期货	380		90		
46		华鑫期货	366		139		
47		鲁证期货	366		-107		
48		海航东银	339		169		
49		瑞达期货	297		127		
50		东海期货	295		179		
51		金元期货	294		168		
52		中投期货	292		17		
53		美尔雅期货	285		-250		
54		东吴期货	280		-98		
55		广州期货	273		231		
56		晟鑫期货	256		-53		
57		先融期货	243		217		
58		信达期货	240		134		
59		恒泰期货	226		90		
60		混沌天成	211		160		
61		文峰期货	209		69		
62		深圳瑞龙	203		-70		
63		中大期货	203		132		
64		金友期货	194		-23		
65		国贸期货	183		69		
66		国都期货	181		45		
67		倍特期货	180		8		
68		大越期货	174		-223		
69		招金期货	166		45		
70		国元期货	159		-110		
71		渤海期货	151		21		
72		格林大华	149		16		
73		上海中期	142		-95		
74		铜冠金源	135		89		
75		华联期货	131		95		
76		大地期货	130		79		
77		五矿期货	128		25		
78		国联期货	126		-50		
79		创元期货	114		92		
80		江西瑞奇	113		70		
81		汇鑫期货	108		-95		
82		民生期货	85		-12		
83		华安期货	84		-17		
84		和合期货	84		47		
85		中原期货	82		51		
86		神华期货	78		-4		
87		天富期货	78		54		
88		山西三立	76		69		
89		建信期货	74		45		
90		南证期货	74		3		
91		华西期货	71		33		
92		中州期货	69		-48		
93		海证期货	68		60		
94		冠通期货	65		-24		
95		西部期货	61		36		
96		河北恒银	58		5		
97		上海大陆	54		27		
98		华龙期货	53		29		
99		大连良运	51		24		
100		德盛期货	49		-17		
101		上海中财	48		-13		
102		中航期货	48		-81		
103		国金期货	43		-73		
104		上海东亚	42		-42		
105		平安期货	40		33		
106		红塔期货	40		31		
107		华创期货	34		33		
108		北京金鹏	34		-57		
109		金瑞期货	33		-196		
110		同信久恒	32		-125		
111		东兴期货	30		16		
112		银建期货	28		-12		
113		华融期货	28		15		
114		金石期货	27		-53		
115		长安期货	27		27		
116		中钢期货	21		-55		
117		锦泰期货	20		-18		
118		金谷期货	17		5		
119		湖南金信	17		-41		
120		盛达期货	15		15		
121		财达期货	14		8		
122		道通期货	11		-5		
123		天鸿期货	10		7		
124		中融汇信	8		8		
125		广永期货	8		-53		
126		新晟期货	7		4		
127		大通期货	6		-2		
128		江苏东华	6		-11		
129		浙江新世纪	5		-77		
130		鑫鼎盛期货	5		-40		
131		江信国盛	5		5		
132		华闻期货	4		3		
133		兴业期货	3		-1		
