								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150629	

			期货公司会员	

名次		会员简称	成交量		增减		
1		兴证期货	1,202		574		
2		万达期货	887		636		
3		徽商期货	798		313		
4		永安期货	733		304		
5		新湖期货	731		100		
6		国泰君安	600		386		
7		集成期货	585		253		
8		国投期货	534		-81		
9		东航期货	459		-213		
10		中融汇信	414		148		
11		银河期货	341		35		
12		鲁证期货	340		64		
13		方正中期	337		-206		
14		首创京都	314		-166		
15		北京首创	291		-302		
16		广发期货	284		-225		
17		一德期货	279		131		
18		中国国际	262		130		
19		南华期货	239		127		
20		浙商期货	216		-259		
21		光大期货	188		8		
22		海航东银	188		143		
23		津投期货	154		-5		
24		宝城期货	150		-218		
25		申银万国	135		-152		
26		安粮期货	133		-8		
27		美尔雅期货	126		107		
28		中衍期货	120		-275		
29		海通期货	115		-2		
30		长江期货	114		45		
31		中辉期货	107		-72		
32		国海良时	102		16		
33		平安期货	96		48		
34		信达期货	87		-65		
35		大越期货	85		85		
36		汇鑫期货	84		82		
37		中信期货	84		-63		
38		大连良运	82		-63		
39		弘业期货	78		-8		
40		上海中期	75		-4		
41		金友期货	72		13		
42		东方汇金	69		32		
43		江西瑞奇	68		29		
44		西南期货	62		-30		
45		中信建投	60		9		
46		国信期货	58		36		
47		华泰期货	56		9		
48		先融期货	55		-19		
49		安信期货	53		45		
50		英大期货	47		-12		
51		上海大陆	43		9		
52		东证期货	42		-66		
53		格林大华	40		35		
54		东吴期货	40		-63		
55		金元期货	36		16		
56		华安期货	33		-34		
57		冠通期货	28		28		
58		华联期货	27		-11		
59		广永期货	26		26		
60		金瑞期货	25		22		
61		国元期货	24		-6		
62		深圳瑞龙	22		-315		
63		江苏东华	22		19		
64		倍特期货	21		-22		
65		华龙期货	21		20		
66		瑞达期货	21		-86		
67		中原期货	21		10		
68		国金期货	20		10		
69		宏源期货	19		-14		
70		金石期货	19		6		
71		招金期货	18		-54		
72		湖南金信	17		17		
73		中州期货	17		-8		
74		北京金鹏	16		2		
75		华西期货	16		-13		
76		民生期货	15		-5		
77		招商期货	14		7		
78		建信期货	14		6		
79		华融期货	13		2		
80		中粮期货	12		-200		
81		渤海期货	11		4		
82		天鸿期货	11		3		
83		恒泰期货	10		-1		
84		创元期货	10		10		
85		中大期货	10		-2		
86		天风期货	10		6		
87		国联期货	10		-50		
88		德盛期货	10		-24		
89		神华期货	9		8		
90		江苏新纪元	9		8		
91		迈科期货	9		-1		
92		河北恒银	8		-8		
93		广州期货	7		5		
94		东海期货	7		-41		
95		东兴期货	6		1		
96		文峰期货	6		6		
97		中航期货	6		3		
98		华鑫期货	6		-6		
99		铜冠金源	6		6		
100		山西三立	5		-1		
101		新晟期货	5		-15		
102		混沌天成	5		5		
103		中钢期货	5		3		
104		和合期货	5		-8		
105		锦泰期货	4		-7		
106		中投期货	4		-3		
107		南证期货	4		-15		
108		国贸期货	3		-31		
109		财达期货	3		-9		
110		晟鑫期货	3		2		
111		五矿期货	3		-1		
112		长安期货	2		-5		
113		江信国盛	2		-1		
114		深圳金汇	2		2		
115		鑫鼎盛期货	2		0		
116		天富期货	2		-1		
117		西部期货	1		1		
118		红塔期货	1		0		
119		国都期货	1		-32		
120		海证期货	1		-7		
121		浙江新世纪	1		0		
总计				13,676		602		

名次		会员简称	持买单量	增减		
1		国投期货	4,304		151		
2		中粮期货	3,183		-1		
3		南华期货	2,194		51		
4		摩根大通	1,740		0		
5		国信期货	1,490		28		
6		万达期货	870		-38		
7		中信期货	674		-1		
8		海航东银	607		2		
9		江苏新纪元	513		1		
10		永安期货	390		159		
11		方正中期	378		-14		
12		徽商期货	341		64		
13		光大期货	338		-17		
14		中国国际	263		-11		
15		银河期货	252		41		
16		津投期货	223		40		
17		鲁证期货	211		-6		
18		东证期货	184		-1		
19		瑞达期货	181		-1		
20		上海中期	179		1		
21		金友期货	176		3		
22		新湖期货	168		-42		
23		广发期货	129		23		
24		平安期货	128		8		
25		北京首创	122		-3		
26		东海期货	117		5		
27		中信建投	111		-35		
28		长江期货	108		7		
29		东方汇金	106		0		
30		国海良时	104		-34		
31		神华期货	102		2		
32		银建期货	88		0		
33		安粮期货	71		-1		
34		宏源期货	68		1		
35		中辉期货	68		6		
36		天富期货	63		0		
37		海通期货	62		-2		
38		浙商期货	53		24		
39		弘业期货	49		-2		
40		国泰君安	43		-42		
41		华西期货	40		3		
42		申银万国	38		2		
43		华泰期货	36		-10		
44		东航期货	34		-7		
45		信达期货	34		-7		
46		西南期货	30		-50		
47		天鸿期货	29		11		
48		兴证期货	26		-9		
49		中衍期货	24		-1		
50		上海大陆	24		-1		
51		恒泰期货	22		1		
52		国联期货	20		0		
53		中原期货	20		0		
54		浙江新世纪	20		-1		
55		美尔雅期货	18		1		
56		深圳金汇	18		0		
57		汇鑫期货	16		16		
58		格林大华	14		3		
59		中大期货	14		0		
60		招商期货	14		4		
61		华龙期货	12		0		
62		金石期货	12		0		
63		英大期货	11		1		
64		深圳瑞龙	11		1		
65		宝城期货	11		-21		
66		南证期货	10		0		
67		国元期货	10		7		
68		中融汇信	10		10		
69		云晨期货	10		0		
70		东方期货	10		0		
71		文峰期货	10		0		
72		安信期货	9		-23		
73		一德期货	9		2		
74		华联期货	7		-1		
75		晟鑫期货	7		1		
76		华鑫期货	6		0		
77		江苏东华	6		0		
78		倍特期货	6		1		
79		长安期货	6		0		
80		五矿期货	6		0		
81		招金期货	5		-4		
82		国都期货	5		-1		
83		混沌天成	5		5		
84		东兴期货	5		5		
85		中投期货	5		0		
86		华闻期货	4		0		
87		集成期货	4		-6		
88		华安期货	4		-2		
89		大连良运	4		-2		
90		民生期货	3		1		
91		国贸期货	3		0		
92		先融期货	3		3		
93		冠通期货	3		1		
94		新晟期货	3		0		
95		金元期货	2		0		
96		山西三立	2		0		
97		国金期货	2		-1		
98		迈科期货	2		-1		
99		金瑞期货	2		-3		
100		兴业期货	2		0		
101		铜冠金源	2		2		
102		江西瑞奇	2		0		
103		渤海期货	2		0		
104		广州期货	2		0		
105		红塔期货	2		-1		
106		德盛期货	1		-2		
107		华创期货	1		0		
108		建信期货	1		-1		
109		创元期货	1		0		
110		中钢期货	1		-1		
111		大地期货	1		0		
112		中州期货	1		1		
113		财达期货	1		-1		
114		和合期货	1		-3		
115		中银国际	1		0		
116		东吴期货	1		1		
117		湖南金信	0		-1		
118		河北恒银	0		-6		
119		广永期货	0		-2		
120		海证期货	0		-1		
总计				21,210		279		

名次		会员简称	持卖单量	增减		
1		永安期货	4,755		-138		
2		首创京都	1,880		228		
3		光大期货	1,340		-79		
4		方正中期	1,139		-7		
5		中信期货	873		45		
6		东航期货	851		56		
7		广发期货	761		-29		
8		格林大华	715		-7		
9		国投期货	671		83		
10		海航东银	630		28		
11		万达期货	546		371		
12		中投期货	522		0		
13		新湖期货	482		-297		
14		中国国际	436		-129		
15		中粮期货	377		3		
16		上海中期	289		30		
17		大连良运	280		4		
18		天风期货	259		4		
19		徽商期货	206		26		
20		华安期货	189		5		
21		国泰君安	174		12		
22		南华期货	172		18		
23		东吴期货	162		1		
24		东证期货	159		3		
25		大越期货	155		85		
26		国信期货	144		-4		
27		国联期货	133		-10		
28		中衍期货	124		53		
29		浙商期货	110		46		
30		鲁证期货	108		-58		
31		华泰期货	93		-10		
32		铜冠金源	91		0		
33		美尔雅期货	88		3		
34		招商期货	84		2		
35		中辉期货	81		25		
36		国海良时	81		0		
37		冠通期货	78		-23		
38		一德期货	74		-13		
39		申银万国	72		-25		
40		宝城期货	71		-99		
41		江西瑞奇	64		0		
42		云晨期货	64		0		
43		北京首创	61		-4		
44		深圳瑞龙	60		-1		
45		海通期货	57		-1		
46		金友期货	57		7		
47		天富期货	55		0		
48		西部期货	54		1		
49		先融期货	54		52		
50		中信建投	52		-5		
51		新晟期货	51		1		
52		中融汇信	50		10		
53		银河期货	50		-22		
54		倍特期货	50		8		
55		英大期货	49		-20		
56		五矿期货	46		-3		
57		汇鑫期货	43		0		
58		东方汇金	40		-5		
59		华西期货	39		9		
60		金瑞期货	37		0		
61		国都期货	36		0		
62		信达期货	35		16		
