								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160205	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	10,300		-25,984		
2		光大期货	10,149		3,819		
3		国泰君安	9,553		1,789		
4		华泰期货	6,683		-13,454		
5		永安期货	6,165		-744		
6		兴证期货	6,146		-7,557		
7		中信期货	6,020		-15,078		
8		国金期货	5,254		-6,239		
9		东证期货	5,054		28		
10		华鑫期货	4,793		3,450		
11		大地期货	4,657		3,309		
12		安粮期货	4,380		-8,083		
13		新湖期货	4,327		-14,112		
14		申银万国	3,876		-7,698		
15		华信万达	3,268		-2,016		
16		东航期货	3,170		-4,667		
17		广发期货	3,147		-2,161		
18		中粮期货	3,128		-545		
19		宏源期货	3,000		-740		
20		国投期货	2,974		-1,145		
21		集成期货	2,892		-1,041		
22		方正中期	2,822		-3,690		
23		国都期货	2,656		1,164		
24		宝城期货	2,633		-57		
25		金瑞期货	2,502		-2,068		
26		南华期货	2,388		-4,582		
27		北京首创	2,366		149		
28		天风期货	2,268		255		
29		徽商期货	2,240		-3,615		
30		银河期货	2,065		-6,113		
31		中国国际	1,971		-1,402		
32		大越期货	1,723		1,239		
33		东海期货	1,698		341		
34		一德期货	1,678		-1,647		
35		美尔雅期货	1,625		-175		
36		中辉期货	1,453		187		
37		建信期货	1,316		38		
38		中信建投	1,279		-974		
39		鲁证期货	1,209		-1,417		
40		上海东亚	1,174		-318		
41		中衍期货	1,140		-739		
42		国信期货	1,010		-1,185		
43		弘业期货	981		-457		
44		广永期货	964		882		
45		东吴期货	847		-1,206		
46		招商期货	807		-355		
47		长江期货	786		-41		
48		国联期货	755		-1,682		
49		瑞达期货	742		-182		
50		国海良时	738		-591		
51		华安期货	689		-970		
52		迈科期货	633		17		
53		浙商期货	613		11		
54		海航东银	610		462		
55		上海中财	550		-464		
56		华联期货	549		-41		
57		国元期货	547		116		
58		信达期货	528		-168		
59		东方汇金	528		-207		
60		同信久恒	525		-2,240		
61		上海中期	497		-648		
62		西部期货	493		-287		
63		混沌天成	457		157		
64		格林大华	456		-1,353		
65		上海大陆	445		156		
66		长安期货	440		114		
67		中大期货	431		-454		
68		深圳瑞龙	423		111		
69		华融期货	417		101		
70		金元期货	387		-547		
71		中投期货	373		-682		
72		英大期货	354		-1,067		
73		倍特期货	344		-269		
74		首创京都	331		-203		
75		北京金鹏	319		-1,241		
76		渤海期货	317		-13		
77		大有期货	317		-114		
78		福能期货	283		-6		
79		招金期货	282		-521		
80		创元期货	264		-850		
81		南证期货	256		-264		
82		五矿经易	227		-2,398		
83		铜冠金源	216		-76		
84		新疆天利	210		71		
85		东兴期货	203		33		
86		恒泰期货	184		-7		
87		江西瑞奇	183		-61		
88		江苏新纪元	183		-200		
89		神华期货	182		-229		
90		平安期货	177		19		
91		中银国际	167		-152		
92		津投期货	162		-50		
93		冠通期货	159		-593		
94		上海浙石	145		-143		
95		中金期货	143		-113		
96		和合期货	141		-111		
97		民生期货	140		61		
98		大连良运	137		-85		
99		锦泰期货	134		56		
100		国贸期货	125		-119		
101		广州期货	119		-104		
102		华西期货	107		-106		
103		天鸿期货	105		-1,114		
104		山西三立	104		-59		
105		中州期货	101		-199		
106		中融汇信	96		40		
107		财达期货	96		-58		
108		浙江新世纪	93		-210		
109		银建期货	81		-267		
110		中原期货	76		-1,592		
111		晟鑫期货	75		-151		
112		华创期货	75		22		
113		华闻期货	70		50		
114		海证期货	64		-106		
115		中钢期货	64		-43		
116		新晟期货	61		-86		
117		兴业期货	60		53		
118		汇鑫期货	57		-262		
119		江苏东华	56		-28		
120		江信国盛	54		14		
121		天富期货	52		-355		
122		国富期货	50		37		
123		第一创业	47		-116		
124		先融期货	42		-296		
125		中航期货	41		-110		
126		大通期货	35		16		
127		湖南金信	30		-99		
128		金石期货	26		-162		
129		红塔期货	25		-141		
130		河北恒银	25		-21		
131		金谷期货	21		9		
132		华龙期货	19		-103		
133		西南期货	17		-37		
134		通惠期货	17		-7		
135		德盛期货	14		-51		
136		道通期货	11		-140		
137		云晨期货	10		-84		
138		文峰期货	7		-53		
139		盛达期货	5		-9		
140		九州期货	5		5		
141		鑫鼎盛期货	4		-24		
142		深圳金汇	3		-254		
总计				173,768		-148,772	

名次		会员简称	持买单量	增减		
1		中粮期货	36,810		-119		
2		国泰君安	23,927		2,296		
3		中投期货	21,943		8		
4		永安期货	19,699		1,277		
5		华信万达	17,328		-1,065		
6		方正中期	15,862		576		
7		国金期货	15,655		3,360		
8		中信期货	13,426		-711		
9		海通期货	11,747		-196		
10		北京首创	8,250		49		
11		混沌天成	8,071		-452		
12		新湖期货	7,315		598		
13		华鑫期货	7,103		1,370		
14		银河期货	6,845		-440		
15		东航期货	6,583		-190		
16		光大期货	6,537		507		
17		国投期货	6,098		209		
18		格林大华	5,615		177		
19		同信久恒	5,573		-477		
20		摩根大通	5,194		0		
21		天风期货	4,950		470		
22		国信期货	3,869		-237		
23		广发期货	3,837		-353		
24		一德期货	3,617		-973		
25		鲁证期货	3,605		-179		
26		华泰期货	3,413		-797		
27		国都期货	3,346		-1,433		
28		首创京都	3,283		200		
29		申银万国	3,241		206		
30		兴证期货	2,812		-1,167		
31		中融汇信	2,071		-8		
32		浙商期货	2,067		21		
33		大地期货	2,007		-3		
34		五矿经易	1,915		-26		
35		国海良时	1,892		-89		
36		国联期货	1,841		-86		
37		安粮期货	1,841		-171		
38		东证期货	1,654		362		
39		大越期货	1,646		758		
40		中国国际	1,420		-687		
41		中信建投	1,317		-85		
42		上海中期	1,310		-108		
43		东吴期货	1,269		-403		
44		瑞达期货	1,177		7		
45		大有期货	1,167		-12		
46		宝城期货	1,153		-55		
47		中辉期货	1,134		-89		
48		英大期货	1,124		-60		
49		南华期货	1,078		-220		
50		宏源期货	1,066		-228		
51		徽商期货	976		-209		
52		云晨期货	959		-2		
53		长江期货	927		-48		
54		恒泰期货	871		-6		
55		锦泰期货	825		-33		
56		上海东亚	806		30		
57		大连良运	801		7		
58		招商期货	739		-127		
59		信达期货	619		-206		
60		平安期货	551		-97		
61		金瑞期货	541		-633		
62		弘业期货	520		-129		
63		创元期货	484		28		
64		中大期货	475		10		
65		福能期货	441		-153		
66		渤海期货	398		-17		
67		华安期货	389		-52		
68		东方汇金	367		-156		
69		美尔雅期货	357		-227		
70		中州期货	313		-4		
71		广永期货	270		100		
72		国贸期货	269		3		
73		东海期货	254		-929		
74		华西期货	249		-29		
75		迈科期货	245		111		
76		浙江新世纪	244		-32		
77		长安期货	231		-33		
78		西部期货	222		-168		
79		倍特期货	222		49		
80		招金期货	221		82		
81		红塔期货	212		1		
82		中衍期货	211		-112		
83		海证期货	208		-30		
84		建信期货	196		-35		
85		北京金鹏	193		14		
86		集成期货	184		-5		
87		中钢期货	171		9		
88		深圳瑞龙	164		-143		
89		华联期货	160		16		
90		中航期货	153		0		
91		华融期货	138		-36		
92		中原期货	136		1		
93		汇鑫期货	135		0		
94		津投期货	115		-1		
95		铜冠金源	113		-27		
96		东兴期货	104		-7		
97		深圳金汇	104		1		
98		上海中财	103		-119		
99		财达期货	97		-4		
100		华创期货	95		47		
101		上海大陆	91		2		
102		湖南金信	84		-18		
103		金元期货	80		-36		
104		中银国际	79		-1		
105		江西瑞奇	77		-17		
106		南证期货	73		-10		
107		文峰期货	68		0		
108		江苏新纪元	65		-33		
109		先融期货	60		4		
110		银建期货	57		-46		
111		神华期货	51		-97		
112		国元期货	51		-46		
113		山西三立	50		-8		
114		和合期货	48		0		
115		海航东银	45		1		
116		金石期货	44		-10		
117		民生期货	37		-28		
118		江信国盛	34		21		
119		新晟期货	34		-26		
120		上海浙石	30		0		
121		广州期货	29		-14		
122		华闻期货	29		22		
123		河北恒银	28		-1		
124		冠通期货	23		-26		
125		德盛期货	16		-6		
126		江苏东华	16		-3		
127		天富期货	14		0		
128		西南期货	11		-1		
129		大通期货	10		-10		
130		鑫鼎盛期货	10		0		
131		黑龙江时代	9		0		
132		中金期货	9		-2		
133		金谷期货	9		-9		
134		兴业期货	6		-3		
135		盛达期货	6		0		
136		晟鑫期货	4		-31		
137		道通期货	3		1		
138		第一创业	2		0		
139		新疆天利	1		0		
140		天鸿期货	0		-5		
141		华龙期货	0		-2		
总计				334,874		-2,406		

名次		会员简称	持卖单量	增减		
1		永安期货	37,702		-1,088		
2		海通期货	26,102		-610		
3		国投期货	25,475		1,291		
4		光大期货	15,321		166		
5		申银万国	13,183		-634		
6		东证期货	12,419		-1,894		
7		华泰期货	12,131		-1,238		
8		国泰君安	10,826		-1,035		
9		浙商期货	10,506		-314		
