								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170811	

			期货公司会员	

名次		会员简称	成交量		增减		
1		中信期货	25,483		1,738		
2		海通期货	20,665		7,463		
3		华泰期货	17,922		7,982		
4		国投安信	16,548		9,198		
5		华安期货	16,528		2,885		
6		兴证期货	15,122		6,390		
7		北京首创	14,212		12,696		
8		广州金控	13,638		3,343		
9		光大期货	10,996		-1,985		
10		鲁证期货	9,902		3,454		
11		国泰君安	9,843		3,700		
12		徽商期货	9,036		5,431		
13		永安期货	8,389		-1,955		
14		广发期货	8,339		-520		
15		东航期货	8,281		3,973		
16		国信期货	8,252		4,609		
17		渤海期货	8,229		1,257		
18		弘业期货	8,165		5,475		
19		东证期货	7,699		-2,282		
20		方正中期	7,630		2,918		
21		金瑞期货	7,458		2,501		
22		银河期货	7,276		3,220		
23		新湖期货	6,661		3,705		
24		南华期货	6,452		-10		
25		西部期货	5,425		70		
26		长江期货	4,883		1,664		
27		国海良时	4,776		3,863		
28		中国国际	4,676		566		
29		中辉期货	4,469		2,409		
30		华信期货	4,426		-1,992		
31		创元期货	4,161		2,158		
32		招商期货	3,919		1,577		
33		中信建投	3,696		2,624		
34		汇鑫期货	3,370		-2,293		
35		中粮期货	3,284		-3,456		
36		申银万国	3,213		-64		
37		格林大华	3,157		2,403		
38		中大期货	3,076		696		
39		五矿经易	2,722		778		
40		国富期货	2,684		1,528		
41		国金期货	2,672		1,899		
42		宏源期货	2,568		806		
43		宝城期货	2,417		1,373		
44		深圳瑞龙	2,415		1,570		
45		中银国际	2,395		-560		
46		长安期货	2,388		-630		
47		南证期货	2,161		-500		
48		国都期货	2,109		675		
49		倍特期货	2,095		1,882		
50		信达期货	1,864		1,103		
51		中投期货	1,792		1,040		
52		中衍期货	1,686		531		
53		美尔雅期货	1,664		785		
54		上海中期	1,658		288		
55		浙商期货	1,655		-566		
56		中金期货	1,625		-158		
57		上海大陆	1,573		803		
58		瑞达期货	1,530		1,174		
59		中钢期货	1,528		1,406		
60		安粮期货	1,504		-204		
61		华西期货	1,429		967		
62		东兴期货	1,405		917		
63		大越期货	1,382		842		
64		中财期货	1,379		953		
65		集成期货	1,359		1,130		
66		平安期货	1,324		822		
67		先融期货	1,301		552		
68		福能期货	1,261		752		
69		兴业期货	1,237		454		
70		英大期货	1,181		492		
71		铜冠金源	1,154		993		
72		深圳金汇	1,126		936		
73		招金期货	1,095		619		
74		山金期货	1,030		794		
75		大地期货	1,019		686		
76		一德期货	992		398		
77		广州期货	978		612		
78		民生期货	935		739		
79		华闻期货	932		119		
80		国联期货	900		-37		
81		和合期货	877		643		
82		华联期货	871		546		
83		东海期货	826		67		
84		建信期货	816		-316		
85		江西瑞奇	815		341		
86		中州期货	811		679		
87		德盛期货	809		700		
88		恒泰期货	808		370		
89		西南期货	777		599		
90		迈科期货	772		-1,060		
91		大连良运	769		119		
92		大有期货	749		230		
93		冠通期货	692		-238		
94		东吴期货	652		-515		
95		中航期货	633		335		
96		国贸期货	626		-122		
97		华鑫期货	605		355		
98		新纪元期货	575		150		
99		中原期货	547		276		
100		天风期货	527		51		
101		中天期货	487		-464		
102		浙江新世纪	459		332		
103		海证期货	445		346		
104		金元期货	442		330		
105		国元期货	429		62		
106		混沌天成	383		-100		
107		锦泰期货	368		295		
108		和融期货	364		244		
109		北京金鹏	356		117		
110		财达期货	334		219		
111		中融汇信	303		-847		
112		金石期货	290		278		
113		东方汇金	285		-10		
114		同信久恒	274		85		
115		前海期货	267		146		
116		江苏东华	267		233		
117		海航期货	253		-30		
118		神华期货	230		-215		
119		云晨期货	224		178		
120		津投期货	204		41		
