								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150930	

			期货公司会员	

名次		会员简称	成交量		增减		
1		永安期货	7,440		1,130		
2		新湖期货	5,189		372		
3		东航期货	4,815		2,216		
4		方正中期	3,659		2,841		
5		申银万国	3,629		2,413		
6		兴证期货	3,259		-3,079		
7		北京首创	3,222		2,430		
8		鲁证期货	2,931		2,562		
9		天风期货	2,342		-2,607		
10		徽商期货	2,235		638		
11		宝城期货	2,223		1,482		
12		中衍期货	1,963		962		
13		银河期货	1,961		-1,026		
14		万达期货	1,861		164		
15		国泰君安	1,734		634		
16		华泰期货	1,729		1,364		
17		中融汇信	1,727		589		
18		同信久恒	1,706		1,618		
19		国联期货	1,688		315		
20		光大期货	1,541		372		
21		海通期货	1,509		755		
22		南证期货	1,479		1,323		
23		格林大华	1,474		728		
24		招商期货	1,417		130		
25		广发期货	1,361		764		
26		上海中期	1,288		921		
27		中国国际	1,270		-119		
28		国海良时	1,122		739		
29		国投期货	1,116		178		
30		南华期货	1,095		664		
31		中信建投	977		310		
32		安粮期货	973		134		
33		中粮期货	909		624		
34		东证期货	886		752		
35		中信期货	664		-5		
36		一德期货	640		58		
37		弘业期货	623		137		
38		大地期货	614		591		
39		美尔雅期货	611		-777		
40		华安期货	594		280		
41		浙商期货	553		272		
42		中大期货	538		357		
43		长江期货	504		-33		
44		招金期货	467		382		
45		冠通期货	455		365		
46		创元期货	435		375		
47		东海期货	433		237		
48		国信期货	424		254		
49		先融期货	411		392		
50		国贸期货	392		296		
51		中辉期货	392		-401		
52		金石期货	388		-551		
53		信达期货	355		19		
54		华西期货	355		308		
55		中银国际	342		252		
56		建信期货	328		158		
57		首创京都	328		-192		
58		山金期货	310		270		
59		集成期货	299		-482		
60		锦泰期货	298		286		
61		五矿经易	291		237		
62		国金期货	291		145		
63		海航东银	279		103		
64		金友期货	269		124		
65		东方汇金	260		169		
66		安信期货	259		196		
67		盛达期货	246		86		
68		金元期货	244		213		
69		国元期货	243		25		
70		广州期货	230		55		
71		渤海期货	216		176		
72		华联期货	197		125		
73		江苏新纪元	194		34		
74		深圳瑞龙	193		-59		
75		西部期货	170		143		
76		东吴期货	161		120		
77		中投期货	154		-52		
78		上海大陆	154		142		
79		大通期货	150		137		
80		金瑞期货	148		72		
81		英大期货	142		-132		
82		中航期货	141		69		
83		铜冠金源	138		58		
84		云晨期货	134		124		
85		瑞达期货	127		43		
86		东兴期货	123		73		
87		国都期货	120		36		
88		德盛期货	120		-49		
89		汇鑫期货	111		-79		
90		北京金鹏	108		101		
91		浙江新世纪	104		-322		
92		华融期货	103		99		
93		大有期货	91		-582		
94		大连良运	85		38		
95		天鸿期货	81		72		
96		中钢期货	79		-4		
97		恒泰期货	77		-48		
98		宏源期货	77		-12		
99		中原期货	71		30		
100		上海中财	65		51		
101		平安期货	64		-1		
102		晟鑫期货	61		43		
103		上海东亚	56		36		
104		神华期货	48		21		
105		新晟期货	47		8		
106		倍特期货	45		-86		
107		津投期货	37		-26		
108		广永期货	37		-363		
109		银建期货	36		-45		
110		新疆天利	35		-70		
111		华龙期货	34		-41		
112		财达期货	33		-39		
113		江西瑞奇	30		-44		
114		和合期货	30		22		
115		河北恒银	30		12		
116		文峰期货	29		-8		
117		迈科期货	28		27		
118		民生期货	25		-2		
119		江苏东华	25		25		
120		中州期货	24		-14		
