								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160531	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	30,334		-7,367		
2		光大期货	27,722		6,343		
3		东航期货	26,541		-11,412		
4		华泰期货	25,410		4,386		
5		招商期货	24,658		8,898		
6		方正中期	22,955		-1,459		
7		徽商期货	21,908		3,318		
8		华信万达	20,653		7,497		
9		华安期货	20,479		5,444		
10		中信期货	19,766		2,744		
11		永安期货	18,592		-2,124		
12		申银万国	17,605		2,623		
13		国泰君安	17,163		2,920		
14		国投期货	16,718		2,228		
15		东证期货	15,572		8,061		
16		兴证期货	15,541		1,679		
17		南华期货	14,277		-627		
18		广发期货	13,363		-9,863		
19		中信建投	13,343		2,949		
20		安粮期货	13,129		-4,299		
21		银河期货	10,372		2,577		
22		大地期货	9,937		8,310		
23		建信期货	9,849		4,741		
24		鲁证期货	8,810		620		
25		中辉期货	8,485		5,583		
26		中粮期货	8,241		147		
27		道通期货	8,195		7,888		
28		国海良时	7,887		149		
29		广永期货	7,837		640		
30		同信久恒	7,562		5,999		
31		上海中期	6,859		-1,157		
32		新湖期货	6,615		-2,898		
33		中衍期货	6,473		2,876		
34		国元期货	6,456		2,253		
35		五矿经易	6,351		-93		
36		北京首创	6,318		1,395		
37		中国国际	6,116		-576		
38		宝城期货	5,474		-2,861		
39		国信期货	5,416		1,626		
40		东海期货	5,335		855		
41		宏源期货	5,334		169		
42		上海大陆	5,242		3,929		
43		信达期货	5,059		1,959		
44		华西期货	5,012		2,710		
45		浙商期货	4,984		790		
46		金元期货	4,950		3,026		
47		恒泰期货	4,860		3,953		
48		国联期货	4,758		3,081		
49		集成期货	4,751		-63		
50		迈科期货	4,530		2,648		
51		长江期货	4,438		1,338		
52		弘业期货	4,279		1,454		
53		兴业期货	4,088		3,205		
54		国金期货	4,024		2,480		
55		华联期货	3,906		2,251		
56		中融汇信	3,713		76		
57		深圳瑞龙	3,480		1,461		
58		中大期货	3,327		-2,106		
59		瑞达期货	3,310		579		
60		美尔雅期货	3,024		354		
61		倍特期货	2,965		1,751		
62		一德期货	2,869		-408		
63		西部期货	2,855		-1,509		
64		先融期货	2,819		1,953		
65		格林大华	2,695		-267		
66		天风期货	2,665		-39		
67		南证期货	2,601		1,843		
68		德盛期货	2,581		1,726		
69		福能期货	2,450		1,302		
70		英大期货	2,386		1,690		
71		铜冠金源	2,205		424		
72		东方汇金	2,086		704		
73		大越期货	2,031		1,358		
74		平安期货	1,977		1,467		
75		华鑫期货	1,975		567		
76		天鸿期货	1,911		1,867		
77		创元期货	1,822		-281		
78		首创京都	1,740		-642		
79		中原期货	1,687		1,377		
80		渤海期货	1,669		290		
81		中投期货	1,647		-156		
82		东兴期货	1,571		1,108		
83		冠通期货	1,564		-569		
84		华融期货	1,515		509		
85		江西瑞奇	1,506		32		
86		金石期货	1,493		-883		
87		云晨期货	1,466		1,159		
88		海航期货	1,456		705		
89		锦泰期货	1,403		686		
90		江苏新纪元	1,336		-136		
91		国都期货	1,267		-1,267		
92		新晟期货	1,231		572		
93		东吴期货	1,215		616		
94		海证期货	1,198		498		
95		汇鑫期货	1,189		-57		
96		北京金鹏	1,188		-587		
97		招金期货	1,147		92		
98		红塔期货	1,140		1,006		
99		金瑞期货	1,092		-203		
100		国贸期货	1,083		-454		
101		神华期货	1,051		-499		
102		中州期货	1,044		91		
103		中航期货	974		363		
104		混沌天成	964		267		
105		广州期货	933		297		
106		西南期货	885		670		
107		津投期货	847		176		
108		江苏东华	818		171		
109		大通期货	802		583		
110		民生期货	752		53		
111		大有期货	703		-526		
112		长安期货	692		-178		
113		盛达期货	674		628		
114		浙江新世纪	654		-193		
115		上海中财	565		-86		
116		上海浙石	555		-1,395		
117		中银国际	549		260		
118		银建期货	547		377		
119		湖南金信	545		206		
120		和合期货	520		194		
121		华创期货	507		352		
122		上海东亚	435		51		
123		大连良运	394		-4		
124		财达期货	352		-812		
125		深圳金汇	328		169		
126		天富期货	311		199		
127		文峰期货	309		161		
128		晟鑫期货	275		-84		
129		河北恒银	231		117		
130		华闻期货	197		58		
131		第一创业	180		-84		
132		中金期货	177		170		
133		国富期货	148		-84		
134		中钢期货	131		-535		
135		华龙期货	85		-32		
136		华金期货	75		19		
137		山西三立	74		-414		
138		山金期货	49		27		
139		通惠期货	46		9		
140		九州期货	45		-14		
141		江信国盛	28		-91		
142		鑫鼎盛期货	27		-19		
143		和融期货	25		24		
144		新疆天利	13		3		
总计				723,598		111,796		

名次		会员简称	持买单量	增减		
1		中投期货	17,817		86		
2		永安期货	14,116		3,881		
3		东航期货	12,253		-659		
4		中信期货	12,123		1,516		
5		华泰期货	11,560		56		
6		广发期货	10,225		329		
7		北京首创	8,052		562		
8		光大期货	7,629		2,842		
9		中银国际	7,074		499		
10		国投期货	6,960		1,182		
11		东证期货	6,921		2,012		
12		海通期货	5,905		-2,045		
13		银河期货	5,741		1,408		
14		华信万达	5,518		-641		
15		上海中期	5,314		1,251		
16		大连良运	5,073		-132		
17		兴证期货	5,022		-26		
18		国信期货	4,950		1,810		
19		兴业期货	4,790		2,544		
20		中粮期货	4,763		-449		
21		西部期货	4,275		361		
22		方正中期	3,862		-1,178		
23		大地期货	3,731		-2,535		
24		申银万国	3,632		-398		
25		宏源期货	3,579		11		
26		新湖期货	3,087		-251		
27		五矿经易	3,032		809		
28		中国国际	3,011		-425		
29		平安期货	3,005		430		
30		国泰君安	2,950		786		
31		中金期货	2,703		-41		
32		国海良时	2,547		853		
33		中大期货	2,436		-85		
34		南华期货	2,361		-248		
35		海证期货	2,352		102		
36		徽商期货	2,253		-590		
37		招商期货	2,148		-243		
38		混沌天成	2,135		152		
39		建信期货	2,082		1,788		
40		中辉期货	1,979		640		
41		鲁证期货	1,920		-867		
42		宝城期货	1,895		-301		
43		信达期货	1,795		-611		
44		浙商期货	1,767		106		
45		金瑞期货	1,560		68		
46		长江期货	1,535		450		
47		弘业期货	1,445		144		
48		东海期货	1,383		21		
49		华安期货	1,381		515		
50		瑞达期货	1,297		164		
51		英大期货	1,262		598		
52		中信建投	1,184		142		
53		华西期货	990		671		
54		国联期货	986		123		
55		大越期货	979		345		
56		国金期货	949		820		
57		冠通期货	947		699		
58		上海东亚	862		65		
59		海航期货	800		221		
60		江西瑞奇	778		556		
61		锦泰期货	772		103		
62		华鑫期货	742		310		
63		新疆天利	737		5		
64		倍特期货	730		83		
65		安粮期货	705		146		
66		神华期货	662		174		
67		福能期货	660		103		
68		格林大华	594		64		
69		美尔雅期货	550		-357		
70		一德期货	544		124		
71		北京金鹏	543		22		
72		西南期货	516		-77		
73		招金期货	497		-63		
74		中衍期货	483		80		
75		铜冠金源	434		68		
76		迈科期货	421		60		
77		国元期货	412		248		
78		长安期货	411		6		
79		华融期货	411		-158		
80		天鸿期货	410		385		
81		新晟期货	399		139		
82		民生期货	384		-33		
83		恒泰期货	382		-4		
84		大有期货	381		43		
85		中钢期货	373		-4		
86		南证期货	371		196		
87		广永期货	366		-251		
88		先融期货	365		30		
89		深圳瑞龙	363		38		
90		华联期货	350		174		
91		金石期货	344		-1		
92		金元期货	337		140		
93		创元期货	330		35		
94		国贸期货	313		-150		
95		德盛期货	290		48		
96		东兴期货	277		-24		
97		江苏新纪元	271		-56		
98		东方汇金	258		4		
99		财达期货	256		5		
100		汇鑫期货	251		75		
101		广州期货	241		-10		
102		中航期货	232		-178		
103		东吴期货	218		-22		
104		中州期货	216		1		
105		摩根大通	200		0		
106		浙江新世纪	189		5		
107		渤海期货	161		-16		
108		上海大陆	154		28		
109		天风期货	144		-1,687		
110		津投期货	138		1		
111		云晨期货	135		37		
112		国都期货	134		27		
113		中原期货	134		31		
114		深圳金汇	133		38		
115		华创期货	117		35		
116		上海中财	112		-20		
117		天富期货	99		21		
118		上海浙石	96		-26		
119		和合期货	96		-1		
120		银建期货	89		41		
121		华闻期货	87		13		
122		中融汇信	81		18		
123		红塔期货	76		3		
124		同信久恒	68		-119		
125		集成期货	64		-14		
126		江苏东华	64		31		
127		首创京都	63		13		
128		道通期货	59		-101		
129		华龙期货	56		6		
130		第一创业	44		-16		
131		湖南金信	26		-57		
132		山金期货	22		4		
133		河北恒银	18		6		
134		国富期货	18		0		
135		江信国盛	17		0		
136		和融期货	14		13		
137		华金期货	13		-7		
138		山西三立	11		-4		
139		文峰期货	6		-13		
140		盛达期货	6		0		
141		晟鑫期货	5		-1		
142		大通期货	5		0		
143		鑫鼎盛期货	3		-8		
144		通惠期货	2		-8		
145		黑龙江时代	1		0		
146		九州期货	1		-5		
总计				266,444		19,682		

名次		会员简称	持卖单量	增减		
1		华泰期货	28,570		972		
2		国投期货	23,366		4,386		
3		建信期货	12,400		-3,599		
4		东航期货	10,790		-1,438		
5		广发期货	8,871		114		
6		永安期货	8,835		-565		
7		北京首创	8,022		1,074		
8		中粮期货	7,869		1,548		
9		东证期货	7,734		4,208		
10		光大期货	7,342		3,018		
11		深圳瑞龙	7,150		-708		
12		中信期货	6,325		996		
13		华鑫期货	6,300		23		
14		国泰君安	5,576		1,559		
15		申银万国	4,823		1,011		
16		方正中期	4,634		-3,563		
17		美尔雅期货	4,619		155		
18		瑞达期货	4,491		160		
19		华信万达	4,385		362		
20		徽商期货	3,806		552		
21		首创京都	3,507		1,605		
22		海通期货	3,407		-421		
23		国海良时	3,395		254		
24		银河期货	3,257		1,844		
25		新湖期货	3,209		306		
26		上海中期	3,097		388		
27		五矿经易	3,056		184		
28		鲁证期货	2,949		1,213		
29		信达期货	2,720		-144		
30		中国国际	2,717		185		
31		浙商期货	2,548		-10		
32		安粮期货	2,467		1,161		
33		兴证期货	2,236		255		
34		华联期货	2,178		1,736		
35		财达期货	2,154		235		
36		国金期货	2,089		-1,800		
37		天鸿期货	1,952		-1,126		
38		一德期货	1,833		715		
39		南华期货	1,800		-301		
40		中大期货	1,772		564		
41		东海期货	1,723		-64		
42		招金期货	1,712		14		
43		混沌天成	1,670		180		
44		大地期货	1,444		148		
45		国联期货	1,396		5		
46		同信久恒	1,387		-1		
47		长江期货	1,382		142		
48		宝城期货	1,379		-315		
49		中信建投	1,205		-343		
50		东方汇金	1,154		146		
51		大越期货	1,117		348		
52		汇鑫期货	1,022		52		
53		格林大华	971		135		
54		宏源期货	954		-41		
55		弘业期货	929		339		
56		中投期货	896		43		
57		北京金鹏	881		56		
58		国信期货	828		452		
59		中辉期货	794		-239		
60		广永期货	777		-272		
61		长安期货	765		144		
62		创元期货	748		-1		
63		金瑞期货	734		16		
64		招商期货	731		-191		
65		海航期货	722		293		
66		上海中财	528		75		
67		金元期货	521		118		
68		金石期货	466		-6		
69		江苏新纪元	450		198		
70		中融汇信	435		19		
71		津投期货	425		90		
72		新晟期货	409		38		
73		先融期货	407		397		
74		上海浙石	395		275		
75		西部期货	391		10		
76		华安期货	386		-108		
77		西南期货	365		70		
78		中衍期货	357		11		
79		德盛期货	329		57		
80		福能期货	305		75		
81		渤海期货	295		-189		
82		华融期货	293		173		
83		大连良运	233		-4		
84		上海大陆	217		166		
85		倍特期货	195		18		
86		国贸期货	192		45		
87		冠通期货	176		59		
88		银建期货	175		28		
89		迈科期货	174		-2		
90		南证期货	163		129		
91		文峰期货	153		-68		
92		华西期货	145		21		
93		兴业期货	140		64		
94		英大期货	135		70		
95		恒泰期货	132		14		
96		中航期货	123		12		
97		湖南金信	122		-4		
98		东兴期货	102		77		
99		国都期货	95		2		
100		山西三立	91		0		
101		国元期货	91		26		
102		中钢期货	89		3		
103		集成期货	81		15		
104		中州期货	77		-63		
105		广州期货	76		15		
106		浙江新世纪	74		-3		
107		和合期货	73		-1		
108		大通期货	61		-10		
109		中原期货	59		-10		
110		大有期货	55		-6		
111		东吴期货	54		21		
112		平安期货	54		23		
113		天富期货	50		40		
114		红塔期货	49		17		
115		锦泰期货	49		0		
116		江西瑞奇	43		2		
117		民生期货	41		5		
118		深圳金汇	38		-38		
119		天风期货	32		-298		
120		第一创业	31		-18		
121		神华期货	29		-13		
122		鑫鼎盛期货	22		7		
123		河北恒银	20		3		
124		铜冠金源	17		11		
125		海证期货	11		-128		
126		华龙期货	11		1		
127		云晨期货	10		3		
128		国富期货	8		8		
129		通惠期货	7		-2		
130		江苏东华	7		1		
131		晟鑫期货	6		0		
132		华创期货	6		-12		
133		江信国盛	5		2		
134		盛达期货	4		4		
135		和融期货	2		2		
136		华闻期货	2		2		
137		九州期货	2		-10		
138		中银国际	2		2		
139		上海东亚	2		0		
140		道通期货	1		-4		
141		山金期货	1		1		
总计				266,444		19,682		



会员类别	总成交量	增减		
期货公司会员	723,598		111,796		
非期货公司会员	0		0		

会员类别	总持买单量	增减		
期货公司会员	266,444		19,682		
非期货公司会员	0		0		

会员类别	总持卖单量	增减		
期货公司会员	266,444		19,682		
非期货公司会员	0		0		

