								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150602	

			期货公司会员	

名次		会员简称	成交量		增减		
1		中国国际	406		-185		
2		中辉期货	394		-22		
3		永安期货	380		-142		
4		中大期货	375		217		
5		新湖期货	318		-208		
6		鲁证期货	306		-105		
7		兴证期货	295		-362		
8		东航期货	294		-294		
9		徽商期货	276		-146		
10		中衍期货	252		-29		
11		银河期货	229		-165		
12		万达期货	220		-15		
13		中融汇信	178		-94		
14		中粮期货	174		108		
15		中信期货	166		-7		
16		招金期货	159		150		
17		一德期货	153		15		
18		安粮期货	146		-185		
19		国投期货	144		36		
20		国联期货	137		46		
21		海通期货	116		-127		
22		国元期货	115		71		
23		集成期货	114		-184		
24		光大期货	106		-40		
25		上海中期	103		-8		
26		国泰君安	101		-49		
27		美尔雅期货	100		55		
28		江苏新纪元	100		74		
29		长江期货	99		-10		
30		北京首创	98		-313		
31		锦泰期货	98		91		
32		申银万国	95		-104		
33		广发期货	90		-42		
34		方正中期	89		-49		
35		迈科期货	87		-26		
36		国信期货	83		49		
37		大越期货	70		70		
38		中信建投	69		-91		
39		华泰期货	65		24		
40		东证期货	62		-215		
41		弘业期货	62		-84		
42		津投期货	60		-53		
43		英大期货	48		-5		
44		金友期货	44		-6		
45		东吴期货	43		8		
46		浙商期货	40		19		
47		恒泰期货	40		30		
48		深圳瑞龙	39		3		
49		华安期货	38		9		
50		上海大陆	36		-5		
51		金元期货	35		-8		
52		红塔期货	34		4		
53		瑞达期货	34		25		
54		天风期货	34		-223		
55		倍特期货	33		-17		
56		南华期货	33		-19		
57		铜冠金源	32		-21		
58		建信期货	32		19		
59		江西瑞奇	32		28		
60		宏源期货	30		-6		
61		国海良时	27		-10		
62		国都期货	26		3		
63		华鑫期货	25		25		
64		信达期货	23		-86		
65		招商期货	22		13		
66		中投期货	21		-6		
67		大地期货	20		5		
68		五矿期货	20		15		
69		中航期货	20		18		
70		北京金鹏	17		17		
71		首创京都	17		-922		
72		先融期货	16		-20		
73		大连良运	15		-24		
74		冠通期货	15		-4		
75		平安期货	14		-41		
76		东兴期货	12		-14		
77		浙江新世纪	12		-17		
78		东海期货	11		-1		
79		宝城期货	11		-12		
80		西南期货	10		8		
81		华闻期货	10		-48		
82		混沌天成	10		-18		
83		道通期货	10		8		
84		山西三立	8		-4		
85		南证期货	7		-7		
86		华龙期货	7		-4		
87		广州期货	7		-1		
88		东方汇金	6		1		
89		湖南金信	6		-25		
90		河北恒银	6		0		
91		海航东银	6		-4		
92		华联期货	6		1		
93		文峰期货	5		2		
94		民生期货	5		-19		
95		上海中财	5		-2		
96		海证期货	5		-8		
97		大有期货	5		1		
98		渤海期货	4		1		
99		中州期货	4		0		
100		天鸿期货	4		2		
101		格林大华	4		-26		
102		银建期货	3		-5		
103		神华期货	3		0		
104		安信期货	3		-25		
105		创元期货	2		-13		
106		大通期货	2		2		
107		第一创业	2		1		
108		金石期货	2		-9		
109		国贸期货	2		-13		
110		财达期货	2		2		
111		西部期货	2		-1		
112		中钢期货	1		0		
113		长安期货	1		1		
114		汇鑫期货	1		-4		
115		德盛期货	1		1		
116		华融期货	1		0		
117		国金期货	1		-207		
118		中原期货	1		-23		
119		金瑞期货	1		-32		
总计				8,156		-4,041		

名次		会员简称	持买单量	增减		
1		国投期货	2,976		-18		
2		北京首创	2,159		-76		
3		国信期货	1,548		4		
4		首创京都	900		9		
5		海航东银	783		0		
6		万达期货	748		-27		
7		中粮期货	676		3		
8		江苏新纪元	604		95		
9		鲁证期货	375		44		
10		摩根大通	300		0		
11		新湖期货	288		-35		
12		方正中期	272		9		
13		中国国际	177		-68		
14		东证期货	173		3		
15		上海中期	158		-2		
16		银河期货	156		3		
17		永安期货	152		-10		
18		中信建投	128		-19		
19		瑞达期货	123		-13		
20		南华期货	110		2		
21		东海期货	100		-1		
22		迈科期货	91		11		
23		徽商期货	88		-1		
24		东方汇金	80		0		
25		国泰君安	77		0		
26		金友期货	74		-10		
27		安粮期货	71		-60		
28		银建期货	70		-1		
29		云晨期货	65		0		
30		天富期货	65		0		
31		广发期货	64		1		
32		中大期货	62		-8		
33		信达期货	62		0		
34		中信期货	53		13		
35		兴证期货	52		43		
36		光大期货	51		-23		
37		长江期货	48		-4		
38		江西瑞奇	42		-4		
39		浙商期货	42		-8		
40		北京金鹏	41		10		
41		东航期货	41		-9		
42		金元期货	29		27		
43		申银万国	29		-9		
44		弘业期货	27		-6		
