								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170804	

			期货公司会员	

名次		会员简称	成交量		增减		
1		华安期货	13,762		-4,203		
2		海通期货	11,654		-2,837		
3		永安期货	7,495		3,085		
4		光大期货	7,420		-5,703		
5		东证期货	6,860		-4,076		
6		中信期货	6,557		-1,801		
7		华泰期货	5,529		-797		
8		南华期货	4,943		-567		
9		方正中期	4,936		-2,475		
10		国投安信	4,857		-5,803		
11		徽商期货	4,719		-76		
12		华信期货	4,603		-4,263		
13		鲁证期货	4,490		33		
14		广州金控	4,187		-4,124		
15		新湖期货	4,068		1,058		
16		国泰君安	3,958		-671		
17		广发期货	3,697		585		
18		西部期货	3,669		340		
19		北京首创	3,651		974		
20		弘业期货	3,530		474		
21		兴证期货	3,449		-2,070		
22		银河期货	3,248		342		
23		金瑞期货	2,945		-1,665		
24		东航期货	2,760		-1,657		
25		汇鑫期货	2,752		103		
26		中粮期货	2,744		475		
27		建信期货	2,396		1,626		
28		申银万国	2,357		-1,643		
29		中辉期货	2,251		530		
30		长江期货	2,191		-661		
31		招商期货	1,898		-401		
32		渤海期货	1,820		1,070		
33		国都期货	1,713		1,194		
34		国富期货	1,700		533		
35		中银国际	1,581		-405		
36		浙商期货	1,482		-641		
37		国贸期货	1,434		946		
38		国海良时	1,383		291		
39		宏源期货	1,370		-777		
40		上海中期	1,315		634		
41		中金期货	1,299		1,254		
42		安粮期货	1,294		-609		
43		金元期货	1,256		1,018		
44		国信期货	1,235		-784		
45		中信建投	1,233		-410		
46		中国国际	1,221		586		
47		宝城期货	1,208		-438		
48		迈科期货	1,186		-321		
49		长安期货	1,092		-316		
50		五矿经易	981		-8,453		
51		兴业期货	979		418		
52		东吴期货	961		663		
53		中融汇信	809		-3		
54		倍特期货	804		44		
55		华西期货	779		161		
56		英大期货	723		118		
57		中投期货	674		276		
58		一德期货	665		91		
59		创元期货	657		-402		
60		大地期货	626		461		
61		中大期货	619		108		
62		江信国盛	588		-418		
63		国金期货	585		-29		
64		美尔雅期货	571		-368		
65		铜冠金源	542		6		
66		中原期货	540		-171		
67		九州期货	518		413		
68		中衍期货	496		-611		
69		先融期货	481		-32		
70		平安期货	469		50		
71		中天期货	458		194		
72		福能期货	457		41		
73		西南期货	449		63		
74		上海大陆	418		62		
75		北京金鹏	404		281		
76		国联期货	401		-301		
77		格林大华	392		-3		
78		德盛期货	387		123		
79		信达期货	381		-258		
80		深圳瑞龙	374		-169		
81		华闻期货	359		31		
82		中钢期货	343		206		
83		津投期货	318		191		
84		东方汇金	307		-1,615		
85		盛达期货	280		277		
86		东兴期货	277		25		
87		瑞达期货	270		-156		
88		天鸿期货	261		84		
89		华鑫期货	253		-130		
90		新纪元期货	245		-360		
91		首创京都	228		135		
92		浙江新世纪	225		-74		
93		中财期货	224		50		
94		国元期货	202		-220		
95		神华期货	198		81		
96		道通期货	197		145		
97		东海期货	196		-276		
98		冠通期货	194		-84		
99		南证期货	185		-39		
100		恒泰期货	178		-231		
101		中航期货	163		-10		
102		红塔期货	163		125		
103		深圳金汇	152		-262		
104		财达期货	141		62		
105		金信期货	140		85		
106		新晟期货	136		87		
107		广州期货	135		-211		
