								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20151231	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	85,536		-38,135		
2		安粮期货	81,750		5,930		
3		兴证期货	53,786		4,303		
4		南华期货	36,492		-8,076		
5		国泰君安	27,493		-1,646		
6		东航期货	26,801		-9,426		
7		同信久恒	26,225		4,975		
8		徽商期货	24,935		-11,370		
9		华泰期货	24,438		-10,737		
10		中信期货	23,491		-8,400		
11		东证期货	22,192		-4,613		
12		申银万国	20,894		-4,896		
13		方正中期	20,301		-15,575		
14		广发期货	19,731		896		
15		北京首创	19,576		-4,473		
16		银河期货	18,875		-17,531		
17		浙江新世纪	17,968		-3,552		
18		光大期货	17,828		-17,733		
19		华信万达	15,052		-7,792		
20		国投期货	12,900		-4,277		
21		永安期货	12,878		-17,380		
22		集成期货	12,102		-10,474		
23		中信建投	11,817		500		
24		中粮期货	10,610		-8,321		
25		中辉期货	10,210		-1,895		
26		华安期货	10,018		-9,236		
27		浙商期货	9,507		715		
28		鲁证期货	9,268		-7,076		
29		中衍期货	9,178		-2,584		
30		冠通期货	9,109		-441		
31		美尔雅期货	9,055		1,887		
32		国金期货	9,033		-8,957		
33		招商期货	8,939		1,985		
34		中国国际	8,930		-7,479		
35		国海良时	8,301		-922		
36		宏源期货	8,182		2,973		
37		弘业期货	7,997		-4,676		
38		东方汇金	7,845		-3,384		
39		金元期货	7,588		-7,376		
40		深圳瑞龙	7,430		341		
41		格林大华	6,770		-696		
42		国都期货	6,693		2,294		
43		东海期货	6,681		-11,071		
44		长江期货	6,526		120		
45		宝城期货	6,421		-5,893		
46		瑞达期货	6,136		649		
47		国元期货	6,095		-12,563		
48		金瑞期货	5,857		2,785		
49		江苏新纪元	5,804		1,759		
50		新湖期货	5,731		-8,029		
51		西部期货	5,410		1,665		
52		创元期货	4,783		-3,208		
53		中大期货	4,614		-556		
54		首创京都	4,563		1,558		
55		天风期货	4,439		-296		
56		一德期货	4,014		-8,443		
57		中投期货	3,863		-2,755		
58		华鑫期货	3,828		-2,967		
59		中银国际	3,813		3,140		
60		国信期货	3,803		-5,799		
61		汇鑫期货	3,771		-9,704		
62		信达期货	3,683		-1,899		
63		上海中期	3,522		-990		
64		北京金鹏	3,453		-1,943		
65		上海中财	3,228		-78		
66		广州期货	3,159		1,153		
67		大地期货	2,799		-2,815		
68		安信期货	2,794		-9,219		
69		英大期货	2,731		-2,353		
70		大越期货	2,712		125		
71		五矿经易	2,653		-3,858		
72		国联期货	2,628		-5,189		
73		锦泰期货	2,501		437		
74		长安期货	2,499		-191		
75		倍特期货	2,498		-1,090		
76		大通期货	2,395		141		
77		迈科期货	2,334		-946		
78		招金期货	2,304		-495		
79		华创期货	2,287		528		
80		华融期货	2,226		497		
81		广永期货	2,212		-2,286		
82		德盛期货	2,176		184		
83		国贸期货	1,937		-352		
84		福能期货	1,914		-696		
85		华西期货	1,866		276		
86		东吴期货	1,766		-2,057		
87		中州期货	1,619		-1,041		
88		中原期货	1,603		-2,361		
89		南证期货	1,568		-696		
90		建信期货	1,541		-3,505		
91		中航期货	1,537		-1,496		
92		先融期货	1,523		-3,187		
93		盛达期货	1,509		-1,271		
94		大有期货	1,169		286		
95		和合期货	1,113		176		
96		海航东银	1,077		390		
97		渤海期货	1,052		-3,640		
98		天鸿期货	1,052		-431		
99		河北恒银	1,048		263		
100		国富期货	1,037		-914		
101		江苏东华	1,035		-198		
102		上海大陆	1,017		-1,900		
103		恒泰期货	1,002		-2,041		
104		津投期货	979		-1,868		
105		神华期货	939		-2,019		
106		铜冠金源	907		-1,830		
107		上海东亚	892		709		
108		海证期货	856		304		
109		天富期货	854		232		
110		中融汇信	785		173		
111		华龙期货	733		-302		
112		华联期货	711		-1,362		
113		混沌天成	686		-33		
114		平安期货	679		184		
115		江西瑞奇	647		-197		
116		深圳金汇	646		-98		
117		中钢期货	622		174		
118		云晨期货	614		40		
119		民生期货	613		40		
120		东兴期货	581		-1,234		
121		财达期货	563		30		
122		上海浙石	550		-40		
123		银建期货	542		-355		
124		金石期货	514		-910		
125		红塔期货	495		-102		
126		湖南金信	447		-346		
127		西南期货	433		120		
128		兴业期货	408		-73		
129		山西三立	398		-375		
130		鑫鼎盛期货	368		-879		
131		大连良运	356		-295		
132		晟鑫期货	293		-171		
