								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170713	

			期货公司会员	

名次		会员简称	成交量		增减		
1		华安期货	32,515		3,247		
2		海通期货	27,024		-5,334		
3		光大期货	24,660		2,509		
4		中信期货	23,176		7,443		
5		东证期货	22,227		5,980		
6		国投安信	22,095		8,190		
7		兴证期货	19,918		4,743		
8		华泰期货	17,466		11,764		
9		永安期货	16,281		10,819		
10		方正中期	13,820		9,063		
11		华信期货	13,361		6,041		
12		徽商期货	11,470		1,632		
13		东航期货	11,272		5,725		
14		一德期货	10,632		9,945		
15		国泰君安	9,795		5,682		
16		广州金控	9,461		-1,201		
17		汇鑫期货	8,853		7,384		
18		鲁证期货	8,290		3,995		
19		银河期货	8,100		5,456		
20		金瑞期货	8,085		4,360		
21		国信期货	7,895		3,938		
22		南华期货	7,111		1,076		
23		北京首创	6,417		4,313		
24		西部期货	6,325		3,414		
25		中银国际	6,176		5,029		
26		广发期货	5,942		2,087		
27		宏源期货	5,738		2,923		
28		弘业期货	4,759		2,298		
29		新湖期货	4,706		1,759		
30		渤海期货	4,225		2,696		
31		上海中期	3,741		1,239		
32		大地期货	3,511		1,724		
33		江信国盛	3,504		2,909		
34		天风期货	3,460		2,428		
35		申银万国	3,392		-1,081		
36		格林大华	3,287		730		
37		中信建投	3,276		-305		
38		宝城期货	2,916		1,461		
39		英大期货	2,701		1,597		
40		建信期货	2,698		1,904		
41		长安期货	2,596		224		
42		安粮期货	2,538		-2,350		
43		中国国际	2,485		682		
44		美尔雅期货	2,473		-356		
45		冠通期货	2,421		-54		
46		中辉期货	2,390		336		
47		五矿经易	2,299		859		
48		国金期货	2,257		741		
49		创元期货	2,195		1,666		
50		浙商期货	2,116		-900		
51		东海期货	2,018		1,341		
52		浙江新世纪	1,998		-121		
53		中粮期货	1,993		1,150		
54		国联期货	1,922		832		
55		国富期货	1,817		280		
56		中财期货	1,794		1,188		
57		金元期货	1,777		567		
58		深圳金汇	1,738		730		
59		招商期货	1,682		571		
60		国海良时	1,657		-1,446		
61		东方汇金	1,571		-42		
62		恒泰期货	1,530		298		
63		上海大陆	1,524		672		
64		信达期货	1,385		744		
65		福能期货	1,354		-12		
66		长江期货	1,289		-1,063		
67		中衍期货	1,231		-880		
68		江西瑞奇	1,219		227		
69		华西期货	1,147		470		
70		倍特期货	1,115		-202		
71		深圳瑞龙	1,073		346		
72		国贸期货	1,068		458		
73		混沌天成	1,049		512		
74		迈科期货	1,012		438		
75		中投期货	1,003		232		
76		华闻期货	983		595		
77		瑞达期货	982		-1,593		
78		海航期货	972		-335		
79		大连良运	915		671		
80		铜冠金源	902		-2,155		
81		广州期货	886		-841		
82		中大期货	858		-849		
83		新纪元期货	833		-378		
84		和合期货	759		513		
85		中融汇信	758		203		
86		东兴期货	725		300		
87		东吴期货	705		186		
88		中天期货	682		-161		
89		集成期货	668		509		
90		海证期货	649		-382		
91		同信久恒	639		-394		
92		兴业期货	572		379		
93		德盛期货	543		244		
94		中原期货	533		13		
95		津投期货	532		118		
96		平安期货	517		204		
97		国元期货	496		117		
98		先融期货	468		18		
99		盛达期货	458		448		
100		中航期货	457		-59		
101		华鑫期货	456		59		
102		民生期货	455		43		
103		中钢期货	453		257		
104		南证期货	421		-22		
105		中州期货	354		-69		
106		招金期货	349		108		
107		中金期货	347		-4		
108		大有期货	339		-868		
109		国都期货	338		-1,689		
110		江苏东华	323		-252		
111		东方期货	269		88		
112		华融期货	246		136		
113		神华期货	239		-186		
114		华联期货	238		113		
115		天富期货	211		61		
116		上海东亚	206		-995		
117		华龙期货	189		15		
118		红塔期货	162		106		
119		文峰期货	155		-27		
120		金石期货	149		19		
121		九州期货	148		31		
122		大越期货	147		-244		
123		锦泰期货	125		-81		
124		华创期货	118		56		
125		首创京都	107		-206		
126		西南期货	106		-115		
127		北京金鹏	101		-179		
128		摩根大通	99		99		
129		第一创业	96		-39		
130		河北恒银	90		1		
131		山西三立	90		10		
132		金信期货	86		-48		
133		财达期货	74		-18		
134		通惠期货	70		10		
135		晟鑫期货	58		-22		
136		鑫鼎盛期货	56		48		
137		道通期货	43		-25		
138		云晨期货	37		-56		
139		新晟期货	34		-12		
140		和融期货	31		-302		
141		新疆天利	20		-46		
142		大通期货	17		15		
143		山金期货	16		-26		
144		华金期货	5		-115		
总计				496,182		150,720		

名次		会员简称	持买单量	增减		
1		中国国际	31,598		48		
2		国投安信	18,594		3,944		
3		海通期货	18,585		-558		
4		永安期货	16,819		-1,152		
5		南华期货	15,877		852		
6		华泰期货	15,607		-358		
7		中信期货	12,601		-2,870		
8		中粮期货	12,580		82		
9		兴证期货	11,134		-1,255		
10		广发期货	10,668		-45		
11		华信期货	9,970		-164		
12		光大期货	9,758		-3,946		
13		渤海期货	8,852		-631		
14		方正中期	8,671		-456		
15		东航期货	8,272		-148		
16		银河期货	8,246		961		
17		长江期货	7,539		-22		
18		国泰君安	7,497		878		
19		一德期货	7,379		3,522		
20		中融汇信	5,858		485		
21		金瑞期货	5,539		858		
22		申银万国	5,424		-170		
23		徽商期货	5,243		-50		
24		招商期货	5,211		-685		
25		东证期货	5,102		-824		
26		浙商期货	4,958		74		
27		新湖期货	4,064		-424		
28		国信期货	3,786		-287		
29		鲁证期货	3,775		-65		
30		迈科期货	3,662		-391		
31		东兴期货	3,650		-124		
32		上海大陆	3,295		-65		
33		弘业期货	3,182		391		
34		北京首创	3,052		194		
35		中银国际	2,957		2,217		
36		格林大华	2,750		-1,007		
37		海航期货	2,714		-7		
38		宝城期货	2,602		-77		
39		中衍期货	2,553		-118		
40		瑞达期货	2,539		-296		
41		建信期货	2,443		-637		
42		信达期货	2,425		9		
43		中信建投	2,257		-317		
44		五矿经易	2,245		-489		
45		宏源期货	2,219		-1,685		
46		安粮期货	1,927		535		
47		中辉期货	1,914		-150		
48		国海良时	1,870		-212		
49		国富期货	1,825		-317		
50		国贸期货	1,753		22		
51		福能期货	1,676		223		
52		广州期货	1,630		190		
53		冠通期货	1,627		-640		
54		华安期货	1,620		377		
55		中钢期货	1,556		-146		
56		国联期货	1,520		-528		
57		大越期货	1,513		-1		
58		上海中期	1,490		-177		
59		英大期货	1,484		303		
60		混沌天成	1,474		292		
61		浙江新世纪	1,369		-152		
62		大有期货	1,334		-138		
63		新纪元期货	1,163		16		
64		江西瑞奇	1,098		-467		
65		中天期货	1,064		462		
66		倍特期货	1,053		-104		
67		中航期货	974		-67		
68		美尔雅期货	944		-163		
69		广州金控	847		-175		
70		中投期货	844		-105		
71		东吴期货	842		-432		
72		国金期货	801		-123		
73		深圳瑞龙	785		-11		
74		西部期货	762		-1,280		
75		兴业期货	719		-78		
76		招金期货	692		23		
77		华西期货	691		52		
78		华联期货	678		45		
79		东海期货	672		-114		
80		西南期货	592		0		
81		华闻期货	553		347		
82		恒泰期货	552		119		
83		同信久恒	550		59		
84		德盛期货	542		-84		
85		大地期货	531		-231		
86		海证期货	530		-12		
87		中金期货	515		16		
88		深圳金汇	508		174		
89		首创京都	496		43		
90		中大期货	479		-412		
91		中财期货	471		-355		
92		山西三立	451		-18		
93		国元期货	422		22		
94		津投期货	421		165		
95		大连良运	419		-462		
96		平安期货	417		-88		
97		民生期货	416		-39		
98		华融期货	408		-15		
99		东方汇金	405		-376		
100		中原期货	405		68		
101		上海东亚	400		-180		
102		汇鑫期货	371		14		
103		金元期货	360		-592		
104		锦泰期货	356		10		
105		国都期货	354		-2		
106		天风期货	353		-1,390		
