								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160719	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	18,934		-10,202		
2		国泰君安	14,504		-5,888		
3		东航期货	12,452		-1,996		
4		华泰期货	11,120		-5,664		
5		徽商期货	10,669		-5,309		
6		中信期货	9,324		-2,248		
7		方正中期	9,084		-7,659		
8		华信万达	7,923		-512		
9		永安期货	7,479		-10,345		
10		兴证期货	7,341		-5,323		
11		东证期货	7,234		-1,829		
12		广发期货	6,125		-3,730		
13		南华期货	5,691		-8,199		
14		招商期货	5,441		-2,079		
15		光大期货	4,736		-2,498		
16		国投安信	4,255		-9,858		
17		申银万国	4,204		-4,970		
18		鲁证期货	4,154		-1,698		
19		安粮期货	4,035		-4,896		
20		广永期货	3,414		-585		
21		中信建投	3,314		-1,851		
22		华安期货	3,259		225		
23		宏源期货	3,253		-2,821		
24		银河期货	3,187		-2,681		
25		长江期货	3,172		-409		
26		中大期货	2,957		587		
27		美尔雅期货	2,801		1,024		
28		一德期货	2,583		-1,195		
29		北京首创	2,553		-4,757		
30		金瑞期货	2,525		-977		
31		上海中期	2,363		-774		
32		中粮期货	2,238		-932		
33		广州期货	2,199		-449		
34		国信期货	2,085		-1,315		
35		弘业期货	1,957		-847		
36		中国国际	1,941		-1,174		
37		新湖期货	1,936		-3,353		
38		国海良时	1,920		-1,532		
39		中衍期货	1,839		-960		
40		大地期货	1,812		-2,631		
41		浙商期货	1,734		361		
42		中辉期货	1,669		-471		
43		浙江新世纪	1,646		217		
44		信达期货	1,537		-254		
45		集成期货	1,531		-525		
46		瑞达期货	1,498		-671		
47		西部期货	1,412		-1,724		
48		英大期货	1,344		-255		
49		中航期货	1,340		-1,254		
50		国元期货	1,316		-837		
51		格林大华	1,273		-1,776		
52		天风期货	1,269		-105		
53		首创京都	1,252		-53		
54		中融汇信	1,251		-2,859		
55		国金期货	1,236		-537		
56		德盛期货	1,072		-20		
57		华联期货	886		-195		
58		建信期货	886		-1,414		
59		五矿经易	885		-1,750		
60		大越期货	885		81		
61		宝城期货	883		-707		
62		国富期货	858		77		
63		东吴期货	805		-53		
64		海证期货	776		105		
65		混沌天成	770		-421		
66		红塔期货	762		-344		
67		东方汇金	761		215		
68		东海期货	742		-2,070		
69		冠通期货	739		-2,229		
70		招金期货	732		-326		
71		先融期货	718		-353		
72		恒泰期货	713		246		
73		金元期货	677		-938		
74		中原期货	658		146		
75		华融期货	615		81		
76		华西期货	585		-739		
77		创元期货	575		-1,534		
78		上海中财	572		-616		
