								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160711	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	23,551		-8,677		
2		国泰君安	9,834		-6,371		
3		招商期货	9,629		-4,351		
4		兴证期货	9,110		-349		
5		华泰期货	8,081		-10,813		
6		永安期货	7,157		-8,800		
7		南华期货	7,017		-4,734		
8		方正中期	6,994		-1,476		
9		徽商期货	6,696		-5,037		
10		国投期货	6,513		-2,363		
11		中信期货	6,294		-4,407		
12		安粮期货	6,174		-5,518		
13		广发期货	5,513		-5,245		
14		东航期货	5,127		-7,868		
15		广永期货	4,046		563		
16		光大期货	3,911		-3,341		
17		银河期货	3,843		-1,710		
18		西部期货	3,723		-1,304		
19		金瑞期货	3,336		429		
20		宏源期货	3,143		-126		
21		一德期货	2,569		-1,031		
22		迈科期货	2,515		875		
23		鲁证期货	2,453		-1,807		
24		东证期货	2,443		-995		
25		中信建投	2,231		-2,854		
26		国海良时	2,033		-158		
27		华信万达	1,904		-7,927		
28		申银万国	1,879		-4,901		
29		瑞达期货	1,846		-556		
30		中国国际	1,825		-989		
31		弘业期货	1,811		-713		
32		中辉期货	1,809		259		
33		国元期货	1,758		-940		
34		华安期货	1,662		-1,863		
35		长江期货	1,576		-1,649		
36		上海中期	1,501		-3,437		
37		中衍期货	1,434		-629		
38		中粮期货	1,431		-454		
39		格林大华	1,396		-1,356		
40		浙商期货	1,283		-526		
41		新湖期货	1,268		-2,251		
42		中融汇信	1,223		-3,417		
43		美尔雅期货	1,221		-685		
44		中大期货	1,171		-569		
45		宝城期货	1,131		-544		
46		信达期货	1,046		-976		
47		国信期货	952		-1,571		
48		渤海期货	917		573		
49		国金期货	914		-111		
50		国都期货	895		-1,216		
51		华西期货	886		-1,094		
52		平安期货	862		338		
53		五矿经易	796		-2,116		
54		中原期货	707		-431		
55		北京首创	694		-685		
56		东吴期货	680		154		
57		先融期货	680		139		
58		东海期货	679		-234		
59		深圳瑞龙	624		-1,152		
60		华联期货	616		-908		
61		江西瑞奇	610		-188		
62		同信久恒	606		-54		
63		第一创业	597		123		
64		创元期货	589		-133		
65		江苏东华	586		-2,292		
66		国富期货	548		15		
67		国联期货	538		-871		
68		冠通期货	538		-894		
69		中航期货	522		-753		
70		倍特期货	511		47		
71		中投期货	510		-135		
72		大有期货	498		-182		
73		广州期货	462		-594		
74		汇鑫期货	462		-183		
75		华鑫期货	453		-99		
76		建信期货	449		-549		
77		福能期货	438		-536		
78		混沌天成	427		-5,932		
79		恒泰期货	399		-280		
80		国贸期货	391		-549		
81		德盛期货	379		-89		
82		英大期货	377		-219		
83		招金期货	357		-992		
84		东方汇金	357		-672		
85		长安期货	350		-91		
86		江苏新纪元	330		-671		
87		道通期货	319		107		
88		南证期货	298		88		
89		东兴期货	298		-12		
90		浙江新世纪	291		-809		
91		兴业期货	283		212		
92		银建期货	279		170		
93		集成期货	274		-358		
94		天鸿期货	266		-26		
95		金元期货	264		-965		
96		民生期货	260		-203		
97		上海大陆	255		-239		
98		华融期货	227		-232		
99		神华期货	225		55		
100		华龙期货	216		117		
101		和合期货	215		-102		
102		大地期货	197		-2,508		
103		上海中财	192		-59		
104		津投期货	185		-272		
105		锦泰期货	181		-84		
106		海航期货	181		-251		
