								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20151028	

			期货公司会员	

名次		会员简称	成交量		增减		
1		万达期货	28,825		-1,026		
2		方正中期	14,397		346		
3		东航期货	13,346		-2,829		
4		徽商期货	12,869		-3,205		
5		广发期货	12,498		-1,193		
6		永安期货	11,933		-1,119		
7		国泰君安	10,973		602		
8		中融汇信	10,330		-756		
9		中国国际	10,207		-961		
10		兴证期货	10,144		-1,255		
11		国投期货	9,435		327		
12		中辉期货	9,137		1,519		
13		申银万国	8,505		-6,764		
14		中信期货	8,261		1,236		
15		新湖期货	8,254		-5,274		
16		光大期货	7,821		-8,095		
17		一德期货	7,598		-2,543		
18		鲁证期货	7,061		-622		
19		创元期货	7,004		-5,931		
20		南华期货	6,990		-5,150		
21		东证期货	6,524		-491		
22		集成期货	6,437		1,363		
23		银河期货	6,380		-2,614		
24		华鑫期货	6,334		3,891		
25		宝城期货	5,857		-4,680		
26		华泰期货	5,814		-3,311		
27		同信久恒	5,791		603		
28		中原期货	5,518		-1,496		
29		冠通期货	5,490		3,325		
30		中衍期货	5,402		-255		
31		宏源期货	4,954		2,807		
32		安粮期货	4,900		-3,912		
33		中信建投	4,888		-1,103		
34		海通期货	4,770		-6,311		
35		国联期货	4,700		-884		
36		国海良时	4,668		-3,750		
37		中粮期货	4,126		-1,717		
38		上海东亚	4,122		-1,594		
39		弘业期货	4,104		-2,116		
40		金元期货	4,074		-1,390		
41		华安期货	4,019		1,001		
42		长江期货	3,962		-5,312		
43		英大期货	3,892		-1,527		
44		北京首创	3,748		933		
45		格林大华	3,631		-3,521		
46		锦泰期货	3,602		2,407		
47		招金期货	3,579		1,812		
48		深圳瑞龙	3,429		795		
49		倍特期货	3,417		1,402		
50		大有期货	3,117		-1,848		
51		中投期货	2,971		-1,537		
52		东方汇金	2,889		-1,946		
53		金瑞期货	2,764		370		
54		西部期货	2,619		2,052		
55		浙商期货	2,554		327		
56		国贸期货	2,354		729		
57		瑞达期货	2,255		-1,056		
58		五矿经易	2,229		-322		
59		浙江新世纪	2,155		-2,100		
60		安信期货	2,072		540		
61		华融期货	1,917		-825		
62		国信期货	1,894		47		
63		金友期货	1,821		281		
64		上海大陆	1,818		-1,667		
65		大通期货	1,818		1,637		
66		信达期货	1,797		-871		
67		国金期货	1,725		738		
68		中航期货	1,657		-527		
69		东海期货	1,630		-297		
70		中大期货	1,454		-770		
71		汇鑫期货	1,451		713		
72		招商期货	1,385		-2,124		
73		先融期货	1,376		154		
74		大地期货	1,368		-85		
75		大越期货	1,346		-137		
76		美尔雅期货	1,257		-457		
77		上海中期	1,219		-1,061		
78		长安期货	1,185		328		
79		渤海期货	1,116		-723		
80		建信期货	1,087		-882		
81		山金期货	1,060		68		
82		上海中财	1,011		404		
83		江西瑞奇	984		-1,593		
84		恒泰期货	968		-2,226		
85		华海期货	950		648		
86		华创期货	935		635		
87		迈科期货	867		-235		
88		津投期货	837		297		
89		鑫鼎盛期货	822		497		
90		华联期货	813		-669		
91		东吴期货	805		-28		
92		中钢期货	796		353		
93		国元期货	780		-419		
94		广永期货	734		-449		
95		江信国盛	701		701		
96		铜冠金源	694		-337		
97		神华期货	585		61		
98		南证期货	566		-489		
99		大连良运	538		71		
