								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160325	

			期货公司会员	

名次		会员简称	成交量		增减		
1		南华期货	18,729		715		
2		海通期货	14,662		-11,472		
3		华泰期货	13,559		-12,042		
4		申银万国	13,021		-870		
5		国泰君安	12,744		-1,176		
6		光大期货	11,209		-5,832		
7		广发期货	10,649		-3,465		
8		永安期货	10,267		-5,960		
9		兴证期货	10,120		-10,183		
10		徽商期货	9,259		-382		
11		方正中期	8,413		3,545		
12		中信期货	8,388		-12,714		
13		招商期货	7,473		4,862		
14		东航期货	7,075		-1,455		
15		安粮期货	6,683		-11,575		
16		华安期货	6,146		1,943		
17		北京首创	5,635		1,099		
18		江西瑞奇	5,029		3,977		
19		华信万达	5,024		-21,274		
20		广永期货	4,638		-1,269		
21		宝城期货	4,122		1,267		
22		创元期货	4,061		1,842		
23		新湖期货	3,841		178		
24		东方汇金	3,713		892		
25		国投期货	3,467		-4,924		
26		宏源期货	3,303		-3,447		
27		东证期货	3,193		-7,109		
28		银河期货	3,041		-3,410		
29		格林大华	2,955		493		
30		美尔雅期货	2,635		-4,365		
31		中衍期货	2,562		-1,275		
32		华鑫期货	2,533		1,287		
33		中辉期货	2,496		-518		
34		国海良时	2,479		-2,442		
35		国金期货	2,424		-8,961		
36		鲁证期货	2,383		-4,469		
37		中信建投	2,375		-4,907		
38		中大期货	2,115		-889		
39		弘业期货	2,072		-2,041		
40		中粮期货	1,971		-5,104		
41		一德期货	1,872		256		
42		五矿经易	1,835		651		
43		中国国际	1,756		-2,127		
44		华西期货	1,686		800		
45		建信期货	1,633		-479		
46		浙商期货	1,599		-918		
47		信达期货	1,544		-323		
48		集成期货	1,470		14		
49		长江期货	1,426		-110		
50		锦泰期货	1,423		640		
51		长安期货	1,412		910		
52		渤海期货	1,408		-1,395		
53		中金期货	1,296		-276		
54		冠通期货	1,276		-1,644		
55		国信期货	1,254		-271		
56		国都期货	1,218		-1,428		
57		迈科期货	1,192		-454		
58		国联期货	1,174		108		
59		金元期货	1,143		-4,205		
60		倍特期货	1,069		14		
61		先融期货	1,067		634		
62		大连良运	1,017		-120		
63		神华期货	997		396		
64		西部期货	976		-2,373		
65		上海中期	883		-1,184		
66		国贸期货	866		-300		
67		大地期货	864		-1,917		
68		大越期货	854		-1,805		
69		华融期货	828		-82		
70		英大期货	814		-965		
71		瑞达期货	813		-1,021		
72		东海期货	809		-374		
73		同信久恒	802		-4,329		
74		东吴期货	789		-260		
75		金瑞期货	782		-1,157		
76		上海中财	706		-314		
77		东兴期货	696		-663		
78		浙江新世纪	653		-342		
79		江苏新纪元	644		-315		
80		招金期货	627		-399		
81		平安期货	585		32		
82		上海大陆	582		-358		
83		深圳瑞龙	532		-1,782		
84		和合期货	527		20		
85		北京金鹏	518		-1,074		
86		中融汇信	485		-877		
87		国元期货	483		-593		
88		铜冠金源	476		-70		
89		中投期货	470		-2,931		
90		新晟期货	466		-62		
91		天风期货	463		-1,263		
92		中航期货	458		218		
93		大有期货	456		-691		
94		广州期货	456		-540		
95		汇鑫期货	433		-322		
96		上海东亚	431		-164		
97		德盛期货	412		-374		
98		津投期货	375		-157		
99		恒泰期货	371		25		
100		中州期货	369		-325		
101		河北恒银	343		146		
102		混沌天成	323		152		
103		海证期货	320		145		
104		财达期货	316		-12		
105		民生期货	305		-77		
106		红塔期货	302		242		
107		天鸿期货	300		-247		
108		金石期货	292		-221		
109		华联期货	229		-293		
110		福能期货	224		-80		
111		国富期货	193		58		
112		华创期货	162		-52		
113		西南期货	148		14		
114		湖南金信	145		-225		
115		江信国盛	144		-25		
116		深圳金汇	144		-40		
117		第一创业	144		38		
118		中钢期货	142		-315		
119		山金期货	140		55		
120		海航东银	119		-979		
121		华闻期货	116		-139		
122		银建期货	115		-24		
123		江苏东华	110		-113		
124		首创京都	106		-168		
125		中原期货	102		-540		
126		山西三立	101		-105		
127		云晨期货	94		-69		
128		晟鑫期货	87		-33		
129		通惠期货	86		67		
130		大通期货	77		-602		
131		南证期货	76		-283		
132		道通期货	57		-58		
133		天富期货	53		-184		
134		新疆天利	39		-201		
135		华龙期货	28		-106		
136		盛达期货	26		-14		
137		文峰期货	21		-17		
138		中银国际	17		-49		
139		金谷期货	14		7		
140		东方期货	6		0		
141		鑫鼎盛期货	2		-1,009		
142		和融期货	2		0		
143		兴业期货	1		-114		
总计				306,756		-175,315	

名次		会员简称	持买单量	增减		
1		华泰期货	25,414		5,206		
2		永安期货	17,945		1,254		
3		中投期货	16,573		100		
4		中信期货	11,361		-271		
5		东航期货	9,035		102		
6		兴证期货	7,900		500		
7		国金期货	7,516		-1,213		
8		方正中期	7,465		-4,579		
9		海通期货	7,404		-137		
10		中金期货	6,891		1,296		
11		国投期货	5,604		622		
12		摩根大通	5,194		0		
13		华信万达	4,949		-270		
14		新湖期货	4,724		-282		
15		光大期货	4,359		348		
16		中粮期货	3,502		-102		
17		申银万国	2,798		23		
18		信达期货	2,695		65		
19		浙商期货	2,553		37		
20		银河期货	2,405		-11		
21		国泰君安	2,383		152		
22		南华期货	2,230		222		
23		五矿经易	1,968		176		
24		宝城期货	1,838		318		
25		中国国际	1,816		26		
26		中大期货	1,791		226		
27		北京首创	1,741		127		
28		宏源期货	1,714		350		
29		徽商期货	1,697		169		
30		瑞达期货	1,649		89		
31		国信期货	1,631		47		
32		广发期货	1,602		-331		
33		中信建投	1,554		203		
34		鲁证期货	1,511		4		
35		上海中期	1,423		119		
36		江信国盛	1,376		80		
37		东海期货	1,368		266		
38		国海良时	1,318		232		
39		长江期货	1,294		159		
40		广永期货	1,286		-159		
41		建信期货	1,272		-25		
42		国联期货	1,178		57		
43		渤海期货	1,152		57		
44		中辉期货	1,088		208		
45		平安期货	1,077		-213		
46		华安期货	1,064		42		
47		美尔雅期货	1,043		-36		
