								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20161121	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	51,614		-16,823		
2		方正中期	23,832		-1,836		
3		中信期货	22,963		-2,994		
4		国泰君安	21,351		2,707		
5		华泰期货	21,329		351		
6		永安期货	20,550		-6,001		
7		申银万国	18,907		5,947		
8		徽商期货	17,960		500		
9		国投安信	16,377		2,751		
10		东航期货	15,411		-6,059		
11		兴证期货	15,201		4,298		
12		光大期货	14,898		1,287		
13		美尔雅期货	13,350		9,674		
14		华信万达	12,958		18		
15		广永期货	12,859		-5,940		
16		北京首创	11,585		3,782		
17		银河期货	11,562		2,743		
18		弘业期货	11,443		2,837		
19		广发期货	11,124		-3,913		
20		招商期货	9,653		-880		
21		迈科期货	8,783		3,104		
22		鲁证期货	8,741		585		
23		中粮期货	8,467		-1,205		
24		国富期货	7,517		-3,771		
25		南华期货	7,463		-2,853		
26		金瑞期货	7,342		-765		
27		华安期货	7,305		-4,720		
28		中信建投	7,276		-456		
29		海航期货	7,239		3,037		
30		安粮期货	6,415		-6,292		
31		一德期货	6,210		524		
32		浙商期货	6,205		-739		
33		中国国际	6,131		1,375		
34		新湖期货	6,043		-1,830		
35		中金期货	5,730		5,696		
36		国信期货	5,614		-319		
37		格林大华	5,442		-5,083		
38		创元期货	5,377		-182		
39		中衍期货	5,053		257		
40		宏源期货	5,031		-966		
41		宝城期货	4,966		2,755		
42		中融汇信	4,884		-671		
43		大地期货	4,784		2,706		
44		长江期货	4,718		-1,466		
45		瑞达期货	4,396		-375		
46		五矿经易	4,380		-504		
47		国金期货	4,267		2,061		
48		国海良时	3,897		-1,503		
49		信达期货	3,747		-196		
50		上海大陆	3,510		-942		
51		首创京都	3,346		1,905		
52		东证期货	3,209		-2,932		
53		冠通期货	3,193		-4,305		
54		广州期货	3,118		1,942		
55		上海中期	3,082		-268		
56		金元期货	3,037		-7,589		
57		英大期货	2,960		-507		
58		国贸期货	2,899		-564		
59		东方汇金	2,664		-902		
60		中大期货	2,580		-3,115		
61		江西瑞奇	2,463		1,043		
62		中辉期货	2,452		-1,741		
63		上海中财	2,421		509		
64		国都期货	2,412		-1,450		
65		建信期货	2,401		-938		
66		西部期货	2,386		-854		
67		东海期货	2,383		-1,007		
68		国元期货	2,360		-685		
69		集成期货	2,303		-1,496		
70		中银国际	2,160		1,857		
71		国联期货	1,809		-1,113		
72		渤海期货	1,800		-679		
73		深圳瑞龙	1,778		-936		
74		恒泰期货	1,745		-3,258		
75		招金期货	1,725		1,029		
76		倍特期货	1,696		-2,499		
77		混沌天成	1,597		830		
78		东兴期货	1,568		89		
79		中投期货	1,448		-2,147		
80		天风期货	1,413		92		
81		江苏新纪元	1,411		-127		
82		华西期货	1,318		-1,105		
83		民生期货	1,267		622		
84		先融期货	1,260		-371		
85		浙江新世纪	1,208		-189		
86		大越期货	1,193		-224		
87		中原期货	1,145		464		
88		华创期货	1,103		-373		
89		北京金鹏	1,091		-531		
90		福能期货	1,084		-1,487		
91		东吴期货	1,041		-68		
92		同信久恒	1,024		-980		
93		铜冠金源	1,022		-554		
94		德盛期货	992		-96		
95		锦泰期货	970		-1,143		
96		财达期货	966		655		
97		中航期货	892		-26		
98		金石期货	863		-1,336		
99		津投期货	826		-410		
100		华联期货	750		-351		
101		神华期货	740		-1,060		
102		新晟期货	734		-121		
103		汇鑫期货	673		-354		
104		海证期货	672		-2		
105		平安期货	667		-153		
106		华鑫期货	654		-725		
107		中州期货	616		-290		
108		中天期货	612		-700		
109		上海东亚	606		-399		
110		华融期货	602		-565		
111		大有期货	588		-1,683		
112		中钢期货	573		466		
113		红塔期货	515		118		
114		大连良运	504		167		
115		云晨期货	439		236		
116		华闻期货	407		-317		
117		九州期货	395		344		
118		和合期货	381		-41		
119		南证期货	372		-870		
120		江苏东华	342		-225		
121		文峰期货	338		27		
122		长安期货	284		-360		
123		上海浙石	280		104		
124		深圳金汇	233		20		
125		晟鑫期货	229		185		
126		第一创业	222		-22		
127		兴业期货	200		-5		
128		道通期货	179		49		
129		河北恒银	172		-145		
130		金信期货	155		41		
131		华龙期货	150		-33		
132		西南期货	150		-10		
133		山西三立	126		-165		
134		东方期货	118		-72		
135		新疆天利	81		9		
136		华金期货	68		35		
137		天鸿期货	58		-85		
138		大通期货	58		-230		
139		天富期货	53		-88		
140		山金期货	43		-6		
141		江信国盛	31		-1,543		
142		和融期货	22		16		
143		鑫鼎盛期货	18		-65		
144		通惠期货	10		6		
145		盛达期货	4		-25		
146		黑龙江时代	4		0		
总计				638,072		-66,144		

名次		会员简称	持买单量	增减		
1		永安期货	31,872		-2,542		
2		中信期货	23,811		-650		
3		华信万达	21,994		1,664		
