								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160525	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	20,730		-10,425		
2		方正中期	14,151		2,031		
3		南华期货	11,070		-1,369		
4		永安期货	11,018		-4,608		
5		东航期货	10,669		-1,320		
6		国投期货	10,078		6,694		
7		华鑫期货	9,645		2,590		
8		中信期货	9,138		-3,687		
9		招商期货	8,705		-1,737		
10		广发期货	8,636		373		
11		华泰期货	8,600		-578		
12		国泰君安	7,933		489		
13		华信万达	7,874		-6,891		
14		东证期货	7,707		1,282		
15		申银万国	7,576		3,040		
16		兴证期货	7,556		-345		
17		徽商期货	7,096		-2,658		
18		长江期货	7,021		4,569		
19		光大期货	6,985		-4,721		
20		中信建投	5,777		3,520		
21		银河期货	5,153		589		
22		安粮期货	5,041		-2,416		
23		华安期货	4,805		-3,092		
24		广永期货	4,324		-1,338		
25		国金期货	3,832		3,067		
26		中粮期货	3,790		-394		
27		上海中期	3,757		-1,700		
28		东吴期货	3,537		958		
29		新湖期货	3,329		-664		
30		中融汇信	3,299		631		
31		中国国际	3,228		-105		
32		北京首创	3,161		-4,276		
33		五矿经易	2,956		238		
34		鲁证期货	2,947		-487		
35		西部期货	2,795		571		
36		浙商期货	2,761		1,084		
37		宝城期货	2,709		1,171		
38		中辉期货	2,440		713		
39		一德期货	2,426		-1,527		
40		金瑞期货	2,392		-308		
41		国元期货	2,364		-47		
42		江西瑞奇	2,360		1,712		
43		东海期货	2,179		899		
44		国信期货	2,156		-251		
45		弘业期货	2,110		568		
46		中衍期货	2,093		-274		
47		国都期货	2,017		202		
48		冠通期货	2,014		-517		
49		宏源期货	2,009		-976		
50		创元期货	1,931		575		
51		美尔雅期货	1,918		-391		
52		金元期货	1,915		887		
53		中大期货	1,862		-115		
54		华西期货	1,840		692		
55		中原期货	1,830		1,021		
56		国海良时	1,822		-173		
57		大越期货	1,720		622		
58		金石期货	1,701		-26		
59		信达期货	1,669		-1,116		
60		混沌天成	1,544		649		
61		瑞达期货	1,537		-686		
62		平安期货	1,429		1,060		
63		建信期货	1,393		580		
64		格林大华	1,209		-2,223		
65		海证期货	1,135		122		
66		深圳瑞龙	1,075		-4		
67		同信久恒	1,052		623		
68		渤海期货	965		105		
69		英大期货	964		179		
70		中投期货	957		-388		
71		国联期货	919		365		
72		东方汇金	822		-88		
73		天风期货	800		-3,081		
74		北京金鹏	778		-768		
75		先融期货	747		111		
76		集成期货	736		-1,036		
77		上海中财	668		-86		
78		锦泰期货	657		444		
79		福能期货	655		14		
80		倍特期货	651		-401		
81		华融期货	630		-83		
82		招金期货	614		-1,038		
83		海航期货	594		107		
84		南证期货	586		267		
85		大地期货	583		-1,302		
86		恒泰期货	577		20		
87		新晟期货	551		491		
88		山金期货	547		545		
89		迈科期货	532		-23		
