								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150317	

			期货公司会员	

名次		会员简称	成交量		增减		
1		东航期货	2,904		-3,585		
2		徽商期货	2,229		-2,997		
3		申银万国	1,807		-6,330		
4		银河期货	1,679		-648		
5		南华期货	1,619		-1,915		
6		方正中期	1,503		-2,308		
7		津投期货	1,465		-859		
8		永安期货	1,439		-1,773		
9		万达期货	1,264		131		
10		中衍期货	1,205		-1,146		
11		广发期货	1,072		-917		
12		中银国际	1,040		-416		
13		东方汇金	999		-262		
14		东证期货	922		-224		
15		中辉期货	882		-311		
16		弘业期货	860		-844		
17		国元期货	830		326		
18		中国国际	813		-1,718		
19		国投期货	783		-1,131		
20		安粮期货	665		-436		
21		浙商期货	628		-776		
22		国信期货	581		-1,319		
23		北京首创	563		-1,393		
24		集成期货	552		-842		
25		招商期货	529		-119		
26		兴证期货	518		-292		
27		美尔雅期货	508		-1,173		
28		信达期货	483		-89		
29		新湖期货	482		-543		
30		中粮期货	462		-1,718		
31		金瑞期货	458		-1,397		
32		光大期货	451		-1,963		
33		中信期货	444		-395		
34		中信建投	444		-404		
35		华泰长城	437		-270		
36		安信期货	431		-36		
37		长江期货	426		-682		
38		国海良时	424		-2,040		
39		华鑫期货	422		-3,805		
40		格林大华	413		13		
41		鲁证期货	408		-1,495		
42		英大期货	405		-120		
43		长安期货	393		-205		
44		国泰君安	386		-1,000		
45		瑞达期货	349		-353		
46		宝城期货	347		-332		
47		汇鑫期货	314		93		
48		海通期货	313		-2,890		
49		上海中期	287		-237		
50		华安期货	283		-155		
51		一德期货	272		-512		
52		金石期货	268		67		
53		德盛期货	267		-298		
54		南证期货	258		-116		
55		深圳瑞龙	248		-396		
56		国贸期货	242		-336		
57		首创京都	235		-1,119		
58		中大期货	232		232		
59		新晟期货	228		68		
60		大有期货	218		-76		
61		招金期货	206		-234		
62		神华期货	201		3		
63		金友期货	192		-14		
64		河北恒银	183		-63		
65		海证期货	179		-54		
66		东吴期货	174		-438		
67		国联期货	172		-1,691		
68		中投期货	168		-100		
69		先融期货	164		-529		
70		晟鑫期货	159		-14		
71		中原期货	159		2		
72		东海期货	157		-770		
73		天风期货	150		-77		
74		大地期货	145		-22		
75		宏源期货	141		-669		
76		国金期货	139		-151		
77		国富期货	128		22		
78		混沌天成	126		-78		
79		江苏新纪元	115		-171		
80		上海大陆	115		-83		
81		华西期货	109		35		
82		江西瑞奇	107		-100		
83		倍特期货	107		-96		
84		北京金鹏	105		-114		
85		上海东亚	105		-121		
86		云晨期货	102		36		
87		建信期货	101		-209		
88		金元期货	100		-589		
89		海航东银	97		-31		
90		渤海期货	95		-387		
91		山西三立	91		-44		
92		创元期货	89		-192		
93		民生期货	85		-154		
94		锦泰期货	83		-178		
95		鑫鼎盛期货	82		13		
96		上海中财	82		-109		
97		恒泰期货	76		-621		
98		中州期货	75		-306		
99		华创期货	73		-26		
100		同信久恒	72		-722		
101		冠通期货	65		-659		
102		中钢期货	64		-83		
103		国都期货	63		-241		
104		湖南金信	58		-330		
105		和合期货	55		-372		
106		中航期货	55		-416		
107		五矿期货	55		-288		
108		广州期货	47		-231		
109		铜冠金源	45		-263		
110		深圳金汇	44		-105		
111		红塔期货	43		-143		
112		大越期货	40		-17		
113		大连良运	38		-113		
114		西部期货	36		8		
115		江苏东华	30		-811		
116		迈科期货	29		-49		
117		银建期货	22		-37		
118		第一创业	21		12		
119		天富期货	20		-88		
120		华联期货	19		-90		
121		财达期货	17		-1,357		
122		盛达期货	16		-14		
123		东兴期货	15		-23		
124		文峰期货	14		-10		
125		华融期货	14		-15		
126		浙江新世纪	13		-379		
127		山金期货	11		7		
128		天鸿期货	11		-27		
129		中融汇信	10		-50		
130		广永期货	10		-200		
131		江信国盛	7		-69		
132		华闻期货	7		-35		
133		上海通联	6		-6		
134		兴业期货	4		-79		
135		大通期货	4		-9		
136		道通期货	3		-2		
137		平安期货	1		-246		
138		金谷期货	1		-45		
139		黑龙江时代	1		1		
总计				47,612		-72,287		

名次		会员简称	持买单量	增减		
1		东证期货	3,093		661		
2		永安期货	2,699		-171		
3		申银万国	2,621		769		
4		光大期货	1,645		185		
5		安粮期货	1,618		-6		
6		国信期货	1,496		392		
7		方正中期	1,339		79		
8		浙商期货	1,268		31		
9		海通期货	1,202		-15		
10		新湖期货	1,192		276		
11		弘业期货	918		-351		
12		中国国际	757		38		
13		万达期货	739		-361		
14		东航期货	706		-58		
15		华泰长城	663		142		
16		银河期货	646		187		
17		宝城期货	612		56		
18		美尔雅期货	610		53		
19		徽商期货	586		9		
20		恒泰期货	552		-3		
21		中辉期货	536		-20		
22		国联期货	513		-13		
23		国海良时	466		29		
24		中信期货	428		57		
25		南华期货	421		-52		
26		鲁证期货	384		-44		
27		兴证期货	383		-115		
28		广发期货	348		37		
29		国泰君安	343		-24		
30		瑞达期货	326		76		
31		创元期货	312		-5		
32		国投期货	304		-21		
33		上海中期	291		-8		
34		中粮期货	285		36		
35		冠通期货	275		0		
36		长江期货	269		72		
37		东方汇金	268		89		
38		中衍期货	241		-18		
39		上海浙石	241		0		
40		招金期货	236		-4		
41		格林大华	216		14		
42		浙江新世纪	196		-5		
43		宏源期货	194		2		
44		中大期货	193		75		
45		建信期货	175		21		
46		汇鑫期货	175		24		
47		招商期货	174		7		
48		金瑞期货	166		20		
49		东吴期货	162		-10		
50		海航东银	161		-2		
51		东海期货	153		9		
52		上海东亚	136		-67		
53		南证期货	130		63		
54		国贸期货	124		-4		
55		国金期货	122		-23		
56		广永期货	121		0		
57		广州期货	111		-4		
58		江苏新纪元	107		-25		
59		金元期货	106		-5		
60		神华期货	105		0		
61		渤海期货	101		-40		
62		上海中财	98		-2		
63		平安期货	95		1		
64		西部期货	95		10		
65		中投期货	92		-43		
66		中信建投	91		-12		
67		大地期货	90		-13		
68		北京首创	81		-16		
69		一德期货	77		0		
70		混沌天成	70		-22		
71		安信期货	59		-33		
72		国元期货	57		-194		
73		首创京都	54		13		
74		五矿期货	54		14		
75		津投期货	52		-564		
76		大连良运	50		-2		
77		华西期货	48		0		
78		信达期货	47		9		
79		深圳瑞龙	47		-6		
80		国都期货	46		-2		
81		中原期货	42		2		
82		河北恒银	42		1		
83		北京金鹏	41		29		
84		深圳金汇	40		0		
85		倍特期货	38		-10		
86		迈科期货	36		0		
87		华鑫期货	35		0		
88		民生期货	35		-3		
89		江西瑞奇	34		-7		
90		同信久恒	32		0		
91		锦泰期货	31		13		
92		银建期货	31		-15		
93		英大期货	31		-88		
94		华安期货	30		-31		
95		金石期货	25		-227		
96		红塔期货	23		0		
97		中航期货	22		5		
98		中融汇信	22		10		
99		天富期货	21		16		
100		华海期货	20		0		
101		天风期货	20		-3		
102		道通期货	18		-1		
103		先融期货	17		-13		
104		兴业期货	17		0		
105		金友期货	16		-123		
106		铜冠金源	15		12		
107		集成期货	15		0		
108		长安期货	14		0		
109		和合期货	13		-4		
110		湖南金信	13		-20		
111		中银国际	11		-2		
112		大有期货	10		0		
113		中钢期货	10		0		
114		江苏东华	9		0		
115		大越期货	9		-6		
116		大通期货	8		0		
117		西南期货	8		0		
118		海证期货	7		-54		
119		华联期货	7		-4		
120		德盛期货	6		-59		
121		财达期货	6		0		
122		山西三立	5		0		
123		云晨期货	5		0		
124		华龙期货	5		0		
125		东兴期货	5		3		
126		上海通联	4		0		
127		新晟期货	4		-5		
128		华创期货	3		-3		
129		晟鑫期货	3		0		
130		鑫鼎盛期货	3		-1		
131		上海大陆	3		-10		
132		华融期货	1		0		
133		中州期货	1		-1		
134		文峰期货	0		-1		
135		盛达期货	0		-1		
136		山金期货	0		-2		
总计				37,185		570		

名次		会员简称	持卖单量	增减		
1		国投期货	5,139		2		
2		中粮期货	3,457		80		
3		永安期货	2,451		62		
4		北京首创	1,696		-303		
5		首创京都	1,654		-204		
6		中衍期货	1,504		5		
7		方正中期	1,187		70		
8		东航期货	1,008		-204		
9		华鑫期货	930		36		
10		银河期货	862		-94		
11		中国国际	826		145		
12		广发期货	813		31		
13		光大期货	707		36		
14		中信期货	583		-87		
15		长江期货	516		46		
