								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170706	

			期货公司会员	

名次		会员简称	成交量		增减		
1		华安期货	26,403		866		
2		海通期货	20,615		5,542		
3		兴证期货	17,891		624		
4		光大期货	16,815		46		
5		东证期货	16,520		2,664		
6		国投安信	14,811		8,303		
7		中信期货	12,934		1,883		
8		华泰期货	10,316		4,203		
9		广州金控	8,211		-1,004		
10		渤海期货	8,148		5,493		
11		徽商期货	8,007		576		
12		东海期货	7,127		4,067		
13		国泰君安	6,529		-695		
14		国信期货	6,087		2,056		
15		广发期货	6,062		2,544		
16		东航期货	5,945		1,970		
17		汇鑫期货	5,805		-403		
18		永安期货	5,452		583		
19		鲁证期货	5,041		-616		
20		江信国盛	4,668		2,198		
21		方正中期	4,560		1,601		
22		中大期货	4,275		3,598		
23		西部期货	4,161		791		
24		新湖期货	3,760		458		
25		中信建投	3,650		937		
26		天风期货	3,645		3,569		
27		申银万国	3,637		1,357		
28		金瑞期货	3,527		-149		
29		宝城期货	3,359		724		
30		长江期货	3,230		1,148		
31		华信期货	2,825		-550		
32		南华期货	2,806		-350		
33		宏源期货	2,770		-1,246		
34		北京首创	2,588		791		
35		中国国际	2,380		1,099		
36		国海良时	2,202		336		
37		中辉期货	2,151		915		
38		中银国际	2,103		1,645		
39		银河期货	2,103		161		
40		冠通期货	2,002		793		
41		长安期货	2,000		13		
42		浙商期货	1,770		-653		
43		国富期货	1,705		284		
44		招商期货	1,665		332		
45		上海中期	1,621		-619		
46		美尔雅期货	1,592		-492		
47		深圳瑞龙	1,570		928		
48		创元期货	1,465		607		
49		安粮期货	1,372		464		
50		浙江新世纪	1,372		-652		
51		中投期货	1,371		1,224		
52		格林大华	1,331		269		
53		东兴期货	1,312		846		
54		五矿经易	1,290		441		
55		大地期货	1,285		638		
56		恒泰期货	1,228		276		
57		弘业期货	1,220		-1,018		
58		国联期货	1,202		478		
59		铜冠金源	1,189		89		
60		中粮期货	1,091		-496		
61		中衍期货	949		-20		
62		国金期货	906		-60		
63		华西期货	867		488		
64		东方汇金	839		242		
65		混沌天成	824		789		
66		英大期货	817		218		
67		广州期货	791		-314		
68		瑞达期货	757		-59		
69		国贸期货	742		528		
70		华鑫期货	726		-962		
71		国都期货	723		-1,304		
72		深圳金汇	699		658		
73		国元期货	642		145		
74		上海大陆	616		-300		
75		中融汇信	576		484		
76		民生期货	575		303		
77		中州期货	560		62		
78		中航期货	546		6		
79		新纪元期货	518		170		
80		建信期货	474		-383		
81		中财期货	464		-403		
82		迈科期货	457		-14		
83		信达期货	447		75		
84		中天期货	435		185		
85		南证期货	418		231		
86		中钢期货	375		305		
87		福能期货	364		106		
88		江西瑞奇	360		58		
89		兴业期货	341		109		
90		一德期货	304		-279		
91		平安期货	301		-5		
92		第一创业	292		257		
93		大有期货	289		-39		
94		招金期货	285		-27		
95		东吴期货	269		-109		
96		金元期货	264		-93		
97		中原期货	253		-49		
98		华联期货	249		-4		
99		倍特期货	248		-154		
100		大越期货	222		122		
101		金石期货	219		97		
102		德盛期货	201		22		
103		神华期货	198		-44		
104		云晨期货	190		136		
105		先融期货	189		-310		
106		江苏东华	176		-173		
107		海航期货	158		48		
108		东方期货	154		-27		
109		集成期货	152		37		
110		同信久恒	145		27		
111		红塔期货	141		21		
112		和融期货	140		54		
113		津投期货	118		-91		
114		大连良运	116		-100		
115		锦泰期货	115		1		
116		中金期货	103		-84		
117		九州期货	99		18		
118		和合期货	94		-2,958		
119		西南期货	90		-17		
120		海证期货	89		-46		
121		北京金鹏	88		-28		
122		首创京都	77		-29		
123		华融期货	63		-297		
124		道通期货	62		-285		
125		天鸿期货	56		-24		
126		新疆天利	55		3		
127		华闻期货	46		-150		
128		华金期货	45		16		
129		天富期货	44		22		
130		华龙期货	42		-7		
131		财达期货	40		-210		
132		文峰期货	38		-15		
133		山西三立	38		-89		
134		新晟期货	32		-23		
135		上海浙石	31		31		
136		金信期货	30		-6		
137		华创期货	30		11		
138		上海东亚	25		11		
139		河北恒银	24		-97		
140		鑫鼎盛期货	10		-9		
141		通惠期货	6		-46		
142		晟鑫期货	6		-280		
143		大通期货	6		-4		
144		山金期货	4		3		
145		盛达期货	3		-69		
总计				328,344		57,490		

名次		会员简称	持买单量	增减		
1		中国国际	32,270		-572		
2		华泰期货	19,497		-129		
