								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170630	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	26,448		5,624		
2		光大期货	18,399		-4,526		
3		华安期货	17,440		1,319		
4		兴证期货	16,359		1,203		
5		东证期货	14,917		830		
6		中信期货	13,363		3,353		
7		国投安信	10,705		2,143		
8		东航期货	9,108		3,687		
9		华泰期货	8,771		-746		
10		广州金控	8,136		2,097		
11		鲁证期货	7,714		1,309		
12		徽商期货	7,689		1,506		
13		永安期货	7,352		1,883		
14		汇鑫期货	7,009		-3,192		
15		中信建投	5,555		2,128		
16		国信期货	5,066		433		
17		金瑞期货	5,032		550		
18		东海期货	4,735		2,207		
19		华信期货	4,710		-81		
20		西部期货	4,698		2,492		
21		国泰君安	4,619		-159		
22		方正中期	4,414		-3,591		
23		长江期货	4,220		1,005		
24		广发期货	3,932		-1,060		
25		大地期货	3,863		2,816		
26		南华期货	3,853		-388		
27		浙商期货	3,802		-2,087		
28		国海良时	3,603		2,328		
29		冠通期货	3,440		880		
30		创元期货	3,426		2,057		
31		新湖期货	3,393		-2,107		
32		中银国际	3,337		344		
33		长安期货	3,217		1,934		
34		上海中期	3,207		1,425		
35		北京首创	2,998		-465		
36		宝城期货	2,981		1,958		
37		申银万国	2,854		-1,528		
38		中辉期货	2,541		156		
39		宏源期货	2,379		-176		
40		五矿经易	2,363		1,050		
41		银河期货	2,334		-44		
42		铜冠金源	2,016		1,283		
43		国富期货	1,977		-1,584		
44		安粮期货	1,954		564		
45		华鑫期货	1,848		297		
46		中粮期货	1,808		728		
47		弘业期货	1,721		-1,039		
48		国贸期货	1,637		1,224		
49		格林大华	1,598		440		
50		浙江新世纪	1,596		1,024		
51		中天期货	1,562		407		
52		中国国际	1,509		-1,686		
53		中衍期货	1,357		370		
54		招商期货	1,339		458		
55		美尔雅期货	1,265		270		
56		集成期货	1,241		1,071		
57		兴业期货	1,205		214		
58		招金期货	1,202		325		
59		渤海期货	1,145		261		
60		中财期货	1,052		430		
61		中大期货	1,044		-1,148		
62		国金期货	1,041		477		
63		金元期货	1,010		104		
64		天风期货	996		487		
65		深圳金汇	986		779		
66		深圳瑞龙	923		385		
67		国联期货	923		-2,256		
68		大越期货	919		709		
69		英大期货	838		-101		
70		华西期货	830		109		
71		恒泰期货	816		-20		
72		建信期货	798		59		
73		迈科期货	765		-27		
74		中金期货	738		401		
75		广州期货	702		85		
76		国元期货	690		0		
77		东方汇金	674		-1,953		
78		东兴期货	674		408		
79		海航期货	665		534		
80		中融汇信	652		-962		
81		国都期货	644		-45		
82		神华期货	598		323		
83		信达期货	597		144		
84		倍特期货	595		241		
85		东吴期货	587		302		
86		大有期货	568		62		
87		福能期货	508		-32		
88		一德期货	499		-813		
89		道通期货	466		431		
90		中原期货	464		152		
91		江信国盛	431		332		
92		中投期货	416		-73		
93		瑞达期货	383		-1,111		
94		上海大陆	375		106		
95		平安期货	374		-242		
96		民生期货	347		192		
97		云晨期货	329		258		
98		新纪元期货	321		-227		
99		同信久恒	320		49		
100		先融期货	318		87		
101		西南期货	298		-155		
102		中州期货	289		133		
103		盛达期货	270		60		
104		东方期货	263		112		
105		中航期货	240		115		
106		海证期货	227		97		
107		金石期货	221		89		
108		新晟期货	195		-65		
109		津投期货	190		-50		
110		德盛期货	183		4		
111		中钢期货	183		109		
112		南证期货	178		-10		
113		红塔期货	165		-7		
114		江西瑞奇	161		-963		
115		九州期货	158		100		
116		混沌天成	151		-237		
117		大连良运	146		66		
118		北京金鹏	146		100		
119		锦泰期货	137		46		
120		首创京都	136		38		
121		华联期货	121		-391		
122		和合期货	116		-57		
123		华融期货	107		-97		
124		金信期货	91		23		
125		华金期货	83		6		
126		天鸿期货	80		4		
127		第一创业	71		-58		
128		江苏东华	70		-88		
129		山西三立	66		19		
130		河北恒银	60		20		
131		财达期货	60		6		
132		和融期货	55		50		
133		山金期货	53		20		
134		天富期货	34		7		
135		华龙期货	34		-49		
136		华闻期货	29		7		
137		华创期货	29		3		
138		鑫鼎盛期货	23		9		
139		上海东亚	12		-73		
140		晟鑫期货	8		-1		
141		大通期货	6		-7		
