								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20151105	

			期货公司会员	

名次		会员简称	成交量		增减		
1		华鑫期货	22,604		2,903		
2		永安期货	21,689		-5,797		
3		国泰君安	20,818		573		
4		东航期货	16,227		-4,337		
5		中粮期货	13,612		10,602		
6		光大期货	13,585		927		
7		中融汇信	12,676		109		
8		广发期货	12,522		-559		
9		徽商期货	11,916		-4,516		
10		国金期货	11,155		8,317		
11		华泰期货	10,727		-2,331		
12		南华期货	10,606		-1,769		
13		中信期货	10,507		2,191		
14		万达期货	10,138		-17,751		
15		兴证期货	9,711		-4,081		
16		方正中期	9,115		-3,556		
17		海通期货	8,315		-393		
18		中国国际	7,800		-1,056		
19		宝城期货	7,359		3,390		
20		银河期货	7,355		-6,846		
21		国投期货	7,150		-5,489		
22		申银万国	6,813		-5,548		
23		东证期货	6,685		2,314		
24		广永期货	6,637		5,060		
25		宏源期货	6,391		1,351		
26		国元期货	6,093		755		
27		金元期货	5,761		-4,815		
28		中辉期货	5,740		-2,400		
29		鲁证期货	5,568		-7,882		
30		弘业期货	5,260		-3,640		
31		浙商期货	4,966		2,844		
32		南证期货	4,963		4,195		
33		创元期货	4,847		-2,554		
34		一德期货	4,822		-1,078		
35		新湖期货	4,772		-2,917		
36		五矿经易	4,536		-4,157		
37		中钢期货	4,524		157		
38		北京首创	4,373		1,134		
39		安粮期货	4,050		-5,836		
40		国海良时	3,902		-8,698		
41		东海期货	3,888		-699		
42		招商期货	3,802		-4,285		
43		天风期货	3,725		493		
44		集成期货	3,618		-3,223		
45		中衍期货	3,618		-1,038		
46		英大期货	3,424		915		
47		深圳瑞龙	3,193		-137		
48		中信建投	2,887		-3,421		
49		长江期货	2,841		-1,851		
50		信达期货	2,368		-884		
51		天鸿期货	2,331		-1,809		
52		格林大华	2,318		-3,504		
53		中大期货	2,203		670		
54		大有期货	2,030		-220		
55		混沌天成	1,992		1,897		
56		中投期货	1,877		-518		
57		同信久恒	1,843		-1,424		
58		大地期货	1,784		-508		
59		上海中期	1,775		-1,220		
60		先融期货	1,752		291		
61		冠通期货	1,750		-185		
62		财富期货	1,727		541		
63		国信期货	1,719		-14		
64		东方汇金	1,650		-801		
65		金友期货	1,631		604		
66		山西三立	1,533		610		
67		瑞达期货	1,491		-549		
68		华安期货	1,457		-1,513		
69		大通期货	1,396		1,286		
70		江苏新纪元	1,393		578		
71		美尔雅期货	1,391		-674		
72		华西期货	1,353		351		
73		国贸期货	1,336		250		
74		国联期货	1,308		-7,456		
75		津投期货	1,306		427		
76		金瑞期货	1,281		-4,271		
77		上海大陆	1,253		-2,185		
78		恒泰期货	1,116		-1,816		
79		德盛期货	1,109		530		
80		国都期货	1,090		260		
81		建信期货	1,030		-1,385		
82		东吴期货	1,029		-43		
83		倍特期货	1,003		-350		
84		山金期货	989		779		
85		华龙期货	955		643		
86		华融期货	932		-1,774		
87		铜冠金源	921		191		
88		安信期货	916		-4,558		
89		民生期货	911		320		
90		大越期货	886		-714		
91		红塔期货	811		356		
92		西部期货	781		-995		
93		中原期货	713		-2,587		
94		神华期货	709		519		
95		云晨期货	689		72		
96		平安期货	661		161		
97		东兴期货	638		146		
98		中州期货	629		-240		
99		北京金鹏	614		70		
