								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170724	

			期货公司会员	

名次		会员简称	成交量		增减		
1		光大期货	22,487		-6,787		
2		中信期货	22,306		4,703		
3		国投安信	19,360		6,753		
4		兴证期货	18,319		-215		
5		海通期货	18,095		-16,988		
6		华安期货	16,304		-1,948		
7		华泰期货	15,304		1,161		
8		东航期货	12,870		-745		
9		广州金控	12,107		-6,195		
10		国泰君安	11,730		4,277		
11		永安期货	9,770		-2,548		
12		东证期货	9,065		-6,126		
13		鲁证期货	7,911		-1,165		
14		银河期货	7,771		473		
15		南华期货	7,622		265		
16		徽商期货	7,608		-2,644		
17		国信期货	7,585		-577		
18		西部期货	7,362		2,385		
19		汇鑫期货	6,949		1,727		
20		方正中期	6,304		-278		
21		北京首创	6,077		-99		
22		新湖期货	5,935		361		
23		华鑫期货	5,736		1,660		
24		广发期货	5,137		-3,419		
25		金瑞期货	4,796		-807		
26		申银万国	4,741		-3,992		
27		一德期货	4,409		860		
28		渤海期货	4,372		2,083		
29		长江期货	4,134		445		
30		华信期货	3,843		-4,290		
31		中信建投	3,690		-322		
32		中辉期货	3,657		-116		
33		中粮期货	3,463		636		
34		国富期货	3,332		904		
35		安粮期货	3,177		-1,920		
36		宏源期货	3,175		-3,604		
37		招商期货	3,160		-1,286		
38		中国国际	2,979		-1,280		
39		浙商期货	2,954		-10,843		
40		国海良时	2,882		345		
41		铜冠金源	2,777		-211		
42		弘业期货	2,733		-2,108		
43		信达期货	2,602		765		
44		宝城期货	2,586		162		
45		中银国际	2,458		-1,082		
46		国联期货	2,315		370		
47		上海中期	2,234		223		
48		长安期货	2,113		-1,965		
49		美尔雅期货	1,753		-548		
50		创元期货	1,732		-2,786		
51		中大期货	1,684		1,051		
52		建信期货	1,681		-93		
53		东吴期货	1,668		666		
54		东海期货	1,569		-2,460		
55		兴业期货	1,540		602		
56		中衍期货	1,357		-1,125		
57		福能期货	1,353		43		
58		冠通期货	1,164		-935		
59		华西期货	1,142		286		
60		金元期货	1,104		-8		
61		英大期货	1,092		-969		
62		西南期货	1,052		854		
63		天风期货	1,043		110		
64		五矿经易	999		-1,728		
65		国元期货	977		185		
66		国金期货	958		-1,278		
67		格林大华	958		-2,257		
68		倍特期货	954		-939		
69		广州期货	954		81		
70		中投期货	950		-121		
71		中天期货	949		199		
72		大越期货	866		-741		
73		瑞达期货	853		-336		
74		国都期货	826		32		
75		深圳瑞龙	826		-598		
76		北京金鹏	816		367		
77		浙江新世纪	812		-1,507		
78		中融汇信	786		-786		
79		迈科期货	782		27		
80		国贸期货	778		-407		
81		中财期货	764		-376		
82		大有期货	698		-113		
83		招金期货	691		-57		
84		海证期货	673		-6		
85		平安期货	663		-17		
86		上海东亚	621		601		
87		混沌天成	590		295		
88		中航期货	526		-289		
89		江苏东华	513		24		
90		大地期货	478		-935		
91		民生期货	451		-91		
92		东兴期货	439		-85		
93		新晟期货	427		-68		
94		恒泰期货	425		-325		
95		上海大陆	420		-3,754		
96		江西瑞奇	418		-771		
97		锦泰期货	405		178		
98		文峰期货	398		-18		
99		德盛期货	394		-100		
100		新纪元期货	389		-850		
101		河北恒银	376		279		
102		东方汇金	360		-46		
103		中金期货	356		333		
104		中原期货	349		-458		
105		同信久恒	346		-166		
106		集成期货	345		-1,748		
107		晟鑫期货	327		301		
108		东方期货	316		269		
109		金石期货	314		39		
110		华联期货	309		45		
111		红塔期货	300		140		
112		海航期货	295		-333		
113		大连良运	274		83		
114		华闻期货	265		-269		
115		神华期货	244		57		
116		山西三立	240		-490		
117		新疆天利	239		237		
118		中州期货	239		-283		
119		津投期货	235		-410		
120		中钢期货	233		10		
121		财达期货	233		-132		
122		盛达期货	221		-182		
123		深圳金汇	207		-453		
124		和合期货	195		64		
125		江信国盛	166		-6,224		
126		和融期货	154		46		
127		金信期货	147		65		
128		先融期货	147		-561		
129		南证期货	145		-315		
130		华融期货	137		-202		
131		云晨期货	127		78		
132		道通期货	96		-4		
133		九州期货	79		1		
134		天富期货	65		-63		
135		第一创业	61		32		
136		华创期货	60		1		
137		华龙期货	60		-306		
138		天鸿期货	28		-410		
139		首创京都	23		-246		
140		大通期货	14		-7		
141		华金期货	13		-10		
142		山金期货	13		-19		
143		上海浙石	10		10		
144		鑫鼎盛期货	8		-54		
总计				403,028		-86,179		

名次		会员简称	持买单量	增减		
1		中国国际	31,440		716		
2		永安期货	19,243		1,013		
3		国投安信	15,720		1,062		
4		海通期货	15,388		-1,199		
5		南华期货	14,564		2,288		
6		华泰期货	14,535		-3,150		
7		中粮期货	14,389		1,556		
8		光大期货	13,410		-6,353		
9		渤海期货	11,632		2,106		
10		广发期货	10,689		655		
11		国泰君安	8,855		1,369		
12		银河期货	8,596		-63		
13		东证期货	7,893		1,982		
14		方正中期	7,836		1,057		
15		华信期货	7,791		422		
16		兴证期货	6,867		-1,080		
17		中信期货	6,496		-3,283		
18		一德期货	6,174		-1,893		
19		长江期货	6,072		-323		
20		新湖期货	5,392		2,094		
21		中信建投	5,312		843		
22		金瑞期货	5,175		2,655		
23		中融汇信	5,166		585		
24		徽商期货	5,155		958		
25		鲁证期货	5,133		961		
26		招商期货	5,054		-292		
27		东航期货	4,257		-3,972		
28		迈科期货	3,471		-31		
29		弘业期货	3,415		-354		
30		国信期货	3,396		-364		
31		申银万国	3,244		1,634		
32		东兴期货	3,200		62		
33		浙商期货	3,055		-1,006		
34		中衍期货	3,040		42		
35		北京首创	2,908		314		
36		宏源期货	2,839		107		
37		国海良时	2,708		485		
38		上海大陆	2,621		18		
39		五矿经易	2,486		447		
40		宝城期货	2,475		261		
41		中辉期货	2,247		-33		
42		东海期货	2,099		134		
43		信达期货	2,036		8		
44		广州期货	2,016		-403		
45		冠通期货	1,927		-208		
46		建信期货	1,909		-369		
47		江信国盛	1,785		90		
48		中钢期货	1,747		67		
49		福能期货	1,637		285		
