								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20151218	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	69,919		-10,415		
2		中信期货	35,370		10,343		
3		安粮期货	32,584		18,875		
4		兴证期货	27,365		11,630		
5		申银万国	23,750		9,935		
6		南华期货	20,524		277		
7		国泰君安	18,434		3,850		
8		光大期货	18,322		5,833		
9		徽商期货	17,047		-1,174		
10		华泰期货	16,016		4,662		
11		东证期货	15,749		6,068		
12		东航期货	15,296		-3,393		
13		华信万达	13,957		4,705		
14		永安期货	12,637		3,530		
15		银河期货	12,142		-566		
16		广发期货	10,972		1,617		
17		同信久恒	9,716		76		
18		弘业期货	9,226		-208		
19		金元期货	9,042		-1,298		
20		国金期货	8,864		3,471		
21		华安期货	8,113		-442		
22		方正中期	7,684		-4,979		
23		华鑫期货	7,639		4,588		
24		中粮期货	7,355		591		
25		中大期货	7,192		2,229		
26		上海中期	7,176		3,143		
27		中辉期货	7,140		-6,882		
28		国投期货	6,950		-2,991		
29		东海期货	6,558		3,396		
30		天风期货	6,244		3,863		
31		中信建投	6,035		1,036		
32		国海良时	5,950		2,472		
33		创元期货	5,943		479		
34		国都期货	5,905		1,876		
35		鲁证期货	5,732		-747		
36		中衍期货	5,565		-1,012		
37		广永期货	5,522		2,791		
38		中国国际	5,226		259		
39		五矿经易	5,182		1,276		
40		浙商期货	5,087		1,912		
41		冠通期货	4,903		1,227		
42		北京首创	4,855		-727		
43		长江期货	4,659		1,782		
44		瑞达期货	4,630		-5,924		
45		新湖期货	4,563		-6,049		
46		大地期货	4,180		2,447		
47		东方汇金	4,070		-213		
48		国联期货	4,053		1,863		
49		一德期货	4,001		1,840		
50		汇鑫期货	3,858		2,092		
51		信达期货	3,630		303		
52		美尔雅期货	3,561		916		
53		集成期货	3,409		-10,573		
54		深圳瑞龙	3,325		816		
55		天鸿期货	3,162		1,900		
56		西部期货	2,859		-272		
57		上海中财	2,857		501		
58		中航期货	2,812		1,255		
59		宏源期货	2,808		317		
60		和合期货	2,795		2,118		
61		国信期货	2,778		-1,957		
62		宝城期货	2,748		897		
63		上海大陆	2,650		655		
64		格林大华	2,543		-226		
65		中融汇信	2,536		-851		
66		华西期货	2,463		556		
67		迈科期货	2,462		-869		
68		招商期货	2,448		-1,104		
69		江西瑞奇	2,257		894		
70		大越期货	2,205		-602		
71		中投期货	2,163		-1,207		
72		中原期货	2,126		175		
73		盛达期货	2,125		1,959		
74		建信期货	2,025		-531		
75		河北恒银	1,910		-262		
76		浙江新世纪	1,892		255		
77		国元期货	1,779		460		
78		安信期货	1,752		858		
79		神华期货	1,703		996		
80		金瑞期货	1,691		986		
81		北京金鹏	1,690		1,446		
82		江苏新纪元	1,601		281		
83		福能期货	1,533		146		
84		渤海期货	1,522		-462		
85		红塔期货	1,513		687		
86		招金期货	1,462		288		
87		铜冠金源	1,399		568		
88		锦泰期货	1,385		92		
89		英大期货	1,379		-1,098		
90		倍特期货	1,244		158		
91		国贸期货	1,227		166		
92		德盛期货	1,224		-937		
93		华联期货	1,182		656		
94		先融期货	1,142		-967		
95		华创期货	1,070		340		
96		大有期货	1,045		457		
97		恒泰期货	1,006		130		
98		东吴期货	999		130		
99		道通期货	933		602		
100		民生期货	908		262		
101		云晨期货	901		250		
102		海航东银	876		596		
103		长安期货	871		-952		
104		津投期货	845		109		
105		金石期货	734		289		
106		中州期货	714		97		
107		中钢期货	712		86		
108		首创京都	699		345		
109		东兴期货	670		105		
110		江苏东华	620		-23		
111		广州期货	607		157		
112		华融期货	583		-212		
113		大连良运	576		287		
114		湖南金信	489		165		
115		财达期货	486		189		
116		南证期货	412		-662		
117		混沌天成	403		-1,322		
118		第一创业	315		234		
119		上海东亚	312		28		
120		华龙期货	304		170		
121		江信国盛	235		23		
122		国富期货	219		24		
123		海证期货	210		-511		
124		银建期货	207		-389		
125		深圳金汇	180		65		
126		中银国际	167		-424		
127		晟鑫期货	165		35		
128		山西三立	156		-395		
129		兴业期货	141		-44		
130		鑫鼎盛期货	132		-117		
131		大通期货	131		47		
132		平安期货	120		52		
133		西南期货	115		-246		
134		财富期货	113		46		
135		山金期货	108		-144		
136		天富期货	106		-207		
137		黑龙江时代	96		85		
138		华闻期货	87		-59		
139		文峰期货	78		-29		
140		新晟期货	67		-38		
141		新疆天利	61		8		
142		通惠期货	27		-31		
143		华海期货	20		-23		
144		金谷期货	8		-170		
145		和融期货	4		-4		
总计				684,922		77,812		

名次		会员简称	持买单量	增减		
1		华泰期货	34,910		1,961		
2		北京首创	24,839		1,597		
3		海通期货	24,691		134		
4		新湖期货	23,171		387		
5		弘业期货	21,966		-4,367		
6		永安期货	15,896		-383		
7		国投期货	14,043		72		
8		招商期货	10,493		-167		
9		申银万国	9,022		-5,861		
10		银河期货	8,034		-621		
11		金瑞期货	8,033		392		
12		格林大华	7,502		-593		
13		中粮期货	7,140		-1,274		
14		中信建投	6,714		-94		
15		国泰君安	6,092		2,645		
16		华鑫期货	5,620		-1,029		
17		鲁证期货	5,198		74		
18		摩根大通	5,194		0		
19		光大期货	4,998		-338		
20		中国国际	4,930		-212		
21		浙商期货	4,523		-900		
22		东证期货	4,292		753		
23		一德期货	3,896		-1,167		
24		广发期货	3,816		-103		
25		中信期货	3,648		381		
26		中原期货	3,592		-129		
27		东航期货	3,271		92		
28		兴证期货	3,234		-582		
29		广永期货	2,951		-376		
30		瑞达期货	2,857		-302		
31		国海良时	2,753		-1,952		
32		国联期货	2,580		-1,405		
33		徽商期货	2,425		683		
34		安粮期货	2,020		151		
35		南华期货	1,845		157		
36		方正中期	1,598		95		
37		上海中期	1,558		-1,778		
38		东海期货	1,536		287		
39		长安期货	1,531		-146		
40		云晨期货	1,447		-239		
41		中大期货	1,402		-4,049		
42		美尔雅期货	1,352		34		
43		国信期货	1,330		-2		
44		五矿经易	1,294		717		
45		长江期货	1,277		310		
46		中投期货	1,235		177		
47		中辉期货	1,229		-359		
48		天风期货	1,199		1,105		
49		大越期货	1,156		823		
50		宏源期货	1,087		62		
51		汇鑫期货	1,022		305		
52		迈科期货	1,012		31		
53		华信万达	913		-4,104		
