								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170602	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	42,049		-20,509		
2		光大期货	33,152		-15,178		
3		华安期货	28,657		-8,966		
4		中信期货	22,070		-8,791		
5		永安期货	20,718		-8,209		
6		国投安信	18,320		-2,983		
7		兴证期货	15,707		-5,859		
8		长江期货	15,342		-9,758		
9		一德期货	14,376		12,447		
10		华信万达	13,758		-1,156		
11		中辉期货	13,148		7,015		
12		徽商期货	11,827		-3,790		
13		华泰期货	11,640		-10,827		
14		汇鑫期货	11,538		580		
15		迈科期货	10,519		96		
16		东证期货	10,392		-6,380		
17		方正中期	10,147		-12,688		
18		中国国际	9,302		951		
19		华鑫期货	8,631		-11,043		
20		国信期货	7,981		-8,162		
21		东航期货	7,806		-6,848		
22		南华期货	7,266		410		
23		创元期货	7,038		-1,332		
24		国泰君安	7,013		-5,174		
25		广发期货	6,985		-6,359		
26		西部期货	6,858		-5,471		
27		鲁证期货	6,643		-20,384		
28		广州金控	6,550		143		
29		中信建投	6,066		-934		
30		银河期货	5,852		-840		
31		宏源期货	4,919		-290		
32		渤海期货	4,571		-2,922		
33		浙商期货	4,264		562		
34		金瑞期货	4,232		-2,789		
35		中粮期货	4,202		-5,073		
36		国都期货	4,192		-511		
37		弘业期货	4,098		-1,914		
38		新湖期货	3,951		-3,198		
39		上海中期	3,938		-2,231		
40		申银万国	3,812		-5,085		
41		东海期货	3,681		900		
42		格林大华	3,623		-1,631		
43		宝城期货	3,517		362		
44		恒泰期货	3,304		-214		
45		国联期货	3,286		-4,885		
46		冠通期货	3,242		-2,144		
47		北京首创	3,164		-1,414		
48		国富期货	3,072		-2,578		
49		招商期货	2,935		-1,705		
50		国海良时	2,929		-5,571		
51		五矿经易	2,682		-1,589		
52		东吴期货	2,491		-826		
53		瑞达期货	2,400		851		
54		安粮期货	2,067		-2,034		
55		招金期货	2,042		-65		
56		金元期货	1,842		-1,848		
57		深圳金汇	1,826		375		
58		国金期货	1,806		-850		
59		中衍期货	1,798		-155		
60		中融汇信	1,772		666		
61		中大期货	1,751		-725		
62		华西期货	1,683		115		
63		英大期货	1,621		-430		
64		华联期货	1,608		830		
65		大地期货	1,555		-1,211		
66		新纪元期货	1,501		-175		
67		集成期货	1,495		-3,696		
68		中银国际	1,441		21		
69		美尔雅期货	1,441		-161		
70		福能期货	1,437		-1,189		
71		中投期货	1,437		-451		
72		东方汇金	1,418		676		
73		中财期货	1,415		-145		
74		兴业期货	1,351		-567		
75		先融期货	1,340		419		
76		信达期货	1,269		-1,497		
77		中航期货	1,236		-783		
78		大越期货	1,216		-19		
79		中天期货	1,109		57		
80		国贸期货	1,095		-701		
81		深圳瑞龙	956		-810		
82		建信期货	939		-1,268		
83		德盛期货	933		239		
84		盛达期货	926		578		
85		江西瑞奇	893		257		
86		广州期货	846		-1,824		
87		铜冠金源	841		-1,010		
88		倍特期货	798		-771		
89		浙江新世纪	755		-139		
90		平安期货	754		-198		
91		中原期货	720		-811		
92		东兴期货	705		-1,662		
93		海航期货	623		-1,797		
94		国元期货	596		-558		
95		上海大陆	593		-238		
96		民生期货	546		-312		
97		同信久恒	524		-994		
98		锦泰期货	491		-45		
99		大有期货	473		-358		
100		金信期货	446		279		
101		中州期货	429		-17		
102		津投期货	402		-174		
103		天风期货	374		-242		
104		北京金鹏	367		-363		
105		中金期货	349		172		
106		南证期货	349		-800		
107		上海东亚	325		-518		
108		西南期货	306		-38		
109		首创京都	273		14		
110		和合期货	249		-61		
111		财达期货	240		-3		
112		江苏东华	235		143		
113		云晨期货	233		117		
114		大连良运	231		19		
115		中钢期货	229		-30		
116		长安期货	224		-54		
117		和融期货	197		78		
118		九州期货	195		-38		
119		华龙期货	180		67		
120		东方期货	175		-252		
121		神华期货	158		-341		
122		华融期货	157		-282		
123		道通期货	149		17		
124		红塔期货	132		-117		
125		新晟期货	121		-52		
126		河北恒银	113		-196		
127		金石期货	107		-100		
128		第一创业	102		-1		
129		华创期货	95		25		
130		上海浙石	92		92		
131		海证期货	72		17		
132		鑫鼎盛期货	69		-61		
133		新疆天利	64		58		
134		天富期货	53		-47		
135		天鸿期货	51		-18		
136		华闻期货	47		-462		
137		文峰期货	42		-64		
138		江信国盛	41		-32		
139		华金期货	34		13		
140		山西三立	30		-371		
141		混沌天成	28		-598		
142		晟鑫期货	20		-93		
143		山金期货	18		-47		
144		通惠期货	13		-13		
145		大通期货	12		-16		
146		黑龙江时代	6		6		
总计				543,174		-233,542	

名次		会员简称	持买单量	增减		
1		渤海期货	40,561		716		
2		华信万达	36,770		-1,023		
3		南华期货	19,260		-3,575		
4		永安期货	19,218		1,175		
5		华泰期货	18,449		576		
6		一德期货	12,936		9,478		
7		中粮期货	12,381		-901		
8		国投安信	12,310		-562		
9		光大期货	10,394		-7,283		
10		中辉期货	10,238		7,189		
11		中信期货	10,023		1,471		
12		方正中期	9,230		-243		
13		华鑫期货	8,479		1,138		
14		申银万国	8,441		-225		
15		长江期货	8,374		2,329		
16		国泰君安	8,246		501		
17		海通期货	8,236		-2,632		
18		兴证期货	7,799		1,841		
19		中国国际	7,556		3,437		
20		银河期货	7,056		858		
21		广发期货	5,877		403		
22		金瑞期货	5,635		-773		
23		中融汇信	5,590		-1,503		
24		徽商期货	5,138		-740		
25		浙商期货	5,134		20		
26		五矿经易	5,013		1,034		
27		东航期货	4,963		525		
28		鲁证期货	4,861		-469		
29		迈科期货	4,592		-1,356		
30		国信期货	4,555		1,185		
31		东证期货	4,516		726		
32		国联期货	4,124		-133		
33		宏源期货	4,082		424		
34		广州金控	3,852		-590		
35		新湖期货	3,715		-178		
36		中钢期货	3,564		-63		
37		宝城期货	3,539		139		
38		中天期货	3,404		-44		
39		国海良时	3,050		-159		
40		浙江新世纪	2,997		20		
41		弘业期货	2,847		-330		
42		上海中期	2,810		-1		
43		汇鑫期货	2,623		70		
44		中信建投	2,470		-158		
45		北京首创	2,297		-214		
46		南证期货	2,099		-120		
47		冠通期货	2,089		-335		
48		建信期货	1,893		16		
49		中衍期货	1,879		-123		
50		华安期货	1,791		874		
51		国贸期货	1,748		-79		
52		英大期货	1,746		-13		
53		招金期货	1,746		705		
54		东吴期货	1,683		-1,114		
55		大有期货	1,647		-69		
56		国富期货	1,590		105		
57		海航期货	1,543		-222		
58		美尔雅期货	1,535		-45		
59		东兴期货	1,524		23		
60		西部期货	1,509		146		
61		福能期货	1,373		-276		
62		金元期货	1,297		386		
63		信达期货	1,285		50		
64		中财期货	1,234		426		
65		招商期货	1,229		-1,044		
66		格林大华	1,200		-59		
67		江西瑞奇	1,140		-19		
68		兴业期货	1,088		316		
69		中大期货	1,037		284		
70		津投期货	1,027		-129		
71		大地期货	1,005		99		
72		中航期货	986		-154		
73		安粮期货	954		24		
74		德盛期货	917		-81		
75		新纪元期货	905		-131		
76		东海期货	889		-65		
77		中投期货	881		31		
78		混沌天成	872		3		
79		锦泰期货	848		35		
80		瑞达期货	806		-97		
81		深圳瑞龙	797		-112		
82		国元期货	749		-131		
83		广州期货	748		-132		
84		上海东亚	739		159		
85		华联期货	701		-34		
86		倍特期货	693		-295		
87		先融期货	678		20		
88		恒泰期货	657		2		
89		平安期货	627		-29		
90		华西期货	616		117		
91		国金期货	605		-97		
92		大越期货	548		-172		
93		创元期货	541		165		
94		中银国际	519		52		
95		民生期货	510		-14		
96		北京金鹏	499		-51		
97		首创京都	461		-4		
98		中原期货	430		-156		
99		东方汇金	403		-6		
100		上海大陆	376		-31		
101		深圳金汇	371		-6		
102		铜冠金源	358		-25		
103		长安期货	358		-7		
104		神华期货	352		-17		
105		河北恒银	333		-7		
106		江信国盛	298		6		
107		云晨期货	257		-99		
108		盛达期货	256		-1		
109		天风期货	254		58		
110		同信久恒	241		127		
111		国都期货	234		13		
112		中州期货	227		-58		
113		第一创业	203		18		
114		和合期货	198		97		
115		金石期货	197		14		
116		集成期货	195		-71		
117		西南期货	193		-223		
118		九州期货	177		-12		
119		道通期货	162		-62		
120		晟鑫期货	159		-2		
121		华融期货	153		-22		
122		大连良运	143		-10		
123		华闻期货	141		-12		
124		金信期货	139		-50		
125		新晟期货	136		28		
126		红塔期货	126		-3		
127		财达期货	121		-2		
128		华龙期货	107		-18		
129		东方期货	103		30		
130		天鸿期货	74		-10		
131		海证期货	73		2		
132		山金期货	66		4		
133		江苏东华	62		27		
134		华创期货	56		28		
135		摩根大通	44		0		
136		大通期货	28		0		
137		文峰期货	25		3		
138		山西三立	18		-2		
139		天富期货	14		-4		
140		鑫鼎盛期货	10		4		
141		华金期货	8		0		
142		通惠期货	3		-2		
143		新疆天利	2		0		
144		和融期货	1		0		
145		上海浙石	0		-41		
146		中金期货	0		-1		
总计				442,773		10,391		

名次		会员简称	持卖单量	增减		
1		永安期货	45,721		2,551		
2		光大期货	36,843		-6,787		
3		国投安信	32,955		5,872		
4		华泰期货	17,281		738		
5		中信期货	16,030		-3,889		
6		南华期货	13,240		-353		
7		国泰君安	12,309		-634		
8		兴证期货	11,742		-240		
9		格林大华	11,263		688		
10		中粮期货	11,063		91		
11		北京首创	10,746		416		
12		华信万达	10,708		-243		
13		国富期货	9,455		149		
14		浙商期货	9,057		452		
15		华鑫期货	8,755		1,811		
16		汇鑫期货	8,520		1,968		
17		东证期货	8,327		1,806		
18		新湖期货	8,178		31		
19		中金期货	7,987		-112		
20		方正中期	7,883		90		
21		海通期货	7,283		873		
22		金瑞期货	6,964		1,017		
23		中国国际	6,764		-1,249		
24		鲁证期货	6,041		112		
25		东航期货	5,597		-867		
26		徽商期货	5,254		1,905		
27		申银万国	5,226		-1		
28		海航期货	4,966		69		
29		广州金控	4,879		-730		
30		广发期货	3,980		1,760		
31		倍特期货	3,643		-139		
32		迈科期货	3,577		-31		
33		国都期货	3,539		2,949		
34		长江期货	3,466		-2,167		
