								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20160816	

			期货公司会员	

名次		会员简称	成交量		增减		
1		华泰期货	19,338		-9,865		
2		永安期货	14,734		-13,278		
3		光大期货	11,557		-317		
4		国投安信	10,448		-12,571		
5		方正中期	10,268		-2,122		
6		国泰君安	10,220		-3,393		
7		海通期货	9,198		-7,366		
8		徽商期货	8,985		-4,721		
9		东证期货	8,251		-3,001		
10		东航期货	8,218		-6,248		
11		中信期货	7,858		-8,807		
12		南华期货	7,798		-3,713		
13		广发期货	7,283		-5,154		
14		华安期货	7,016		-2,499		
15		兴证期货	6,483		-7,694		
16		广永期货	6,359		-7,739		
17		华信万达	6,325		-12,721		
18		申银万国	6,291		-4,627		
19		鲁证期货	6,156		-1,393		
20		中信建投	5,878		-2,397		
21		浙商期货	5,704		-400		
22		招商期货	5,341		-2,045		
23		安粮期货	4,560		-1,746		
24		银河期货	4,558		-1,070		
25		长江期货	3,844		-2,080		
26		中国国际	3,643		-1,649		
27		弘业期货	3,418		-442		
28		美尔雅期货	3,175		-3,727		
29		新湖期货	3,026		-1,160		
30		中融汇信	2,913		-1,129		
31		北京首创	2,791		-6,294		
32		国海良时	2,752		-3,415		
33		国信期货	2,694		-1,080		
34		广州期货	2,652		350		
35		东方汇金	2,590		-1,885		
36		中钢期货	2,490		1,668		
37		宝城期货	2,480		-239		
38		中衍期货	2,458		-1,542		
39		中银国际	2,438		-224		
40		大地期货	2,415		-2,701		
41		西部期货	2,337		-1,122		
42		宏源期货	2,317		-3,863		
43		国贸期货	2,212		171		
44		上海中期	2,139		-1,657		
45		英大期货	2,094		-534		
46		中粮期货	2,075		-2,523		
47		五矿经易	1,972		-711		
48		集成期货	1,884		-1,156		
49		中大期货	1,860		-869		
50		大越期货	1,805		675		
51		华鑫期货	1,804		149		
52		一德期货	1,740		-984		
53		国富期货	1,714		200		
54		国元期货	1,695		-560		
55		汇鑫期货	1,606		597		
56		东吴期货	1,490		573		
57		瑞达期货	1,489		-1,150		
58		金瑞期货	1,487		-2,428		
59		格林大华	1,483		-3,363		
60		同信久恒	1,445		-1,862		
61		创元期货	1,376		-897		
62		中辉期货	1,365		-1,899		
63		锦泰期货	1,346		758		
64		信达期货	1,172		-2,376		
65		建信期货	1,143		-905		
66		国联期货	1,074		-493		
67		兴业期货	972		590		
68		上海大陆	938		-1,214		
69		招金期货	937		-1,493		
70		金元期货	919		-1,667		
71		深圳瑞龙	919		-278		
72		浙江新世纪	894		546		
73		冠通期货	892		-1,557		
74		迈科期货	889		-1,142		
75		中原期货	857		47		
76		国金期货	808		-276		
