								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170705	

			期货公司会员	

名次		会员简称	成交量		增减		
1		华安期货	25,537		4,243		
2		兴证期货	17,267		-1,540		
3		光大期货	16,769		-6,849		
4		海通期货	15,073		-8,844		
5		东证期货	13,856		-10,027		
6		中信期货	11,051		-6,266		
7		广州金控	9,215		562		
8		徽商期货	7,431		-1,324		
9		国泰君安	7,224		782		
10		国投安信	6,508		-6,461		
11		汇鑫期货	6,208		-3,843		
12		华泰期货	6,113		-6,973		
13		鲁证期货	5,657		-2,416		
14		永安期货	4,869		-10,955		
15		国信期货	4,031		-2,844		
16		宏源期货	4,016		-1,157		
17		东航期货	3,975		-5,136		
18		金瑞期货	3,676		-4,095		
19		广发期货	3,518		-6,113		
20		华信期货	3,375		-4,784		
21		西部期货	3,370		-2,944		
22		新湖期货	3,302		-3,278		
23		南华期货	3,156		-123		
24		东海期货	3,060		-3,019		
25		和合期货	3,052		2,664		
26		方正中期	2,959		-7,011		
27		中信建投	2,713		-2,623		
28		渤海期货	2,655		-803		
29		宝城期货	2,635		-229		
30		江信国盛	2,470		1,506		
31		浙商期货	2,423		-4,366		
32		申银万国	2,280		-9,451		
33		上海中期	2,240		560		
34		弘业期货	2,238		-2,565		
35		美尔雅期货	2,084		15		
36		长江期货	2,082		-3,584		
37		国都期货	2,027		1,687		
38		浙江新世纪	2,024		1,458		
39		长安期货	1,987		-660		
40		银河期货	1,942		-1,388		
41		国海良时	1,866		-292		
42		北京首创	1,797		-2,757		
43		华鑫期货	1,688		-223		
44		中粮期货	1,587		-1,859		
45		国富期货	1,421		-2,239		
46		招商期货	1,333		-1,650		
47		中国国际	1,281		-1,451		
48		中辉期货	1,236		-1,260		
49		冠通期货	1,209		-550		
50		广州期货	1,105		579		
51		铜冠金源	1,100		-696		
52		格林大华	1,062		-1,266		
53		中衍期货	969		-1,385		
54		国金期货	966		-450		
55		恒泰期货	952		-174		
56		上海大陆	916		656		
57		安粮期货	908		-2,073		
58		中财期货	867		266		
59		创元期货	858		-1,654		
60		建信期货	857		-1,911		
61		五矿经易	849		-399		
62		瑞达期货	816		-3,589		
63		国联期货	724		-1,213		
64		中大期货	677		-134		
65		大地期货	647		7		
66		深圳瑞龙	642		-681		
67		英大期货	599		-156		
68		东方汇金	597		234		
69		一德期货	583		-775		
70		中航期货	540		64		
71		先融期货	499		-167		
72		中州期货	498		-504		
73		国元期货	497		140		
74		迈科期货	471		-531		
75		东兴期货	466		-3,339		
76		中银国际	458		-387		
77		倍特期货	402		115		
78		华西期货	379		-756		
79		东吴期货	378		-462		
80		信达期货	372		-1,647		
81		华融期货	360		257		
82		金元期货	357		-910		
83		江苏东华	349		-50		
84		新纪元期货	348		-675		
85		道通期货	347		284		
86		大有期货	328		-537		
87		招金期货	312		-652		
88		平安期货	306		-155		
89		江西瑞奇	302		1		
90		中原期货	302		-186		
91		晟鑫期货	286		226		
92		民生期货	272		-294		
93		福能期货	258		-540		
94		华联期货	253		-62		
95		中天期货	250		-716		
96		财达期货	250		182		
97		神华期货	242		23		
98		兴业期货	232		-768		
99		大连良运	216		-581		
100		国贸期货	214		-1,143		
101		津投期货	209		-171		
102		华闻期货	196		-209		
103		中金期货	187		-7		
104		南证期货	187		-492		
105		东方期货	181		-196		
106		德盛期货	179		-221		
107		中投期货	147		-193		
108		海证期货	135		-14		
109		山西三立	127		65		
110		金石期货	122		-148		
111		河北恒银	121		40		
112		红塔期货	120		-71		
113		同信久恒	118		-575		
114		北京金鹏	116		-21		
115		集成期货	115		-1,148		
116		锦泰期货	114		-287		
117		海航期货	110		-310		
118		西南期货	107		25		
119		首创京都	106		40		
120		大越期货	100		-96		
121		中融汇信	92		-776		
122		和融期货	86		73		
123		九州期货	81		-178		
124		天鸿期货	80		79		
125		天风期货	76		-464		
126		盛达期货	72		-83		
127		中钢期货	70		-44		
128		新晟期货	55		-59		
129		云晨期货	54		-19		
130		文峰期货	53		-69		
131		新疆天利	52		43		
132		通惠期货	52		11		
133		华龙期货	49		-13		
134		深圳金汇	41		-195		
135		金信期货	36		-31		
136		混沌天成	35		-2,398		
137		第一创业	35		-23		
138		华金期货	29		-19		
139		天富期货	22		-56		
140		华创期货	19		-8		
141		鑫鼎盛期货	19		-21		
142		上海东亚	14		-163		
143		大通期货	10		-8		
144		黑龙江时代	4		2		
145		山金期货	1		-41		
总计				270,858		-167,508	

名次		会员简称	持买单量	增减		
1		中国国际	32,842		-117		
2		华泰期货	19,626		-162		
3		南华期货	17,917		524		
4		华信期货	17,418		-785		
5		海通期货	17,384		522		
6		中信期货	15,801		618		
7		永安期货	15,586		91		
8		中粮期货	13,598		249		
9		国投安信	11,742		298		
10		广发期货	10,187		-179		
11		方正中期	9,460		402		
12		光大期货	9,300		-666		
13		兴证期货	8,207		343		
14		长江期货	7,815		124		
15		东航期货	7,741		-105		
16		国泰君安	6,649		572		
17		银河期货	6,411		-533		
18		中融汇信	6,393		-38		
19		东证期货	6,180		1,128		
20		金瑞期货	5,953		-696		
21		格林大华	5,946		238		
22		渤海期货	5,885		122		
23		招商期货	5,639		359		
24		申银万国	5,101		40		
25		徽商期货	4,817		-269		
26		迈科期货	4,482		-39		
27		鲁证期货	4,408		-681		
28		国信期货	3,793		15		
29		东兴期货	3,734		-90		
30		新湖期货	3,521		-578		
31		一德期货	3,466		53		
32		国联期货	3,432		74		
33		海航期货	3,246		1		
34		浙商期货	3,165		-875		
35		五矿经易	3,088		45		
36		冠通期货	3,068		204		
37		北京首创	2,767		-120		
38		中衍期货	2,589		5		
39		上海大陆	2,581		378		
40		中信建投	2,574		217		
41		宝城期货	2,407		-16		
42		弘业期货	2,381		-12		
43		宏源期货	2,378		-697		
44		国富期货	2,215		-142		
45		中钢期货	2,158		-3		
46		建信期货	2,124		-100		
47		信达期货	2,072		-26		
48		混沌天成	2,026		-3		
49		美尔雅期货	2,024		438		
50		东海期货	1,990		-1,290		
51		国海良时	1,977		-74		
52		中辉期货	1,972		14		
53		国贸期货	1,708		0		
54		大有期货	1,640		43		
55		福能期货	1,513		15		
56		上海中期	1,502		-304		
57		深圳瑞龙	1,277		18		
58		大越期货	1,269		28		
59		浙江新世纪	1,067		-1,295		
60		东吴期货	1,051		-21		
61		英大期货	1,017		-144		
62		华安期货	990		-99		
63		中投期货	857		16		
64		汇鑫期货	856		-254		
65		西部期货	825		-291		
66		中银国际	812		-52		
67		兴业期货	807		2		
68		大地期货	806		142		
69		瑞达期货	780		-21		
70		中航期货	764		219		
71		国金期货	750		-22		
72		中天期货	736		-47		
73		华西期货	722		79		
74		东方汇金	721		-304		
75		江西瑞奇	712		123		
76		广州金控	693		-87		
77		中大期货	688		-220		
78		安粮期货	684		-35		
79		广州期货	663		-207		
80		招金期货	660		-104		
81		新纪元期货	658		-129		
82		平安期货	658		-44		
83		德盛期货	646		4		
84		华联期货	598		-7		
