								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150929	

			期货公司会员	

名次		会员简称	成交量		增减		
1		兴证期货	6,338		5,190		
2		永安期货	6,310		3,523		
3		天风期货	4,949		4,905		
4		新湖期货	4,817		3,037		
5		银河期货	2,987		1,584		
6		东航期货	2,599		1,414		
7		万达期货	1,697		891		
8		徽商期货	1,597		337		
9		中国国际	1,389		690		
10		美尔雅期货	1,388		928		
11		国联期货	1,373		124		
12		招商期货	1,287		856		
13		申银万国	1,216		705		
14		光大期货	1,169		654		
15		中融汇信	1,138		541		
16		国泰君安	1,100		-928		
17		中衍期货	1,001		306		
18		金石期货	939		917		
19		国投期货	938		246		
20		安粮期货	839		595		
21		方正中期	818		162		
22		中辉期货	793		711		
23		北京首创	792		348		
24		集成期货	781		698		
25		海通期货	754		545		
26		格林大华	746		309		
27		宝城期货	741		275		
28		大有期货	673		395		
29		中信期货	669		317		
30		中信建投	667		468		
31		广发期货	597		346		
32		一德期货	582		191		
33		长江期货	537		460		
34		摩根大通	530		530		
35		首创京都	520		450		
36		弘业期货	486		362		
37		南华期货	431		341		
38		浙江新世纪	426		418		
39		华海期货	400		400		
40		广永期货	400		195		
41		国海良时	383		238		
42		鲁证期货	369		-1,055		
43		上海中期	367		21		
44		华泰期货	365		73		
45		信达期货	336		135		
46		华安期货	314		226		
47		中粮期货	285		-597		
48		浙商期货	281		249		
49		英大期货	274		-615		
50		深圳瑞龙	252		173		
51		湖南金信	240		216		
52		国元期货	218		-28		
53		中投期货	206		103		
54		东海期货	196		100		
55		汇鑫期货	190		131		
56		中大期货	181		12		
57		海航东银	176		44		
58		广州期货	175		43		
59		建信期货	170		156		
60		国信期货	170		74		
61		德盛期货	169		64		
62		江苏新纪元	160		134		
63		盛达期货	160		160		
64		南证期货	156		-308		
65		国金期货	146		2		
66		金友期货	145		15		
67		东证期货	134		-2,552		
68		倍特期货	131		80		
69		恒泰期货	125		108		
70		新疆天利	105		55		
71		国贸期货	96		-91		
72		东方汇金	91		-153		
73		冠通期货	90		44		
74		中银国际	90		84		
75		宏源期货	89		-208		
76		同信久恒	88		-118		
77		招金期货	85		-309		
78		国都期货	84		58		
79		瑞达期货	84		-461		
80		中钢期货	83		56		
81		银建期货	81		80		
82		铜冠金源	80		61		
83		金瑞期货	76		52		
84		华龙期货	75		73		
85		江西瑞奇	74		57		
86		财达期货	72		40		
87		中航期货	72		66		
88		华联期货	72		30		
89		平安期货	65		24		
90		安信期货	63		-44		
91		津投期货	63		-14		
92		创元期货	60		-69		
93		五矿经易	54		18		
94		东兴期货	50		48		
95		大连良运	47		46		
96		道通期货	47		3		
97		华西期货	47		-115		
98		东吴期货	41		10		
99		中原期货	41		11		
100		山金期货	40		30		
101		渤海期货	40		31		
102		新晟期货	39		39		
103		中州期货	38		13		
104		文峰期货	37		24		
105		金元期货	31		-80		
106		江信国盛	30		30		
107		民生期货	27		15		
108		神华期货	27		17		
109		西部期货	27		-94		
110		华闻期货	25		21		
111		华创期货	24		24		
112		大地期货	23		-5		
113		上海东亚	20		12		
114		天富期货	19		19		
115		先融期货	19		11		
116		河北恒银	18		17		
117		晟鑫期货	18		-16		
118		山西三立	17		5		
119		金谷期货	14		10		
120		海证期货	14		13		
121		上海中财	14		-31		
122		大通期货	13		10		
123		上海大陆	12		-98		
124		锦泰期货	12		-100		
125		大越期货	11		7		
126		第一创业	11		-2		
127		西南期货	11		8		
128		云晨期货	10		-33		
129		红塔期货	9		7		
130		天鸿期货	9		7		
131		和合期货	8		-5		
132		北京金鹏	7		-48		
133		黑龙江时代	6		2		
134		混沌天成	6		-27		
135		华融期货	4		4		
136		深圳金汇	3		2		
137		迈科期货	1		-22		
138		鑫鼎盛期货	1		-6		
总计				66,748		30,983		

名次		会员简称	持买单量	增减		
