								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170502	

			期货公司会员	

名次		会员简称	成交量		增减		
1		光大期货	49,703		25,084		
2		海通期货	46,670		17,547		
3		国投安信	27,529		17,734		
4		国泰君安	22,103		6,397		
5		永安期货	20,912		9,912		
6		长江期货	19,259		13,598		
7		中信期货	17,759		3,327		
8		华安期货	17,614		14,230		
9		东证期货	14,972		8,697		
10		华泰期货	14,370		7,180		
11		华信万达	13,355		7,007		
12		华鑫期货	12,105		6,055		
13		鲁证期货	11,679		7,170		
14		广发期货	11,274		5,828		
15		徽商期货	10,049		1,844		
16		兴证期货	9,415		200		
17		金瑞期货	8,756		5,153		
18		中信建投	8,727		3,631		
19		广州金控	8,612		5,663		
20		南华期货	8,540		4,804		
21		渤海期货	8,347		-2,884		
22		东航期货	8,337		2,526		
23		国都期货	7,879		4,437		
24		汇鑫期货	7,575		1,718		
25		格林大华	7,418		5,206		
26		建信期货	6,921		5,611		
27		东吴期货	6,888		6,543		
28		弘业期货	6,795		4,623		
29		银河期货	6,066		552		
30		方正中期	5,787		2,256		
31		宏源期货	5,654		2,329		
32		新湖期货	5,535		1,004		
33		西部期货	4,973		922		
34		中航期货	4,775		3,818		
35		美尔雅期货	4,749		2,887		
36		中融汇信	4,583		1,819		
37		中国国际	4,263		824		
38		中辉期货	4,062		2,131		
39		申银万国	4,004		632		
40		国信期货	3,947		-1,349		
41		上海中期	3,908		1,631		
42		招商期货	3,894		1,260		
43		国富期货	3,776		1,214		
44		一德期货	3,771		2,678		
45		北京首创	3,759		-313		
46		中粮期货	3,750		-1,070		
47		迈科期货	3,658		2,213		
48		国海良时	3,367		1,967		
49		上海大陆	3,153		2,135		
50		国联期货	3,122		623		
51		宝城期货	2,927		1,544		
52		金元期货	2,661		-2,038		
53		铜冠金源	2,647		1,794		
54		大地期货	2,582		2,071		
55		浙商期货	2,560		-339		
56		东海期货	2,415		814		
57		安粮期货	2,384		-37		
58		中衍期货	2,249		619		
59		大通期货	2,211		638		
60		瑞达期货	2,136		1,367		
61		创元期货	2,053		715		
62		和合期货	2,026		1,874		
63		中大期货	1,901		1,099		
64		海航期货	1,875		975		
65		上海中财	1,824		1,397		
66		国贸期货	1,695		240		
67		冠通期货	1,663		169		
68		五矿经易	1,642		491		
69		华西期货	1,628		748		
70		信达期货	1,511		523		
71		同信久恒	1,480		673		
72		新纪元期货	1,468		1,098		
73		东兴期货	1,447		673		
74		恒泰期货	1,422		1,023		
75		中投期货	1,352		-359		
76		天风期货	1,351		805		
77		英大期货	1,304		134		
78		国金期货	1,236		-268		
79		先融期货	1,180		233		
80		国元期货	1,107		823		
81		中原期货	1,001		652		
82		浙江新世纪	999		882		
83		大有期货	989		228		
84		江西瑞奇	982		-212		
85		深圳瑞龙	978		272		
86		锦泰期货	917		286		
87		福能期货	875		176		
88		平安期货	785		212		
89		兴业期货	779		379		
90		南证期货	769		475		
91		广州期货	710		335		
92		大连良运	674		-11		
93		深圳金汇	665		342		
94		华联期货	664		86		
95		倍特期货	650		92		
96		东方汇金	611		209		
97		北京金鹏	598		346		
98		大越期货	580		379		
99		江苏东华	577		-263		
100		中天期货	570		-13		
101		津投期货	556		167		
102		德盛期货	524		322		
103		鑫鼎盛期货	508		502		
104		华融期货	490		136		
105		云晨期货	461		405		
106		集成期货	445		-112		
107		华闻期货	436		292		
108		神华期货	421		48		
109		招金期货	413		-27		
110		中州期货	347		172		
111		海证期货	324		104		
112		民生期货	324		57		
113		新晟期货	288		202		
114		九州期货	259		184		
115		金石期货	251		142		
116		上海东亚	250		-154		
117		文峰期货	244		83		
118		道通期货	231		-106		
119		中钢期货	227		41		
120		财达期货	224		182		
121		金信期货	221		41		
122		山金期货	219		63		
123		江信国盛	218		124		
124		东方期货	217		37		
125		红塔期货	186		132		
126		华龙期货	181		140		
127		西南期货	173		112		
128		中银国际	150		1		
129		长安期货	143		49		
130		华创期货	137		13		
131		中金期货	135		2		
132		河北恒银	132		67		
133		天富期货	117		-115		
134		第一创业	117		-365		
135		首创京都	115		15		
136		混沌天成	113		92		
137		山西三立	100		51		
138		华金期货	90		-66		
139		盛达期货	88		57		
140		天鸿期货	79		18		
141		晟鑫期货	70		62		
142		新疆天利	44		23		
143		上海浙石	34		32		
144		黑龙江时代	12		12		
145		和融期货	4		1		
146		通惠期货	3		3		
总计				589,750		256,596		

名次		会员简称	持买单量	增减		
1		华信万达	39,215		-642		
2		渤海期货	37,052		751		
3		南华期货	25,745		2,668		
4		光大期货	21,646		2,731		
5		海通期货	18,663		2,287		
6		国投安信	17,765		-2,817		
7		永安期货	16,976		1,494		
8		瑞达期货	13,391		715		
9		方正中期	12,809		750		
10		申银万国	10,928		-357		
11		中融汇信	10,682		484		
12		中粮期货	10,485		1,057		
13		东证期货	10,383		3,003		
14		广发期货	9,178		1,962		
15		华泰期货	8,907		-4,820		
16		华鑫期货	8,643		-6,254		
17		国泰君安	8,431		-1,252		
18		金瑞期货	7,467		2,074		
19		中信期货	7,413		475		
20		东航期货	7,102		-2,279		
21		鲁证期货	6,949		1,032		
22		弘业期货	6,730		-590		
