								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20150722	

			期货公司会员	

名次		会员简称	成交量		增减		
1		东航期货	1,072		755		
2		兴证期货	774		-398		
3		永安期货	605		290		
4		集成期货	542		-25		
5		新湖期货	538		-141		
6		首创京都	533		227		
7		天风期货	503		-227		
8		中融汇信	436		18		
9		银河期货	361		-2		
10		徽商期货	338		-4		
11		上海大陆	270		105		
12		鲁证期货	254		66		
13		格林大华	238		168		
14		东吴期货	233		147		
15		中衍期货	199		82		
16		方正中期	190		-177		
17		中国国际	188		-176		
18		海通期货	182		-111		
19		中辉期货	150		89		
20		万达期货	146		-36		
21		国投期货	134		100		
22		江苏新纪元	118		110		
23		东证期货	104		-52		
24		申银万国	103		11		
25		中大期货	96		33		
26		国泰君安	89		-3		
27		国都期货	88		11		
28		神华期货	80		13		
29		浙商期货	70		32		
30		长江期货	67		-70		
31		广发期货	62		-29		
32		湖南金信	62		59		
33		渤海期货	53		45		
34		安粮期货	51		-119		
35		银建期货	47		-2		
36		光大期货	42		-29		
37		中投期货	40		-56		
38		中信期货	39		-127		
39		国海良时	38		16		
40		华西期货	38		13		
41		平安期货	37		9		
42		财达期货	36		26		
43		华泰期货	36		-5		
44		中信建投	34		-51		
45		中粮期货	33		-110		
46		弘业期货	32		14		
47		金元期货	30		-50		
48		华安期货	30		-49		
49		迈科期货	28		9		
50		中州期货	26		0		
51		英大期货	26		-20		
52		瑞达期货	25		5		
53		国信期货	24		-64		
54		上海中期	24		7		
55		招商期货	21		-7		
56		一德期货	20		14		
57		和合期货	19		-2		
58		华联期货	19		6		
59		北京首创	18		-41		
60		津投期货	18		-63		
61		信达期货	17		-19		
62		深圳瑞龙	16		-3		
63		道通期货	16		-14		
64		美尔雅期货	16		-52		
65		国元期货	15		-18		
66		东海期货	14		-23		
67		江苏东华	14		11		
68		广州期货	13		4		
69		安信期货	13		-21		
70		北京金鹏	13		0		
71		东方汇金	12		-50		
72		宝城期货	12		-69		
73		山金期货	10		10		
74		宏源期货	10		-16		
75		华龙期货	10		-36		
76		建信期货	9		-2		
77		国金期货	9		-29		
78		锦泰期货	8		-16		
79		国贸期货	7		-55		
80		华鑫期货	7		-9		
81		南证期货	7		0		
82		金友期货	7		-44		
83		汇鑫期货	6		6		
84		民生期货	6		-6		
85		西南期货	6		6		
86		中原期货	6		-56		
87		海航东银	6		2		
88		招金期货	6		-67		
89		冠通期货	5		-8		
90		南华期货	5		-21		
91		海证期货	5		5		
92		天鸿期货	5		-15		
93		国联期货	5		-14		
94		山西三立	5		3		
95		江西瑞奇	5		-33		
96		天富期货	4		-13		
97		西部期货	4		-8		
98		先融期货	4		-27		
99		同信久恒	4		2		
100		上海中财	4		-7		
101		德盛期货	3		-11		
102		金谷期货	3		0		
103		大地期货	3		1		
104		长安期货	2		1		
105		恒泰期货	2		-1		
106		晟鑫期货	2		-4		
107		东兴期货	2		0		
108		红塔期货	2		2		
109		金石期货	2		-18		
110		盛达期货	2		2		
111		大越期货	2		-16		
112		文峰期货	1		-3		
113		上海东亚	1		1		
114		大连良运	1		-98		
115		华融期货	1		-22		
116		鑫鼎盛期货	1		0		
117		中银国际	1		-2		
118		创元期货	1		1		
119		中航期货	1		-25		
总计				10,088		-660		

名次		会员简称	持买单量	增减		
1		国投期货	3,808		0		
2		中粮期货	3,167		-8		
3		海航东银	2,334		5		
4		摩根大通	2,000		0		
5		新湖期货	1,263		242		
6		万达期货	866		-4		
7		中国国际	633		66		
8		银河期货	488		55		
9		徽商期货	370		36		
10		方正中期	335		-1		
11		广发期货	283		24		
12		国信期货	248		-3		
13		海通期货	229		33		
14		上海大陆	205		68		
15		国泰君安	165		13		
16		上海中期	148		0		
17		南华期货	145		1		
18		宏源期货	135		-2		
19		天富期货	127		2		
20		中信建投	123		-2		
21		瑞达期货	116		-1		
22		中大期货	115		66		
23		东方汇金	102		-3		
24		华泰期货	98		15		
25		中辉期货	93		14		
26		安粮期货	89		-25		
27		弘业期货	80		7		
28		中信期货	80		-1		
29		东吴期货	72		-1		
30		广州期货	72		0		
31		信达期货	71		6		
32		神华期货	71		4		
33		浙江新世纪	67		0		
34		格林大华	65		-142		
35		鲁证期货	62		-101		
36		东海期货	61		-10		
37		大有期货	58		0		
38		永安期货	52		0		
39		渤海期货	52		25		
40		平安期货	51		-10		
41		浙商期货	50		-22		
42		金瑞期货	50		0		
43		光大期货	47		-10		
44		长江期货	45		16		
45		财达期货	40		20		
46		银建期货	40		-39		
47		国金期货	35		-6		
48		申银万国	33		6		
49		华联期货	33		11		
50		津投期货	31		0		
51		东航期货	30		-1		
52		兴业期货	30		0		
53		中衍期货	29		1		
54		兴证期货	26		-12		
55		金友期货	26		7		
56		锦泰期货	25		6		
57		中投期货	24		1		
58		英大期货	22		-12		
59		华龙期货	21		2		
60		宝城期货	20		-1		
61		山金期货	20		10		
62		华融期货	20		0		
63		中原期货	20		0		
64		美尔雅期货	19		4		
65		国海良时	17		9		
66		国联期货	16		-3		
67		招商期货	16		3		
68		北京首创	13		4		
69		和合期货	13		2		
70		大连良运	12		0		
71		建信期货	12		9		
72		五矿经易	12		0		
73		恒泰期货	11		2		
74		东证期货	11		-16		
75		冠通期货	11		0		
76		江苏新纪元	10		-1		
77		国贸期货	10		1		
78		一德期货	10		2		
79		安信期货	9		0		
80		湖南金信	9		7		
81		中州期货	9		4		
82		文峰期货	8		1		
83		上海中财	7		0		
84		倍特期货	7		0		
85		中钢期货	7		0		
86		先融期货	7		0		
87		深圳金汇	6		0		
88		金石期货	6		2		
89		南证期货	6		4		
90		民生期货	6		2		
91		华安期货	6		0		
92		招金期货	5		0		
93		深圳瑞龙	5		-2		
94		集成期货	5		0		
95		混沌天成	5		0		
96		天鸿期货	5		5		
97		海证期货	5		5		
98		华西期货	5		0		
99		北京金鹏	5		3		
100		华鑫期货	5		-2		
101		大地期货	4		0		
102		德盛期货	4		2		
103		晟鑫期货	4		0		
104		新晟期货	4		0		
105		山西三立	4		1		
106		国都期货	3		0		
107		中银国际	3		0		
108		江信国盛	3		0		
109		江西瑞奇	2		0		
110		广永期货	2		0		
111		财富期货	2		0		
112		创元期货	2		1		
113		中融汇信	1		-6		
114		东兴期货	1		0		
115		江苏东华	1		0		
116		首创京都	1		-150		
117		西部期货	1		0		
118		鑫鼎盛期货	1		-1		
119		西南期货	0		-3		
120		金谷期货	0		-3		
121		道通期货	0		-3		
122		迈科期货	0		-8		
总计				19,690		220		

名次		会员简称	持卖单量	增减		
1		永安期货	3,118		87		
2		海航东银	2,185		1		
3		鲁证期货	1,963		35		
4		格林大华	1,108		-10		
5		中信期货	1,076		-16		
6		天风期货	986		481		
7		万达期货	941		0		
8		方正中期	920		49		
9		广发期货	889		2		
10		光大期货	779		0		
11		首创京都	672		-381		
12		东航期货	525		-59		
13		中国国际	428		50		
14		新湖期货	402		-4		
15		国投期货	360		120		
16		招金期货	245		-2		
17		东吴期货	209		0		
18		华安期货	198		0		
19		安粮期货	185		2		
20		大连良运	165		1		
21		招商期货	128		0		
