								大连商品交易所 成交量_买持仓_卖持仓排名	

品种代码：cs		Date：20170317	

			期货公司会员	

名次		会员简称	成交量		增减		
1		海通期货	52,735		-11,999		
2		国投安信	25,288		1,173		
3		永安期货	20,303		-5,717		
4		中信期货	19,739		-7,535		
5		东证期货	16,669		-1,564		
6		光大期货	16,171		-10,087		
7		华信万达	14,290		-6,062		
8		广州金控	13,930		-4,823		
9		银河期货	12,652		-12,262		
10		华泰期货	12,077		-3,410		
11		长江期货	11,228		-6,118		
12		东航期货	11,101		-2,320		
13		徽商期货	10,939		-5,276		
14		方正中期	10,300		-1,655		
15		国泰君安	10,208		-5,855		
16		国信期货	10,064		-3,858		
17		东方汇金	8,703		616		
18		鲁证期货	8,703		-6,355		
19		兴证期货	8,333		-4,605		
20		西部期货	8,277		-4,587		
21		广发期货	8,044		-5,309		
22		中信建投	6,924		46		
23		华安期货	6,095		-744		
24		申银万国	5,733		67		
25		国都期货	5,701		3,400		
26		浙商期货	5,246		-6,578		
27		金瑞期货	5,145		-9,880		
28		安粮期货	4,623		-1,078		
29		上海中期	4,605		-1,575		
30		中粮期货	4,447		-4,699		
31		中融汇信	4,399		-1,564		
32		冠通期货	4,319		652		
33		宏源期货	4,042		-4,837		
34		新湖期货	4,023		-2,727		
35		中国国际	3,660		-1,355		
36		南华期货	3,626		-7,663		
37		国金期货	3,506		62		
38		北京首创	3,344		-4,125		
39		中银国际	3,085		2,021		
40		迈科期货	3,064		-1,332		
41		弘业期货	2,983		-6,617		
42		五矿经易	2,922		1,481		
43		招商期货	2,898		-15,451		
44		渤海期货	2,848		-1,688		
45		国海良时	2,782		-3,972		
46		深圳瑞龙	2,651		1,082		
47		华西期货	2,536		-1,159		
48		华鑫期货	2,493		1,259		
49		国富期货	2,466		-1,573		
50		信达期货	2,380		-1,867		
51		浙江新世纪	2,363		937		
52		上海中财	2,341		732		
53		创元期货	2,234		-3,389		
54		海航期货	2,158		-38		
55		中衍期货	2,123		-1,067		
56		美尔雅期货	2,080		-552		
57		格林大华	1,949		-4,757		
58		国联期货	1,843		-4,423		
59		中辉期货	1,747		-4,254		
60		江西瑞奇	1,633		-1,034		
61		英大期货	1,622		-3,441		
62		一德期货	1,613		-1,007		
63		东海期货	1,561		-3,616		
64		瑞达期货	1,367		-1,888		
65		民生期货	1,311		328		
66		建信期货	1,191		-215		
67		东兴期货	1,187		-700		
68		上海东亚	1,181		-433		
69		宝城期货	1,109		-2,726		
70		上海大陆	1,090		-3,315		
71		大地期货	1,072		-728		
72		大连良运	1,031		124		
73		国元期货	968		-852		
74		金元期货	968		-5,852		
75		集成期货	966		223		
76		广州期货	957		-543		
77		中投期货	954		-2,418		
78		大有期货	949		-1,484		
79		倍特期货	921		-2,887		
80		汇鑫期货	898		-932		
81		福能期货	864		-497		
82		中大期货	861		-6,493		
83		先融期货	837		-457		
84		兴业期货	827		-146		
85		新纪元期货	822		-5,743		
86		江苏东华	795		512		
87		国贸期货	792		-1,938		
88		中天期货	749		-1,081		
89		华闻期货	591		128		
90		大越期货	582		-484		
91		恒泰期货	579		-795		
92		神华期货	577		-261		
93		大通期货	572		-1,543		
94		津投期货	572		-363		
95		同信久恒	566		-102		
96		金石期货	553		-236		
97		天风期货	549		-1,852		
98		平安期货	518		-389		
99		中原期货	517		-1,877		
100		中金期货	516		510		
101		招金期货	510		-314		
102		海证期货	496		213		
103		东吴期货	488		-1,197		
104		华龙期货	480		-8		
105		铜冠金源	433		-2,307		
106		华联期货	423		-551		
107		德盛期货	414		-1,013		
108		中航期货	368		-1,302		
109		新晟期货	316		-1,288		
110		中钢期货	303		-686		
111		华创期货	295		-527		
112		中州期货	240		-163		
113		深圳金汇	233		-314		
114		北京金鹏	229		-4,411		
115		红塔期货	215		-188		
116		南证期货	204		-154		
117		河北恒银	192		-34		
118		财达期货	184		-225		
119		华融期货	165		-311		
120		和合期货	162		-73		
121		长安期货	160		-713		
122		第一创业	158		-158		
123		混沌天成	138		-398		
124		九州期货	134		-1,035		
125		锦泰期货	134		-1,036		
126		东方期货	130		-1,021		
127		云晨期货	117		-69		
128		江信国盛	110		-34		
129		金信期货	88		-63		
130		鑫鼎盛期货	78		-41		
131		西南期货	78		-244		
132		文峰期货	73		-31		
133		山金期货	70		0		
134		晟鑫期货	52		18		
135		山西三立	41		-45		
136		道通期货	40		-59		
137		首创京都	38		-146		
138		通惠期货	34		12		
139		天鸿期货	28		18		
140		盛达期货	19		-329		
141		华金期货	19		-3		
142		新疆天利	17		-196		
143		天富期货	11		-104		
144		上海浙石	10		-207		
145		黑龙江时代	5		-29		
146		和融期货	2		-10		
总计				487,060		-272,112	

名次		会员简称	持买单量	增减		
1		国泰君安	36,385		205		
2		华信万达	23,388		1,640		
3		永安期货	21,649		-1,094		
4		华泰期货	17,088		-1,298		
5		中信期货	16,348		-3,294		
6		海通期货	16,207		-462		
7		东航期货	15,696		2,003		
8		南华期货	15,656		294		
9		格林大华	14,825		231		
10		申银万国	14,334		-810		
11		金瑞期货	12,724		743		
12		光大期货	11,584		219		
13		国投安信	9,729		-1,765		
14		鲁证期货	9,491		-887		
15		方正中期	9,154		911		
16		大越期货	8,550		-38		
17		徽商期货	8,024		-274		
18		银河期货	7,955		-1,345		
19		宏源期货	7,671		515		
20		中粮期货	7,455		247		
21		浙商期货	6,793		-678		
22		兴证期货	6,670		-2,686		
23		中金期货	6,622		310		
24		中国国际	6,421		-125		
25		中钢期货	6,413		54		
26		新湖期货	6,351		-177		
27		上海东亚	6,113		-1,141		
28		西部期货	5,736		-746		
29		上海中期	5,621		-53		
30		广发期货	5,605		-90		
31		锦泰期货	5,541		-13		
32		国富期货	5,344		-464		
33		东证期货	5,265		-266		
34		国信期货	5,232		-1,530		
35		大地期货	4,984		-33		
36		国海良时	4,595		36		
37		长江期货	4,591		-275		
38		广州金控	4,571		236		
39		国联期货	4,319		121		
40		倍特期货	4,223		-218		
41		中融汇信	4,117		1,384		
42		中信建投	3,521		-31		
43		中大期货	3,493		-20		
44		北京首创	3,416		-19		
45		五矿经易	3,409		16		
46		先融期货	3,394		27		
47		弘业期货	3,005		41		
48		江西瑞奇	2,959		-17		
49		创元期货	2,958		-54		
50		新纪元期货	2,923		-30		
51		宝城期货	2,847		114		
52		美尔雅期货	2,814		-24		
53		华安期货	2,791		-783		
54		中辉期货	2,786		46		
55		渤海期货	2,526		618		
56		冠通期货	2,493		484		
57		英大期货	2,409		-81		
58		中天期货	2,348		-39		
59		瑞达期货	2,310		314		
60		同信久恒	2,301		46		
61		一德期货	2,292		389		
62		建信期货	2,260		-133		
63		浙江新世纪	2,205		-71		
64		中衍期货	2,194		-15		
65		招商期货	2,169		89		
66		中投期货	1,851		-153		
67		东海期货	1,819		355		
